documentId,Paragraph,Compound
US20020187934A1,"Methyl iodide (10 ml) was added to Boc-(D)-Met-(L)-Ala-OMe (8 g) in a mixture of DMF (20 ml) and dichloromethane (20 ml) and the mixture was allowed to stand for 16 hours and then evaporated to dryness. Further dichloromethane (2×50 ml) was added and evaporated to remove residual methyl iodide and the residue was dissolved in a mixture of DMF (300 ml) and dichloromethane (300 ml). The mixture was cooled to ˜5° C. and sodium hydride (0.76 g of an 80% dispersion in mineral oil) was added in one portion and the mixture was stirred at this temperature for 2 hours. Saturated aqueous ammonium chloride (50 ml) was added and the mixture was evaporated to dryness and then partitioned between water and ether. The ether extract was washed with brine and dried and evaporated to give a gum which was purified by flash chromatography on a sinter funnel (25% ethyl acetate:hexane to 100% ethylacetate) to give methyl (2S)-2-[(3R)-3-(N-[tert-butyloxycarbonyl]amino)-2-oxo-pyrrolidin-1-yl]propionate as a gum (4.2 g) which crystallised on standing: NMR (CDCl3): 1.4 (s, 9H), 1.4 (d, 3H), 1.8 (m, 1H), 2.6 (m, 1H), 3.4 (m, 2H), 3.7 (m, 3H), 4.2 (m, 1H), 4.9 (q, 1H), 5.2 (bs, 1H).",Methyl iodide | Boc-(D)-Met-(L)-Ala-OMe | DMF | dichloromethane | dichloromethane | methyl iodide | DMF | dichloromethane | sodium hydride | ammonium chloride | water | ether | ether | brine | hexane | ethylacetate | ethylacetate | methyl (2S)-2-[(3R)-3-(N-[tert-butyloxycarbonyl]amino)-2-oxo-pyrrolidin-1-yl]propionate
US20020058641A1,"A solution of 6-[(2,2-diphenylethyl)amino]-9H-purine-2-carbonitrile (Preparation 6) (5.0 g, 14 7 mmol) and sodium methoxide (4.0 g, 74 1 mmol) in methanol (300 ml) was heated under reflux for 24 hours. Further sodium methoxide (2 0 g, 37 mmol) and methanol (100 ml) was added and heating continued for a further 24 hours. The reaction mixture was allowed to cool and the solvent removed under reduced pressure. The residue was dissolved in tetrahydrofuran (THF) (375 ml), 2N aqueous hydrochloric acid (125 ml) added and the mixture stirred at room temperature for 24 hours. The THF was removed under reduced pressure and the suspension basified to pH 7 with saturated aqueous sodium bicarbonate solution Ethyl acetate (100 ml) was added and the white solid consisting mainly of the desired product filtered, washed with a little water and ethyl acetate and dried. Purification by column chromatography on silica gel eluting with a gradient system of dichloromethane methanol (90:10, by volume) gradually changing to dichloromethane . methanol (75 .25, by volume) afforded the title compound as a white solid, 1,25 g (25%). Evaporation of tne ethyl acetate filtrate provided 2.6 g of the starting material","6-[(2,2-diphenylethyl)amino]-9H-purine-2-carbonitrile | sodium methoxide | methanol | sodium methoxide | methanol | tetrahydrofuran | THF | hydrochloric acid | water | ethyl acetate | silica gel | dichloromethane methanol | methanol | title compound"
US20120142705A1,"A mixture of 2-(6-bromo-2-oxo-2,3-dihydro-indol-1-yl)-3-cyclopentyl-N-pyridin-2-yl-propionamide (prepared as in Example 135, 100 mg) in a 1% water in N,N-dimethyl formamide solution (2.5 mL) was degassed for 10 min by bubbling argon through it. To this reaction mixture was then added zinc cyanide (31 mg), tris(dibenzylideneacetone)dipalladium(0) (32 mg) and 1,1′-bis(diphenyl phosphino)ferrocene (26 mg) and the reaction mixture was again degassed for a period of 10 min by bubbling argon through the reaction mixture. After this time, the reaction mixture was placed in a microwave reactor and heated at 150° C. for 15 min. After this time, the reaction mixture was diluted with water (10 mL) and ethyl acetate (10 mL). The organic layer was separated dried over sodium sulfate, filtered to remove the drying agent and the filterate concentrated in vacuo. The residue was purified by column chromatography (silica gel) to afford 2-(6-cyano-2-oxo-2,3-dihydro-indol-1-yl)-3-cyclopentyl-N-pyridin-2-yl-propionamide (11 mg, 11%): LCMS ESI calcd for C22H22N4O2 (M+H)+ 375, observed 375.","2-(6-bromo-2-oxo-2,3-dihydro-indol-1-yl)-3-cyclopentyl-N-pyridin-2-yl-propionamide | water | N,N-dimethyl formamide | argon | zinc cyanide | tris(dibenzylideneacetone)dipalladium(0) | 1,1′-bis(diphenyl phosphino)ferrocene | argon | water | ethyl acetate | sodium sulfate | silica gel | 2-(6-cyano-2-oxo-2,3-dihydro-indol-1-yl)-3-cyclopentyl-N-pyridin-2-yl-propionamide"
US07425554B2,"To a solution of 2-cyclohept-1-enylphenylamine (617 mg, 3.29 mmol) in 1,2-dichlorobenzene (8 mL) was added bis(2-chloroethyl)amine hydrochloride (705 mg, 3.95 mmol), and the mixture was stirred at an external temperature of 200° C. under a nitrogen atmosphere. During the reaction, a nitrogen stream was blown into the reactor to remove the hydrogen chloride gas in the reactor. This procedure was repeated several times. After 5 hours, the reaction mixture was air-cooled to room temperature, and then aqueous solution of potassium carbonate, ethyl acetate and methanol were added to the reaction mixture and extraction was performed three times with ethyl acetate. The obtained organic layers were dried over anhydrous sodium sulfate, and then the desiccant was filtered off and the filtrate was concentrated under reduced pressure. The resultant residue was purified by NH silica gel column chromatography (ethyl acetate/heptane) to give 387 mg of the title compound as a brown oil.","2-cyclohept-1-enylphenylamine | 1,2-dichlorobenzene | bis(2-chloroethyl)amine hydrochloride | nitrogen | hydrogen chloride | potassium carbonate | ethyl acetate | methanol | sodium sulfate | resultant residue | silica gel | ethyl acetate/heptane | title compound"
US09035085B2,"To a 500 mL flask, equipped with mechanical stirrer and under inert atmosphere, was added the previously made Oxacycloundecane-2,11-dione (20 g, 108.5 mmol), phenol (10.22 g, 108.5 mmol), and 200 mL carbon disulfide. Aluminum (III) trichloride (72.34 g, 542 mmol) was added and the reaction stirred for 72 hours. Carbon disulfide was decanted away, and ice was carefully added until most of mixture was dissolved. The insoluble material was collect by suction filtration and washed with 2×100 mL of water. The solid was then dissolved in 100 mL of 1 M aqueous sodium hydroxide and then carefully acidified with 1 M aqueous hydrochloric acid until pH=7.5 The solids that formed were removed by filtration and the parent solution was continued to be acidified until pH 2.5. The crude product precipitate was collected by filtration and was washed with 1×100 mL water. The crude product was dissolved in 100 mL of 1 M aqueous sodium hydroxide and then carefully acidified with 1 M aqueous hydrochloric acid until pH=7.5 and the impurities that precipitated were filtered off. The parent solution was further acidified until pH 2. The crude product was collected by filtration and washed with 2×50 mL water. The product was recrystallized form acetone. The isolated product (1.2 g, 4%) was collected by filtration. Found: C, 69.00; H, 7.81%; C16H22O4 requires C, 69.04; H, 7.97% 1H NMR (d6-DMSO): δ 12.0, bs, 1H(COOH); δ 10.3, bs, 1H (aryl-hydroxyl); δ 7.8 d, 2H (aryl H's); δ 6.8, d, 2H, (aryl H's); δ 2.9, t, 2H(CH2 α to carbonyl); δ 2.2, t, 2H (CH2 α to COOH); δ 1.5, multiplet, 4H(CH2's β to carbonyl & β to COOH), δ 1.3, multiplet, 8H (rest of CH2's).","Oxacycloundecane-2,11-dione | phenol | carbon disulfide | Aluminum (III) trichloride | Carbon disulfide | ice | water | sodium hydroxide | crude product | product | water | crude product | sodium hydroxide | crude product | water | acetone"
US07524882B2,"The title compound was prepared following the general procedures described Example 1, Step 3 and Step 4, employing 2-chloro-4-tert-butylphenol instead of 2-chloro-4-(trifluoroethoxy)phenol for the preparation of the iodide and the intermediate prepared in Example 4, Step 1 as the phenol for coupling with the iodide.",title compound | 2-chloro-4-tert-butylphenol | phenol | iodide | intermediate | iodide
US08541592B2,"A mixture of 1-benzoyl-3-((1R,2S,4R)-5,5-difluorobicyclo-[2.2.1]heptan-2-yl)thiourea (˜1.80 mmol) and potassium carbonate (1.49 g, 10.8 mmol) in methanol (5.0 mL), water (2.5 mL), and tetrahydrofuran (2.5 mL) was stirred at ambient temperature for 2 h. The reaction mixture was concentrated in vacuo, and the residue was partitioned between EtOAc and water. The organic portion was washed with brine, conc. in vacuo, and purified by flash column chromatography (0 to 65% of ethyl acetate in hexanes) to give the title compound as a white solid. MS m/z: 207.0 (M+H)+.","1-benzoyl-3-((1R,2S,4R)-5,5-difluorobicyclo-[2.2.1]heptan-2-yl)thiourea | potassium carbonate | methanol | water | tetrahydrofuran | EtOAc | water | brine | ethyl acetate | hexanes | title compound"
US06211215B1,"A mixture of 1-[4-(4-hydroxyphenyl)butyl]-1,2,4-triazole (450 mg), 4-chloromethyl-2-(3,4-dihydro-2-naphthyl) oxazole (565 mg), potassium carbonate (290 mg) and N,N-dimethylformamide (10 ml) was stirred for 6 hours at 80° C. The reaction mixture was poured into water and extracted with ethyl acetate. The ethyl acetate layer was washed with water, dried (MgSO4), and concentrated. The residue was subjected to a silica gel column chromatography. A crystalline product obtained from the fraction eluted with chloroform-methanol (50:1, v/v) was recrystallized from ethyl acetate-hexane to give 1-[4-[4-[2-(3,4-dihydro-2-naphthyl)-4-oxazolylmethoxy]phenyl]butyl]-1,2,4-triazole as colorless prisms, mp 96-97° C. The yield was 49%.","1-[4-(4-hydroxyphenyl)butyl]-1,2,4-triazole | 4-chloromethyl-2-(3,4-dihydro-2-naphthyl) oxazole | potassium carbonate | N,N-dimethylformamide | water | ethyl acetate | ethyl acetate | water | MgSO4 | chloroform-methanol | ethyl acetate-hexane | 1-[4-[4-[2-(3,4-dihydro-2-naphthyl)-4-oxazolylmethoxy]phenyl]butyl]-1,2,4-triazole"
US20020107269A1,"To the stirred slurry of 3-benzooxazol-2-yl-4-chloro-phenylamine (40 mg, 0.16 mmol) and pyridine (0.038 ml, 0.48 mmol) in tetrahyrofuran (10 ml) was added propargyl chloroformate (0.032 ml, 0.32 mmol). After stirring for 30 minutes, the mixture was concentrated under vacuum. The residue was partitioned between ethyl acetate (50 ml) and a mixture of 0.5M hydrochloric acid (15 ml) and saturated aqueous sodium chloride solution (30 ml). The organic layer was dried over magnesium sulfate and concentrated under vacuum to give a solid which was recrystalized (ethyl acetate) to provide CT-32154 (44 mg, 84% yield) as a beige powder. 1H NMR (CDCl3) δ 2.55 (s, 1H, CH), 4.83 (s, 2H, CH2), 6.82 (s, 1H, NH), 7.41-7.42 (m, 2H, Ar), 7.53 (d, J=8.6 Hz, 1H, Ar), 7.87 (s, 1H, Ar), 8.18 (s, 1H, Ar).",3-benzooxazol-2-yl-4-chloro-phenylamine | pyridine | tetrahyrofuran | propargyl chloroformate | ethyl acetate | hydrochloric acid | sodium chloride | magnesium sulfate | ethyl acetate
US08816079B2,"Using (6-chloropyridazin-3-yl)[4-(3,5-dimethylpyridin-2-yl)piperazin-1-yl]methanone (150 mg) described in Preparation Example 230 and 1-acetylimidazolidin-2-one (87 mg) and by the reaction and treatment in the same manner as in Example 638, the title compound (21 mg) was obtained.","(6-chloropyridazin-3-yl)[4-(3,5-dimethylpyridin-2-yl)piperazin-1-yl]methanone | 1-acetylimidazolidin-2-one | title compound"
US08288409B2,"In a 2-5 mL Emrys™ process vial, a mixture of the 1-formyl-4-oxo-4H-quinolizine-3-carboxylic acid (35 mg, 0.16 mmol), 4-(3,5-difluorophenyl)piperidine (45.4 mg, 0.23 mmol), glacial acetic acid (0.055 mL, 0.97 mmol) and 0.80 mL of dichloroethane was stirred vigorously. To the stirring mixture was added resin-bound MP-cyanoborohydride (20.3 mg, 0.32 mmol). The mixture was heated via Emrys Optimizer™ microwave to 120° C. for 30 minutes. The reaction was filtered, providing material, which was purified by reverse phase HPLC to yield the title compound that gave a high resolution mass spectrum (ES+) m/z of 399.1512 calculated for M+H+ [C22H20F2N2O3: 399.1515].","1-formyl-4-oxo-4H-quinolizine-3-carboxylic acid | 4-(3,5-difluorophenyl)piperidine | acetic acid | dichloroethane | cyanoborohydride | title compound"
US08765768B2,"To a solution of N′-hydroxyacetimidamide (0.081 g, 1.093 mmol) and molecular sieves 4 Å (powder, 0.3 g) in THF (3.64 mL) was added 60% sodium hydride in mineral oil (0.109 g, 2.73 mmol) at rt and the mixture was stirred at 50° C. After being stirred at 50° C. for 30 min, a solution of methyl 2-(1-(tert-butoxycarbonylamino)ethyl)-6-fluoro-3-(pyridin-2-yl)quinoline-4-carboxylate (0.233 g, 0.547 mmol) in THF (1.822 mL) was added. The mixture was heated under reflux. After 3 h, the mixture was removed by filtration though a Celite™ pad and the pad was washed with DCM (2×100 mL). The organic filtrate was washed with water (100 mL), dried over Na2SO4, filtered, and concentrated in vacuo to give tert-butyl 1-(6-fluoro-4-(3-methyl-1,2,4-oxadiazol-5-yl)-3-(pyridin-2-yl)quinolin-2-yl)ethylcarbamate as a light yellow syrup: 1H NMR (400 MHz, DMSO-d6) δ ppm 8.60 (1H, d, J=4.5 Hz), 8.28 (1H, dd, J=9.3, 5.6 Hz), 7.83-7.94 (2H, m), 7.76 (1H, dd, J=10.0, 2.7 Hz), 7.38-7.51 (2H, m), 7.18 (1H, d, J=7.2 Hz), 4.89 (1H, quin, J=6.7 Hz), 2.38 (3H, s), 1.21-1.35 (12H, m); LC-MS (ESI) m/z 450.1 [M+H]+. The light yellow syrup was carried on crude without purification for the next step.","N′-hydroxyacetimidamide | THF | sodium hydride | oil | methyl 2-(1-(tert-butoxycarbonylamino)ethyl)-6-fluoro-3-(pyridin-2-yl)quinoline-4-carboxylate | THF | DCM | water | Na2SO4 | tert-butyl 1-(6-fluoro-4-(3-methyl-1,2,4-oxadiazol-5-yl)-3-(pyridin-2-yl)quinolin-2-yl)ethylcarbamate"
US07714138B2,"A solution of tert-butyl 4-(2-(4-(2-fluoro-4-(3-(2-(4-fluorophenyl)acetyl)ureido)phenoxy)pyridin-3-yl)ethynyl)cyclohex-3-enylcarbamate (40 mg, 0.066 mol) in anhydrous 1,4-dioxane (2 mL) was cooled to −10° C. and treated with 4 M HCl/1,4-dioxane (4 mL). The mixture was stirred at −5° C. for 2.5 h then at rt for 1 h. The mixture was concentrated under vacuum without any heating to give the title compound (32 mg, 84%) as a yellow solid. 1H NMR (DMSO-d6) δ 11.05 (s, 1H), 10.61 (s, 1H), 8.69 (s, 1H), 8.44 (d, 1H, J=6.1 Hz), 8.06 (d, 1H, J=2.0 Hz), 7.80 (dd, 1H, J=12.7, 2.0 Hz), 7.46-7.38 (m, 1H), 7.35 (dd, 1H, J=8.6, 5.6 Hz), 7.19-7.13 (m, 1H), 6.82 (d, 1H, J=5.6 Hz), 6.17 (s, 1H), 3.74 (s, 2H), 3.73-3.62 (m, 2H), 3.62-3.54 (m, 1H), 3.34-3.22 (m, 1H), 2.31 (s, 1H), 1.99-1.96 (m, 1H), 1.71-1.66 (m, 1H); MS(ESI+): m/z 503.12 (M+H)+.","tert-butyl 4-(2-(4-(2-fluoro-4-(3-(2-(4-fluorophenyl)acetyl)ureido)phenoxy)pyridin-3-yl)ethynyl)cyclohex-3-enylcarbamate | 1,4-dioxane | HCl/1,4-dioxane | title compound"
US04920133,"A mixture of sodium azide (0.03 mol), ammonium chloride (0.03 mol) and 3-(4-(2-quinolinylmethyloxy)benzyl)benzonitrile (0.01 mol) in dimethylformamide (20 ml) are heated at 100° C. for 18 hours. The reaction is poured into aqueous 10% sodium hydroxide solution and washed with ethyl acetate. The crystalline product is isolated by acidification and filtration to obtain 5-(3-(4-(2-quinolinylmethyloxy)benzyl)phenyl)tetrazole.",sodium azide | ammonium chloride | 3-(4-(2-quinolinylmethyloxy)benzyl)benzonitrile | dimethylformamide | sodium hydroxide | ethyl acetate | 5-(3-(4-(2-quinolinylmethyloxy)benzyl)phenyl)tetrazole
US20130045962A1,"A solution of [(2R)-3-(2-{2-chloro-5-fluoro-6-[3-methyl-3-(1-pyrrolidinyl)-1-azetidinyl]-4-pyrimidinyl}hydrazino)-2-(cyclopentyl methyl)-3-oxopropyl](tetrahydro-2H-pyran-2-yloxy)formamide (145 mg) in 4:1 AcOH:water (20 mL) was stirred at room temperature overnight. LCMS indicated ˜45% completion of the deprotection. Another portion of the mixed solvents (4:1 AcOH:water, 20 mL) was added, and stirring continued overnight. The solvents were then removed in vacuo, and the resulting crude product was purified by RP-HPLC to provide [(2R)-3-(2-{2-chloro-5-fluoro-6-[3-methyl-3-(1-pyrrolidinyl)-1-azetidinyl]-4-pyrimidinyl}hydrazino)-2-(cyclopentylmethyl)-3-oxopropyl]hydroxyformamide (45 mg, 36%). LCMS: (M+H)+: 498.2.",[(2R)-3-(2-{2-chloro-5-fluoro-6-[3-methyl-3-(1-pyrrolidinyl)-1-azetidinyl]-4-pyrimidinyl}hydrazino)-2-(cyclopentyl methyl)-3-oxopropyl](tetrahydro-2H-pyran-2-yloxy)formamide | AcOH | water | AcOH | water | crude product | [(2R)-3-(2-{2-chloro-5-fluoro-6-[3-methyl-3-(1-pyrrolidinyl)-1-azetidinyl]-4-pyrimidinyl}hydrazino)-2-(cyclopentylmethyl)-3-oxopropyl]hydroxyformamide
US20140274930A1,"DIBAL (24.2 mL of 1.5 M, 36.4 mmol) in toluene is added dropwise over 10 min to a cold (−78° C.) solution of (3aS,6R,6aS)-6-((R)-2,2-dimethyl-1,3-dioxolan-4-yl)-2,2,3a-trimethyldihydrofuro[3,4-d][1,3]dioxol-4(3aH)-one from Step IV (9.00 g, 33.1 mmol) in CH2Cl2 (90 mL). The reaction mixture is stirred at −78° C. for 2 h. Upon completion, the cold reaction mixture is quenched with 4 ml of MeOH added dropwise over 2 min and then allowed to warm to RT over 30 min. 500 ml of saturated aqueous sodium tartrate is added and the resulting slurry is stirred vigorously for 1 h at room temp. The organic phase is separated, washed with water, brine, dried over Na2SO4, filtered and concentrated to afford the title compound (22.1 g, 80.7 mmol, 98%).","DIBAL | toluene | (3aS,6R,6aS)-6-((R)-2,2-dimethyl-1,3-dioxolan-4-yl)-2,2,3a-trimethyldihydrofuro[3,4-d][1,3]dioxol-4(3aH)-one | CH2Cl2 | MeOH | sodium tartrate | water | brine | Na2SO4 | title compound"
US05250679,"A magnetically stirred solution of 0.848 gram of N-(2-amino-5-iodobenzoyl)-β-alanine ethyl ester (2.0 mmol), 0.35 mL 2,6-lutidine (3.0 mmol), 0.19 mL methyl iodide (3.0 mmol), and 15 mL dimethylformamide was heated to 50° C. for 15 hours. The reaction mixture was allowed to cool to room temperature and concentrated in vacuo. The resulting residue was dissolved in 75 mL ethyl acetate and washed 1×50 mL 10% citric acid, 1×50 mL sat. sodium bicarbonate, 1×50 mL brine, dried over magnesium sulfate, filtered and concentrated in vacuo. The resulting oil was further purified by column chromatography, using silica gel, eluting with a solvent gradient of 35/65 ethyl acetate/hexane to 65/35 ethyl acetate/hexane (TLC, SiO2, 1:1 EtOAc/hexane, Rf =0.84, υν positive) to yield 305 mgs (35%) of N-(2-methylamino-5-iodobenzoyl)-β-alanine benzyl ester. 1H NMR (CDCl3, dTMS) 7.56 (2H, m, Ar--H o,p-CON), 7.43 (1H, bq, 3JHH =5 Hz, NHMe), 7.38-7.32 (5H, s, ArH Ph), 6.62 (1H, bt, 3JHH =6 Hz, CONH), 6.42 (1H, d, 3JHH =9 Hz, Ar--H m-CON), 5.16 (2 H, s, OCH2), 3.64 (2H, q, 3JHH =6 Hz, NCH2), 2.81 (3H, d, 3JHH =5 Hz, NCH3), 2.64 (2H, t, 3JHH =6 Hz, CH2CO2). 13C NMR (CDCl3, δTMS) 172.4, 168.4, 148.8, 141.0, 135.5, 128.7, 128.4, 128.3, 117.3, 113.4, 74.1, 66.7, 35.2, 34.0, 29.6.","N-(2-amino-5-iodobenzoyl)-β-alanine ethyl ester | 2,6-lutidine | methyl iodide | dimethylformamide | ethyl acetate | citric acid | sodium bicarbonate | brine | magnesium sulfate | ethyl acetate/hexane | ethyl acetate/hexane | N-(2-methylamino-5-iodobenzoyl)-β-alanine benzyl ester"
US20050272709A1,"The powder of 7-morpholin-4-yl-3-oxo-2-(phenylhydrazono)-heptanenitrile (510 mg, 1.6 mmole) and hydrazine hydrate (3.2 mmole) were suspended in 20 mL of ether:THF (1:1) and stirred at ambient temperature overnight. Water was added to the reaction and the mixture was extracted with ethyl acetate. The organic extracts were washed with saline. The volumn of the organic solution was reduced which resulted in the precipitation of a yellow solid. The solution was filtered to yield 270 mg (51%) of the title compound as a yellow powder. MS (m/z, ES+): 329 (M+1, 100%); 1H NMR (ppm, 300 MHz, DMSO-d6) δ 11.58 (br s, 1H), 7.66 (m, 2H), 7.44 (m, 2H), 7.30 (m, 1H), 6.98 (br s, 2H), 3.51 (m, 4H), 2.79 (m, 2H), 2.20-2.33 (m, 5H), 1.72 (m, 2H), 1.47 (m, 2H).",7-morpholin-4-yl-3-oxo-2-(phenylhydrazono)-heptanenitrile | hydrazine hydrate | ether:THF | Water | ethyl acetate | title compound
US20100125059A1,"(3R,4R)-1-(4-iodophenyl)-3-sulfanyl-4-[4-(1,1,2,2-tetramethyl-1-silapropoxy)phenyl]azetidin-2-one (1.0 g) was dissolved in dichloromethane (10 mL), then triethylamine (1.7 mL) and 1-benzo[b]thiophen-5-yl-2-bromoethan-1-one (1.0 g) were added, and the resulted mixture was stirred at room temperature overnight. Water was added to the reaction solution and the resulted mixture was extracted with ethyl acetate. The organic layer was washed with brine, then dried over sodium sulfate, and filtered. The filtrate was concentrated under reduced pressure and the obtained residue was purified by silica gel column chromatography (ethyl acetate/hexane=1/9) to obtain the title compound (850 mg, 63% yield). The NMR data of this compound is shown below.","(3R,4R)-1-(4-iodophenyl)-3-sulfanyl-4-[4-(1,1,2,2-tetramethyl-1-silapropoxy)phenyl]azetidin-2-one | dichloromethane | triethylamine | 1-benzo[b]thiophen-5-yl-2-bromoethan-1-one | Water | ethyl acetate | brine | sodium sulfate | silica gel | ethyl acetate/hexane | title compound"
US20020188120A1,"4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid was prepared starting from 4-(4-methoxy-benzenesulfonyl)-1-(2-phenyl-ethoxy)-piperidine-4-carboxylic acid ethyl ester (5.0 g, 11.1 mmol) dissolved in THF:methanol 3:1 and 10 N NaOH (40 ml). The resulting reaction mixture was worked up as outlined in example 83. Yield 3.0 g (63%); off white powder; mp 235° C.; MS: 420.5 (M+H)+. Starting from 4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid (2.5 g, 5.9 mmol) and following the procedure as outlined in example 83, 1.3 g of 4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid hydroxyamide was isolated as an off white solid. Yield 50%; mp 168-172° C. (HCl); MS: 435.4 (M+H)+; 1H NMR (300 MHz, DMSO-d6): δ 2.3 (m, 2H), 2.5 (m, 2H), 2.9 (m, 2H), 3.4 (m, 4H), 3.5 (m, 2H), 3.7 (m,2H), 3.9 (s, 3H), 4.4 (m, 2H), 6.9-7.8 (m, 9H), 9.3 (s, 1H), 10.2 (bs, 1H), 11.3 (s, 1H).",4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid | 4-(4-methoxy-benzenesulfonyl)-1-(2-phenyl-ethoxy)-piperidine-4-carboxylic acid ethyl ester | THF:methanol | NaOH | 4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid | 4-(4-methoxy-benzenesulfonyl)-1-(2-phenoxy-ethyl)-piperidine-4-carboxylic acid hydroxyamide
US09062048B2,"To a solution of ethyl 1,4-dioxaspiro[4.5]decane-8-carboxylate (1.12 g, 5.24 mmol, prepared as described in Pearson, et al. in J. Org. Chem. 1997, 62(16), 5284-5292) in THF (10 mL) cooled to −78° C. under argon was added a allylmagnesium bromide (18 mL, 18 mmol, 1 M in THF) dropwise. After the complete addition, the reaction mixture was allowed to reach room temperature overnight. It was then re-cooled to −78° C. and quenched with saturated NaHCO3 solution and warmed to room temperature. After extraction with ether, the organic layer was concentrated in vacuo and the residue purified by flash chromatography (silica gel, 0-100% ether/hexanes) to afford the product.","ethyl 1,4-dioxaspiro[4.5]decane-8-carboxylate | THF | argon | allylmagnesium bromide | NaHCO3 | ether | silica gel | ether/hexanes"
US05936087,"Compound 13 was alkylated with MeI according to a general amino group alkylation procedure as follows. The 3-methoxybenzoquinoline derivative (100 mg) 13 was suspended in 5 mL of dry THF and cooled to -5° C. (ice/NaCl). 1.1 equivalents of n-butyl lithium (1 M) was added dropwise, and the reaction was stirred for 1 hour. 3 equivalents of the MeI alkylating agent was added slowly and the reaction was allowed to stir at room temperature for 2 hours. Aqueous work-up using NH4Cl and EtOAc gave a crude alkylated 3-methoxybenzoquinoline intermediate 14. Intermediate 14 was then purified by normal phase flash chromatography employing EtOAc: hexane (1:19) as the mobile phase (1HNMR: CD3Cl d 8.1 (broad d, 1H, J=8.1 Hz), 7.68(dd, 1H, J=8.1, 1.8 Hz), 7.34 (m, 2H), 6.8 (s, 1H), 3.92 (s, 3H), 3.21 (m, 2H), 2.94 (s, 3H), 2.77 (t, 2H, J=6.6 Hz), 1.92 (m, 2H)). Subsequent methoxy group deprotection by the general boron tribromide procedure described above in Example 1 resulted in the N-methyl-hydroxybenzoquinoline derivative 15.",Compound 13 | MeI | 3-methoxybenzoquinoline | THF | ice/NaCl | n-butyl lithium | MeI | NH4Cl | EtOAc | alkylated 3-methoxybenzoquinoline | Intermediate 14 | N-methyl-hydroxybenzoquinoline
US09156797B2,"To a solution of methyl 2-methyl-5-(4-morpholinyl)-1H-benzimidazole-7-carboxylate, prepared as described in Example 26, step d (0.2 g, 0.726 mmol) in N,N-Dimethylformamide (DMF) (10 mL) was added 2-methylbenzyl bromide (0.145 mL, 1.090 mmol) and potassium carbonate (0.301 g, 2.179 mmol). The resulting reaction mixture was stirred for 3 h at 80° C. The solution was cooled to room temperature and poured into water and was extracted with EtOAc. The combined organic phase was washed with Brine and concentrated. The residue was purified on a Biotage Isolera purification system using a Biotage 10 g SNAP silica gel cartridge and eluted with a gradient of DCM to 5% MeOH/DCM over 10 column volumes. The expected compound was collected and evaporated to yield a tan solid. The tan solid was dissolved in tetrahydrofuran (THF) (10.00 mL) followed by the addition of 1M lithium hydroxide solution (10 mL, 10 mmol). The reaction was stirred at 50° C. for 2 h. The reaction was cooled to room temperature and the organic solvent was removed in-vacuo. The solution was diluted with water (20 mL) and acidified with 1 N HCl. The mixture was then filtered and the grey solid was purified by reversed phase HPLC with a gradient of acetonitrile (0.1% TFA) and water (0.1% TFA v/v)(10-40%) over 10 minutes. The appropriate fractions were collected and evaporated to yield the desired product (152.6 mg, 0.418 mmol, 57.5% yield). 1H NMR (400 MHz, CHLOROFORM-d) δ ppm 2.45 (s, 3H) 2.87 (s, 3H) 3.00 (br. s., 4H) 3.72-3.81 (m, 4H) 5.53 (s, 2H) 6.60 (d, J=7.58 Hz, 1H) 6.78 (d, J=1.26 Hz, 1H) 7.14 (t, 1H) 7.23-7.33 (m, 3H). MS(ES+) m/e 365.8 [M+H]+.","methyl 2-methyl-5-(4-morpholinyl)-1H-benzimidazole-7-carboxylate | N,N-Dimethylformamide | 2-methylbenzyl bromide | potassium carbonate | water | EtOAc | Brine | DCM | MeOH/DCM | expected compound | tetrahydrofuran | lithium hydroxide | water | acetonitrile | TFA | water | desired product"
US09126998B2,"1.3 g of tert-butyl 4-oxo-6-(trifluoromethyl)-3,4-dihydroquinoline-1(2H)-carboxylate (Example 159A, 4 mmol, 1 equivalent) were initially charged in 12.6 ml of ethanol, and 4.6 g of ammonium acetate (59.5 mmol, 15 equivalents) and 0.3 g of sodium cyanoborohydride (4.8 mmol, 1.2 equivalents) were added. The reaction mixture was divided and each portion was irradiated in a microwave oven at 130° C. for 1 min. The mixture was then concentrated and the residue was taken up in ethyl acetate and washed with water. The organic phase was dried over sodium sulphate, filtered and concentrated. The crude product obtained was purified on silica gel (mobile phase: dichloromethane/ethyl acetate: 5/1, then dichloromethane/methanol:10/1). This gave 0.84 g (78% of theory) of the title compound.","tert-butyl 4-oxo-6-(trifluoromethyl)-3,4-dihydroquinoline-1(2H)-carboxylate | ethanol | ammonium acetate | sodium cyanoborohydride | water | sodium sulphate | crude product"
