documentId,Paragraph,Compound
US20040053908A1,"The 4-(6,7-dimethoxyquinolin-4-yloxy)phenylamine (296 mg, 1.00 mmol) obtained by the method described in WO97/17329 and (3-methanesulfonylphenyl)carbamic acid phenyl ester (291 mg, 1.00 mmol) were heated and stirred in dimethyl sulfoxide (3 ml) at 85° C. for2hours. The reaction solution was distributed between ethyl acetate and water, the organic layer was washed with 1N aqueous sodium hydroxide, water and saturated brine and dried over anhydrous magnesium sulfate, the drying agent was filtered off and the filtrate was distilled off under reduced pressure. The obtained crude product was subjected to silica gel column chromatography (eluent−ethyl acetate:methanol=30:1), the fraction containing the target substance was concentrated and suspended in ethyl acetate, the suspension was diluted with hexane and the crystals were filtered out, washed with hexane and blow-dried to obtain the title compound (430 mg, 0.871 mmol, 87%) as colorless crystals.","4-(6,7-dimethoxyquinolin-4-yloxy)phenylamine | (3-methanesulfonylphenyl)carbamic acid phenyl ester | dimethyl sulfoxide | ethyl acetate | water | sodium hydroxide | water | brine | magnesium sulfate | crude product | ethyl acetate | methanol | hexane | hexane | title compound"
US05420126,"In 5 ml of methylene chloride was dissolved 0.2 ml of oxalyl chloride and at a constant temperature between -50° C. and -60° C., a solution prepared by dissolving 0.34 ml of dimethyl sulfoxide in 1 ml of methylene chloride was added dropwise. The mixture was stirred for 2 minutes, after which a solution of 0.54 g of 6-cyano-3,4-dihydro-2,2-dimethyl-4-(2-hydroxycyclopentan-1-yl)-2H-1,4-benzoxazine in 2 ml of methylene chloride was added dropwise. The mixture was further stirred for 15 minutes and 0.7 ml of triethylamine was added. The mixture was stirred for an additional 5 minutes, after which it was allowed to return to room temperature. The reaction mixture was diluted with 10 ml of water and extracted with methylene chloride. The extract was washed with aqueous sodium chloride solution and dried over anhydrous magnesium sulfate and the solvent was distilled off under reduced pressure. The residue was recovered by filtration, washed with ethanol and recrystallized from ethyl acetate to give 0.28 g of 6-cyano-3,4-dihydro-2,2-dimethyl-4(2-oxocyclopentyl)-2H-1,4-benzoxazine.","methylene chloride | oxalyl chloride | dimethyl sulfoxide | methylene chloride | 6-cyano-3,4-dihydro-2,2-dimethyl-4-(2-hydroxycyclopentan-1-yl)-2H-1,4-benzoxazine | methylene chloride | triethylamine | water | methylene chloride | sodium chloride | magnesium sulfate | ethanol | ethyl acetate | 6-cyano-3,4-dihydro-2,2-dimethyl-4(2-oxocyclopentyl)-2H-1,4-benzoxazine"
US07612067B2,"Add 3-[2-(3,6-dihydro-2H-pyran-4-yl)-4-methyl-thiazol-5-yl]-8-(1-ethyl-propyl)-2,6-dimethyl-imidazo[1,2-b]pyridazine (55 mg, 0.14 mmol), 5% palladium on carbon (55 mg) and absolute ethanol (50 ml) to a pressure vessel. Purge the reaction vessel with nitrogen, purge the reaction vessel with hydrogen, pressurize the reaction mixture with hydrogen (415 KPa), seal the vessel, agitate the reaction and heat to 40° C. Continue the reaction for 18 hours then turn off the heat and allow the reaction mixture to cool to ambient temperature. Vent the excess hydrogen from the vessel and purge the vessel with nitrogen. Filter the reaction mixture to remove the 5% palladium on carbon. The filtrate is concentrated and applied onto a silica-gel chromatography column (Hexane:AcOEt:2 M NH3 in MeOH=10:3:1) to give 12.8 mg of the title compound. Yield 23%. mass spectrum (m/e): 399 (M+1). 1H NMR (CDCl3): δ 6.73 (s, 1H), 4.14 (m, 2H), 3.60 (m, 2H), 3.34 (m, 2H), 2.56 (s, 3H), 2.48 (s, 3H), 2.36 (s, 3H), 2.16 (m, 2H), 2.02 (m, 2H), 1.87 (m, 4H), 0.91 (t, J=7.6 Hz, 6H).","3-[2-(3,6-dihydro-2H-pyran-4-yl)-4-methyl-thiazol-5-yl]-8-(1-ethyl-propyl)-2,6-dimethyl-imidazo[1,2-b]pyridazine | palladium on carbon | ethanol | nitrogen | hydrogen | hydrogen | nitrogen | palladium on carbon | title compound"
US08304417B2,"Potassium tert-butoxide (6.15 g) was added to a solution of 4-hydroxytetrahydropyran (2.94 g) in THF (40 ml) and the mixture was stirred at ambient temperature for 15 minutes. The resultant mixture was added to a stirred solution of 5,7-difluoro-3,4-dihydroquinazolin-4-one (5 g) in THF (60 ml) that was being heated to reflux. A further portion of THF (20 ml) was added and the reaction mixture was heated to reflux for 30 minutes. A second portion of potassium tert-butoxide (6.15 g) was added and the reaction mixture was heated to reflux for 40 minutes. A third portion of potassium tert-butoxide (1.52 g) was added and the reaction mixture was heated to reflux for 20 minutes. The reaction mixture was allowed to cool to ambient temperature. Water (50 ml) was added and the bulk of the organic solvent was evaporated. The residue was acidified to pH<2 by the dropwise addition of 2M aqueous hydrochloric acid. The resultant slurry was stirred for 15 minutes. The mixture was filtered and the isolated solid was washed with water (20 ml) and dried overnight in vacuo at 40° C. There was thus obtained 7-fluoro-5-tetrahydropyran-4-yloxy-3,4-dihydroquinazolin-4-one (5.96 g; 96% HPLC purity using Method A, retention time 3.34 minutes); NMR Spectrum: (DMSOd6) 1.6-1.75 (m, 2H), 1.9-2.0 (m, 2H), 3.5-3.6 (m, 2H), 3.85-3.95 (m, 2H), 4.8 (m, 1H), 6.9 (m, 1H), 7.05 (m, 1H), 8.0 (s, 1H).","Potassium tert-butoxide | 4-hydroxytetrahydropyran | THF | resultant mixture | 5,7-difluoro-3,4-dihydroquinazolin-4-one | THF | THF | potassium tert-butoxide | potassium tert-butoxide | Water | hydrochloric acid | water | 7-fluoro-5-tetrahydropyran-4-yloxy-3,4-dihydroquinazolin-4-one"
US05578611,"A solution of 2-bromomethyl-1,2,3,4-tetrahydronaphthalene (1.33 g, 5.91 mmol) and 4-methoxyphenethylamine (1.79 g, 11.8 mmol) in 50 ml of EtOH was refluxed for 48 hours. After removal of EtOH in vacuo, the residue was dissolved in 100 ml of CHCl3, washed with 10% K2CO3, H2O, sat'd brine, and then dried over Na2SO4. Filtration followed by evaporation of solvent gave a yellow oil, which was purified by chromatography (SiO2, MeOH:CHCl3, 5:95) to a give a yellowish oil (1.03 g, 58.9%). The product was converted to HCl salt, crystallization with MeOH/Et2O gave a white powder. mp 274°-275° C.; Calcd for C20H25NO.HCl: C 72.37, H 7.91, N 4.22; Found C 72.40, H 7.76, N 4.13.","2-bromomethyl-1,2,3,4-tetrahydronaphthalene | 4-methoxyphenethylamine | EtOH | EtOH | CHCl3 | K2CO3 | H2O | Na2SO4 | oil | SiO2 | MeOH | CHCl3"
US04389417,"100 mg of (1-oxo-2-cyclopentyl-2-methyl-6,7-dichloro-5-indanyloxy)acetic acid are dissolved in 3 ml. of 0.1 N-sodium hydrogen carbonate solution. The solution is made up to 10 ml with water and sterilized.","(1-oxo-2-cyclopentyl-2-methyl-6,7-dichloro-5-indanyloxy)acetic acid | sodium hydrogen carbonate | water"
US20030187068A1,"Ethyl 2-methoxy-3-[4-methoxy-3-[2-[4-(trifluoromethyl)-phenyl]acetylamino]phenyl]propanoate (442 mg, 0.986 mmol), methanol (9 mL) and 1 mol/L aqueous solution of sodium hydroxide (5 mL) were mixed. After stirring for 5 hours at room temperature, the reaction mixture was concentrated under reduced pressure. The residue was dissolved in water, washed with ether, and then made acidic with diluted hydrochloric acid. The precipitates produced were filtered and dried to afford 379 mg (93%) of the title compound as pale yellow crystals.",Ethyl 2-methoxy-3-[4-methoxy-3-[2-[4-(trifluoromethyl)-phenyl]acetylamino]phenyl]propanoate | methanol | aqueous solution | sodium hydroxide | water | ether | title compound
US04777283,58.5 g of n-butyl carbamate were initially introduced as a melt and 86 g of phosgene were passed into this melt at 80° C. within 6 hours. 3.1 g (=2 mol %) of methylstearylformamide and 125 g of chlorobenzene were then added. A further 113 g of phosgene were then passed into the mixture at 130° C. within 6 hours and excess phosgene was subsequently blown out using nitrogen. The distillation of the reaction mixture produced 32.2 g (=45% of theory) of butyloxycarbonyl isocyanate having a boiling point from 52° to 54° C. at 24 mbar.,n-butyl carbamate | phosgene | methylstearylformamide | chlorobenzene | phosgene | phosgene | butyloxycarbonyl isocyanate
US08354444B2,"A mixture of (4-{[(2R,3S,4R,5S)-3-(3-chloro-2-fluoro-phenyl)-4-(4-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carbonyl]-amino}-phenyl)-acetic acid methyl ester (72 mg, 0.117 mmol) was dissolved in THF (3 mL) and methanol (1 mL), then 2N LiOH (1 mL) was added and stirred at room temperature for 2 hours. The mixture was concentrated and diluted with water and ethyl acetate. The organic phase was separated then concentrated to yield chiral (4-{[(2R,3S,4R,5S)-3-(3-chloro-2-fluoro-phenyl)-4-(4-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carbonyl]-amino}-phenyl)-acetic acid (37 mg, 52.6%) as an white powder. HRMS (ES+) m/z Calcd for C31H29Cl2F2N3O3+H [(M+H)+]: 600.1627. found: 600.1626.","(4-{[(2R,3S,4R,5S)-3-(3-chloro-2-fluoro-phenyl)-4-(4-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carbonyl]-amino}-phenyl)-acetic acid methyl ester | (4-{[(2R,3S,4R,5S)-3-(3-chloro-2-fluoro-phenyl)-4-(4-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carbonyl]-amino}-phenyl)-acetic acid | THF | methanol | LiOH | water | ethyl acetate"
US05668088,"A solution of 30 g of 5-[4-bromo-1-methyl-5-(trifluoromethyl)-1H-pyrazol-3-yl]-2-chloro-4-fluorobenzoic acid in 800 mL of anhydrous THF was stirred with a mechanical stirrer and treated with 3.36 g of 80% NaH. The stirred mixture was kept under a nitrogen atmosphere and heated to 60° C. for one hour. After formation of the sodium carboxylate salt, the mixture was cooled to -110° C. and 32.3 mL of 2.5M n-butyllithium in hexanes was added never allowing the temperature to exceed -100° C. The reaction was stirred at -110° C. for ten minutes, subsequently treated with 9.3 mL of methyl iodide and allowed to warm to room temperature. The mixture was quenched with 3N HCl and the volatiles removed. A precipitate formed which was collected and recrystallized from ethanol/water to give 24.5 g of a white solid: mp 155.0° C.; 1HNMR (CDCl3) δ 2.06 (m, 3H), 4.01 (s, 3H), 7.27 (d, 1H, J=9.6 Hz), 8.17 (d, 1H, J=7.6 Hz). Anal. Calcd for C13H9O2Cl1N2F4 : C, 46.38; H, 2.69; N, 8.32. Found: C, 46.46; H, 2.65; N, 8.33.",5-[4-bromo-1-methyl-5-(trifluoromethyl)-1H-pyrazol-3-yl]-2-chloro-4-fluorobenzoic acid | THF | NaH | sodium carboxylate | n-butyllithium | hexanes | methyl iodide | HCl | ethanol/water | white solid
US20150166480A1,"2′-fluoro-4′-((1-(1-(trifluoromethyl)cyclobutanecarbonyl)piperidin-4-yl)methoxy)biphenyl-4-yl 1-(trifluoromethyl)cyclobutanecarboxylate (1.38 g, 2.23 mmol) was dissolved in dry THF 20 mL. At 0° C., LAH (6.88 mmol) was added thereto, following with stirring at 60° C. for a day. After the completion of the reaction, the reaction mixture was added with a little of water, and then extracted with excess amount of EtOAc. The organic layer was washed with saturated aqueous brine solution, dried over MgSO4, filtered to remove the solid residue, and the filtrate was concentrated under reduced pressure. The concentrate was purified by column chromatography (12 g ISCO silica gel cartridge, 15-20% EtOAchexane) to yield the title compound as white solid (980 mg, 97%).",2′-fluoro-4′-((1-(1-(trifluoromethyl)cyclobutanecarbonyl)piperidin-4-yl)methoxy)biphenyl-4-yl 1-(trifluoromethyl)cyclobutanecarboxylate | THF | LAH | water | EtOAc | brine | MgSO4 | silica gel | title compound
US08399690B2,"Following Example 70 and General Procedure C, 8-bromo-N-(2,4-difluorophenyl)-N-methyl-4H-thieno[3,2-c]chromene-2-carboxamide 160bp and N1,N1-dimethyl-1,2-ethanediamine were reacted to give 113bp. 1H NMR (400 MHz, CDCl3), δ: 7.23 (m, 1 H), 6.87-6.92 (m, 2 H), 6.67-6.74 (m, 2 H), 6.47-6.54 (m, 2 H), 4.93 (s, 2 H), 3.84 (m, 2 H), 3.31-3.39 (m, 5 H), 2.86 (s, 6 H). LCMS (ESI) m/z: 444.0","8-bromo-N-(2,4-difluorophenyl)-N-methyl-4H-thieno[3,2-c]chromene-2-carboxamide | N1,N1-dimethyl-1,2-ethanediamine"
US06432985B1,"To a solution of 36.0 g (117 mmol) of 4-benzyl-3,6-dihydro-2H-pyridine-1-carboxylic acid benzyl ester in 250 ml CH2Cl2 were added 40.9 g (166 mmol, ˜70%) MCPBA. The reaction mixture was stirred for 2 hours and a 1N NaOH-solution was added. The aqueous phase was extracted twice with CH2Cl2 and the combined organic layers were washed with 1 N NaOH, dried over MgSO4 and the solvent was removed under reduced pressure to give 37.6 g (116 mmol, 99%) of (1R,6S) and (1S,6R)-6-benzyl-7-oxa-3-aza-bicyclo[4.1.0]heptane-3-carboxylic acid benzyl ester as an oil.","4-benzyl-3,6-dihydro-2H-pyridine-1-carboxylic acid benzyl ester | CH2Cl2 | MCPBA | NaOH | CH2Cl2 | NaOH | MgSO4 | (1S,6R)-6-benzyl-7-oxa-3-aza-bicyclo[4.1.0]heptane-3-carboxylic acid benzyl ester"
US08946697B1,"A mixture of 2-chloro-4-iodopyridine (6.43 g, 26.3 mmol), (4-cyclopentylphenyl)boronic acid (5.0 g, 26.3 mmol), Pd(Ph3P)4 (0.0.91 g 0.79 mmol), sodium carbonate (8.37 g, 79 mmol), DME (257 mL) and water (64 mL) was degassed with nitrogen and then refluxed overnight. The reaction mixture was concentrated and extracted with ethyl acetate. The the ethyl acetate layer was dried on Na2SO4 and then further purified by column chromatography using dichloromethane in hexanes and then vacuum distilled to give 2-Chloro-4-(4-cyclopentylphenyl)pyridine (4.6 g, 68% yield).",2-chloro-4-iodopyridine | (4-cyclopentylphenyl)boronic acid | Pd(Ph3P)4 | sodium carbonate | DME | water | nitrogen | ethyl acetate | ethyl acetate | Na2SO4 | 2-Chloro-4-(4-cyclopentylphenyl)pyridine
US04426380,"A hot solution of 80 g (2 moles) of sodium hydroxide in 200 ml of water is added in portions, while stirring, to a mixture of 341 g (2 moles) of the hydrochloride of imidazo[1,2-a]pyridin-2(3H)-one in 700 ml of water. Then, a solution of 250.7 g (2.16 moles) of maleic acid in 600 ml of water is added dropwise in such a manner that the internal temperature of the reaction mixture remains between 40° and 45° C. After 30 hours at room temperature (20°-25° C.) the mixture is cooled to 5° C., the resulting precipitate is filtered off, the filtrate is concentrated in vacuo to approximately half its volume, and the resulting product is filtered with suction. The combined residues are washed with a little cold methanol and dried in vacuo at 50° C. 400 g of 3-(1,2-dicarboxyethyl)-imidazo[1,2-a]pyridin-2(3H)-one having a melting point of 193° (decomposition) are obtained. The resulting product is stirred at room temperature for 6 hours with 650 ml of concentrated hydrochlorid acid. After cooling to 5° C., the precipitate is filtered off, the filtrate is concentrated in vacuo to approximately half its volume and the resulting product is filtered with suction. The combined residues are washed with acetone and dried in vacuo at 50° C. In this manner the hydrochloride of 3-(1,2-dicarboxyethyl)-imidazo[1,2-a]pyridin-2(3H)-one having a melting point of 205° C. (decomposition) is obtained.","sodium hydroxide | water | hydrochloride | imidazo[1,2-a]pyridin-2(3H)-one | water | maleic acid | water | methanol | 3-(1,2-dicarboxyethyl)-imidazo[1,2-a]pyridin-2(3H)-one"
US07087601B2,"To a 100 mL round-bottom flask with 3-hydroxy-4-methylbenzoic acid (2.5 g, 16.4 mmol), was added dropwise SOCl2 (15 mL). The reaction was refluxed for 30 min and cooled to rt. The excess of SOCl2 was removed in vacuo and the oily acid chloride was dissolved in THF (15 mL). This resulting solution was added dropwise to a mixture of 2-aminophenol (1.8 g, 16.4 mmol), triethylamine (1.7 g, 16.4 mmol) and THF (30 mL) at 0° C. The resulting reaction mixture was then brought to rt for 30 min and the resulting precipitate was removed by filtration. The filtrate was concentrated and dried under vacuum. The resulting dark brown solid residue was dissolved in toluene (20 mL) and p-toluenesulfonic acid (15.6 g, 82 mmol) was added. The reaction was refluxed overnight, cooled at rt and EtOAc (500 mL) was added. The EtOAc solution was washed with brine (3×50 mL), dried (MgSO4), filtered and concentrated in vacuo. The residue was recrystallized in EtOAc to afford 5-(1,3-benzoxazol-2-yl)-2-methylphenol as a light yellow solid. MS (ESI) 226 (M+H)+.","3-hydroxy-4-methylbenzoic acid | SOCl2 | SOCl2 | acid chloride | THF | 2-aminophenol | triethylamine | THF | toluene | p-toluenesulfonic acid | EtOAc | EtOAc | brine | MgSO4 | EtOAc | 5-(1,3-benzoxazol-2-yl)-2-methylphenol"
US04105681,"180 g. of 1-butyryloxy-3,5-dimethyl-benzene are treated at room temperature with 340 g. of aluminium chloride. The mixture is strirred for 4 hours at 90°-95° C., then cooled at 70° C., poured onto ice and 3n aqueous hydrochloric acid and extracted with ether. The ether extract is washed with water to neutral reaction, dried over sodium sulfate and evaporated. There is obtained 2-butyryl-3,5-dimethyl-phenol, which melts at 48°-52° C. after recrystallization from petroleum ether.","1-butyryloxy-3,5-dimethyl-benzene | aluminium chloride | ice | 3n | hydrochloric acid | ether | ether | water | sodium sulfate | 2-butyryl-3,5-dimethyl-phenol"
US05843952,"To a solution of 0.27 g (1 mmol) of 4-[(2-methylbenzoyl)amino]benzoyl chloride in 2 ml of tetrahydrofuran is added 0.20 g (1 mmol) of 6,11-dihydro-5H-dibenz[b,e]azepine and 0.20 g of triethylamine. The mixture is stirred at room temperature for 3 hours and the solvent removed under vacuum. To the residue is added 1N HCl and the mixture extracted with ethyl acetate (20 ml) and the extract washed with saturated NaHCO3, brine and dried (Na2SO4). The solution is filtered through a thin pad of hydrous magnesium silicate and the filtrate evaporated. The residue is triturated with ether-hexane and filtered to give 0.47 g of a white solid: Mass Spectrum; EI 433(M+1); EI-high resolution 432.1842.","4-[(2-methylbenzoyl)amino]benzoyl chloride | tetrahydrofuran | 6,11-dihydro-5H-dibenz[b,e]azepine | triethylamine | HCl | ethyl acetate | NaHCO3 | brine | Na2SO4 | magnesium silicate | ether-hexane | white solid"
US05086062,"To a solution of 2-amino-4-fluorophenol (40.5 g, 0.32 mole) in 400 ml tetrahydrofuran, at 0° C., was added dropwise trichloromethyl chloroformate (44.8 ml, 0.32 mole). The reaction mixture was allowed to warm up to room temperature Stirring was continued for 2 hours. Then, the reaction mixture was poured onto ice and the organic substance was extracted with ethyl acetate (500 ml×3). The combined extracts were washed with saturated sodium bicarbonate solution, dried over magnesium sulfate and concentrated to yield 44.3 g of the title compound as brown solids.",2-amino-4-fluorophenol | tetrahydrofuran | trichloromethyl chloroformate | ice | ethyl acetate | sodium bicarbonate | magnesium sulfate | title compound
US07419984B2,"Following the method described in Example 26, 4-(5-bromo-2-methyl-phenyl)-6-chloro-pyrimidin-2-ylamine and 4-amino-benzonitrile provided the title compound (72% yield). 1H NMR (CD3OD) δ 2.40 (s, 3H, CH3), 6.38 (s, 1H, Ar), 7.39 (d, 1H, J=8.9 Hz, Ar), 7.68-7.69 (m, 2H, Ar), 7.78-7.80 (m, 2H, Ar), 8.07 (d, 2H, J=7.6 Hz, Ar).",4-(5-bromo-2-methyl-phenyl)-6-chloro-pyrimidin-2-ylamine | 4-amino-benzonitrile | title compound
US03962236,"A mixture of the intermediate of formula III, 3-methylindole-1-ethanol(26.5 g., 0.15 mole), described in Example 1, in toluene (600 ml.), ethyl acetoacetate (36 g., 0.20 mole) and p-toluenesulfonic acid (2.0 g.) is heated at reflux for 6 hr. using a water separator. The toluene solution is washed with water, 5% bicarbonate, solution, and again with water. The solution is then dried over sodium sulfate and the solvent evaporated under reduced pressure to give an oil. The oil was subjected to chromatography on silica gel. Elution with 10% ethyl acetate in benzene and concentration of the eluate affords the ester, 3,4-dihydro1,10-dimethyl-1H-1,4-oxazino[4,3-a]indole-1-acetic acid ethyl ester, as an oil, γmaxfilm 1725 cm-1.","formula III | 3-methylindole-1-ethanol | toluene | ethyl acetoacetate | p-toluenesulfonic acid | water | toluene | water | bicarbonate | sodium sulfate | ethyl acetate | benzene | ester | 3,4-dihydro1,10-dimethyl-1H-1,4-oxazino[4,3-a]indole-1-acetic acid ethyl ester"
US08071592B2,"8-Ethenyl-7-fluoro-2-(methoxy)-1,5-naphthyridine (for a synthesis see WO2004/058144 Example 53(h)) (1.0 g, 4.90 mmol) was stirred in EtOH (50 ml) with 10% palladium on carbon (0.2 g) and the resulting suspension was hydrogenated under 1 atmosphere of hydrogen pressure for 3 h. The mixture was filtered with suction through celite and the solids were washed with MeOH (500 ml). The combined filtrate plus washings were concentrated to give the title compound as a clear oil (1.045 g, 103%).","8-Ethenyl-7-fluoro-2-(methoxy)-1,5-naphthyridine | EtOH | palladium on carbon | hydrogen | MeOH | title compound"
US05164381,"To a solution of the alcohol 2 [(0.92 g, 2.68 millimoles (mM)] in acetone (25 ml) was added a 2N H2Cr2O7 (Jones Reagent) solution (3.02 ml, 6.04 mM) dropwise over a 10 minute time period. After stirring for 1 hour the reaction solution was decanted from the chromium precipitates on the sides of the reaction vessel. The reaction solution was concentrated in vacuo and taken up into ethyl acetate (EtOAc) (100 ml), washed with distilled H2O until the washes were clear, dried (MgSO4), filtered, and concentrated in vacuo. Crystallization from Et2O: hexane afforded 12 (0.88 g, 92%) as an off-white crystalline solid, mp=126°-128° C.",alcohol | acetone | H2Cr2O7 | chromium | H2O | MgSO4 | Et2O | hexane | 12
US20030004321A1,"This example describes the synthesis of hexa-O-acetyl-maltal, which is not commercially available. This procedure has the advantage of using the same solvent for the entire workup. Maltose monohydrate (1.00 g of a mixture of 90% maltose, 10% glucose and maltatriose) was suspended in a solution of acetic acid (10 mL) and acetic anhydride (2.83 g, 10.0 equiv) and 1.00 g of a 31% HBr/acetic acid solution was added. The reaction mixture stirred for 1 h, after which 9.00 g more of a 31% HBr/acetic acid solution was added and allowed to stir overnight. The reaction mixture was then poured into a suspension containing pulverized CUSO4.5H2O (0.182 g), zinc (7.290 g), water (10 mL), sodium acetate (5.470 g), and acetic acid (5 mL) and the resultant reaction mixture was stirred vigorously for 1.5 h. The solution was then filtered and the solid washed with ethyl acetate (100 mL) and water (100 mL). The organic layer of the filtrate was then washed with NaHCO3 (100 mL) and brine (50 mL), dried over anhydrous sodium sulfate, filtered and the solvent removed under reduced pressure to provide a colorless oil which was purified by silica gel chromatography (50% ethyl acetate in hexanes) to give hexa-O-acetyl-maltal (1.21 g, 86%) as a colorless solid and tri-O-acetyl-glucal (0.132 g, 88%) as a colorless oil. Regarding the maltose starting material, a more pure commercial sample would be preferred, obviating the need for the aforementioned chromatographic separation.",hexa-O-acetyl-maltal | Maltose monohydrate | mixture | maltose | glucose | acetic acid | acetic anhydride | HBr/acetic acid | acetic acid | HBr/acetic acid | CUSO4.5H2O | zinc | water | sodium acetate | ethyl acetate | water | NaHCO3 | brine | sodium sulfate | silica gel | ethyl acetate | hexanes | hexa-O-acetyl-maltal | tri-O-acetyl-glucal
US07915457B2,"The aluminium siloxide (Ia) or (Ib) was prepared analogously to Example 4 in 5 ml Marlotherm S® (isomer mixture of isomeric dibenzyltoluenes). 200 mmol citronellal were then added at room temperature to a solution containing 2 mmol of freshly prepared aluminium siloxide over a period of 15 min. When the metering in had ended, the reaction mixture was stirred at room temperature for a further 2 h and the reaction was then interrupted by addition of 50 ml 15% strength sodium hydroxide solution. After washing neutral and distilling off the solvent, the reaction product B2 was obtained as a colourless oil, yield: 14.8 g.",aluminium siloxide | Marlotherm S | dibenzyltoluenes | citronellal | aluminium siloxide | sodium hydroxide | product B2
US04767743,"Employing 5 g. of 2-methylheptanoic acid and 7.6 ml. of oxalyl chloride and using the procedure of Preparation A2, 3.3 g. of the desired product was obtained, b.p. 32°-34 ° C./0.6 torr.",2-methylheptanoic acid | oxalyl chloride | A2 | desired product
US20150283117A1,"To a solution of 3-(5-(aminomethyl)-2-chlorophenyl)-1-(4-(trifluoromethyl)phenyl)-1H-1,2,4-triazol-5(4H)-one (Intermediate-63, 0.060 g, 0.162 mmol) in dry THF (5 mL) was added DIPEA (3 mL) and stirred for 20 minutes. The reaction mixture was cooled to 0° C. and isoxazole-5-carbonyl chloride (0.032 g, 0.243 mmol) was added and stirred for 3 h at room temperature. The reaction mass was quenched in water, extracted with DCM: MeOH and concentrated to afford crude product which was purified by column chromatography eluting with MeOH: DCM to afford 0.030 g of pure product. 1H NMR (400 MHz, DMSO d6): δ 4.50-4.52 (d, J=8 Hz, 2H), 7.09-7.10 (d, J=2 Hz, 1H), 7.43-7.45 (d, J=8.4 Hz, 1H), 7.50-7.53 (d, J=10.4 Hz, 1H), 7.59-7.64 (d, J=18 Hz, 1H), 7.82-7.85 (d, J=8.8 Hz, 2H), 8.17-8.19 (d, J=8.4 Hz, 2H), 8.74-8.75 (d, J=2 Hz, 1H), 9.58-9.61 (t, 1H), 12.61-12.74 (br s, 1H); MS (m/z): 464.11 (M+H+).","3-(5-(aminomethyl)-2-chlorophenyl)-1-(4-(trifluoromethyl)phenyl)-1H-1,2,4-triazol-5(4H)-one | THF | DIPEA | isoxazole-5-carbonyl chloride | water | DCM | MeOH | crude product | MeOH | DCM | pure product"
US08148391B2,"Title compound was prepared from [2-(2,5-Dichloro-pyrimidin-4-ylamino)-phenoxy]-acetonitrile and Acetyl-8-amino-2,3,5,6-tetrahydro-1H-benzo[b][1,5]diazocin-4-one in an analogous manner to Example 1221d. (120° C., 40 min). Title compound isolated (70 mg, 47%) as an off-white solid. MP 233-234, LCMS 492.27 (M+H), HPLC purity 98%, 1H-NMR (CDCl3, 400 MHz) δ 8.27 (d, 7.9 Hz, 1H), 8.15 (s, 1H), 7.78 (s, 1H), 7.54 (s, 1H), 7.40 (s, 1H), 7.38 (d, J=8.5 Hz, 1H), 7.30-7.21 (m, 2H), 7.18-7.09 (m, 3H), 6.08 (bt, J=5.1 Hz, 1H), 4.93 (s, 2H), 4.88-4.82 (m, 1H), 4.39-4.33 (m, 1H), 3.83-3.78 (m, 1H), 3.82-3.75 (m, 1H), 3.08-3.02 (m, 1H), 2.81-2.74 (m, 1H), 2.64-2.59 (m, 1H), 1.83 (s, 3H).","Title compound | [2-(2,5-Dichloro-pyrimidin-4-ylamino)-phenoxy]-acetonitrile | Acetyl-8-amino-2,3,5,6-tetrahydro-1H-benzo[b][1,5]diazocin-4-one | Title compound"
US04590205,"A solution of 2,3-bis(4-fluorophenyl)thiophene (13.6 g, 50 mmole) in 120 ml methylene chloride and 150 ml acetic acid was cooled to ~5° and treated with bromine (2.8 ml, 55 mmole). After 4 hours, the reaction mixture was concentrated in vacuo. The residue was dissolved in ethyl acetate and washed with saturated aqueous sodium bicarbonate and brine, dried and concentrated in vacuo. Recrystallization from ethanol gave the title compound (14.7 g), m.p. 91°-93°.","2,3-bis(4-fluorophenyl)thiophene | methylene chloride | acetic acid | bromine | ethyl acetate | sodium bicarbonate | brine | ethanol | title compound"
US07462619B2,"Reactants: 2-ethynylpyridine (6.0 mmol, 618 mg), 2-butanone (6.0 mmol, 0.54 mL); yields 2-[(3E)-3-methyl-3-penten-1-yny]pyridine, 2-(3-ethyl-3-buten-1-ynyl)pyridine and 2-[(3Z)-3-methyl-3-penten-1-ynyl]-pyridine as a transparent oil (135 mg, 14% overall yield) as a mixture of E, Z and exo-methylene isomers. 1H NMR (CDCl3, 300 MHz) Δ8.59 (m, 1H), 7.65 (m, 1H)7.44 (m, 1H), 7.20 (m, 1H), 5.88 (m, 0.75H), 5.53 (s, 0.33H) 5.40 (s, 0.33H), 2.29 (q, J=7 Hz, 0.65H), 1.93 (m, 4.5H), 1.17 (t, J=7 Hz, 1H). MS (EI ionization) 157 (M+) two peaks resolved.",2-ethynylpyridine | 2-butanone | 2-[(3E)-3-methyl-3-penten-1-yny]pyridine | 2-(3-ethyl-3-buten-1-ynyl)pyridine | 2-[(3Z)-3-methyl-3-penten-1-ynyl]-pyridine
