file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC10145568," 3-((2-(4-bromophenyl)-2-oxoethyl)amino)benzenesulfonamide (3). White solid, yield 3.12 g (85%); m.p. 236–237 °C; IR (KBr) (v, cm−1): 3382, 3262, 1692; 1H NMR (400 MHz, DMSO-d6) δ (ppm): 4.72 (s, 2H, CH2), 6.40 (br. s, 1H, NH), 6.84 (dd, 1H, J = 8.1, 2.3, Har), 7.01 (d, 1H, J = 7.6, Har), 7.11 (br. s, 1H, Har), 7.18 (br. s, 2H, NH2), 7.23 (t, 1H, J = 7.9 Hz, Har), 7.79 (d, 2H, J = 8.1 Hz, Har), 8.00 (d, 2H, J = 8.1 Hz, Har); 13C NMR (101 MHz, DMSO-d6) (δ, ppm): 49.96, 109.00, 112.96, 115.28, 127.68, 129.23, 129.93, 131.87, 134.04, 144.75, 148.49, 195.66; Anal. Calcd. for C14H13BrN2O3S: C 45.54; H 3.55; N 7.59 %. Found: C 45.57; H 3.55; N 7.54 %. ",3-((2-(4-bromophenyl)-2-oxoethyl)amino)benzenesulfonamide,O=S(C1=CC=CC(NCC(C2=CC=C(Br)C=C2)=O)=C1)(N)=O,"1H NMR (400 MHz, DMSO-d6) δ (ppm): 4.72 (s, 2H, CH2), 6.40 (br. s, 1H, NH), 6.84 (dd, 1H, J = 8.1, 2.3, Har), 7.01 (d, 1H, J = 7.6, Har), 7.11 (br. s, 1H, Har), 7.18 (br. s, 2H, NH2), 7.23 (t, 1H, J = 7.9 Hz, Har), 7.79 (d, 2H, J = 8.1 Hz, Har), 8.00 (d, 2H, J = 8.1 Hz, Har)","13C NMR (101 MHz, DMSO-d6) (δ, ppm): 49.96, 109.00, 112.96, 115.28, 127.68, 129.23, 129.93, 131.87, 134.04, 144.75, 148.49, 195.66","400 MHz, DMSO-d6","4.72, 6.40, 6.84, 7.01, 7.11, 7.18, 7.23, 7.79, 8.00","101 MHz, DMSO-d6","49.96, 109.00, 112.96, 115.28, 127.68, 129.23, 129.93, 131.87, 134.04, 144.75, 148.49, 195.66"
PMC10145707," 8-fluoro-2,3-dimethylquinolin-4-yl 2-fluorobenzoate (2c). White solid, yield 67.2%, mp 144~146 °C; 1H NMR (500 MHz, CDCl3) δ: 8.24–8.17 (m, 1H, Ph), 7.75–7.67 (m, 1H, Ph), 7.58 (d, J = 8.1 Hz, 1H, Ph), 7.44–7.28 (m, 4H, Ph), 2.81 (s, 3H, CH3), 2.35 (s, 3H, CH3); 13C NMR (151 MHz, CDCl3) δ: 162.54 (d, J = 262.0 Hz), 161.43 (d, J = 4.0 Hz), 160.87, 157.70 (d, J = 255.9 Hz), 151.46 (d, J = 4.6 Hz), 137.50 (d, J = 12.2 Hz), 136.04 (d, J = 9.1 Hz), 132.80, 126.11 (d, J = 8.2 Hz), 124.55 (d, J = 3.9 Hz), 123.39 (d, J = 2.4 Hz), 123.18, 117.53 (d, J = 22.1 Hz), 116.89 (d, J = 9.7 Hz), 116.75 (d, J = 4.7 Hz), 113.32 (d, J = 19.2 Hz), 24.32, 12.96; HRMS (ESI) for C18H13F2NO2 m/z: Calculated, 314.0987, found, 314.0993 [M + H]+. ","8-fluoro-2,3-dimethylquinolin-4-yl 2-fluorobenzoate",O=C(OC1=C(C)C(C)=NC2=C(F)C=CC=C12)C3=CC=CC=C3F,"1H NMR (500 MHz, CDCl3) δ: 8.24–8.17 (m, 1H, Ph), 7.75–7.67 (m, 1H, Ph), 7.58 (d, J = 8.1 Hz, 1H, Ph), 7.44–7.28 (m, 4H, Ph), 2.81 (s, 3H, CH3), 2.35 (s, 3H, CH3)","13C NMR (151 MHz, CDCl3) δ: 162.54 (d, J = 262.0 Hz), 161.43 (d, J = 4.0 Hz), 160.87, 157.70 (d, J = 255.9 Hz), 151.46 (d, J = 4.6 Hz), 137.50 (d, J = 12.2 Hz), 136.04 (d, J = 9.1 Hz), 132.80, 126.11 (d, J = 8.2 Hz), 124.55 (d, J = 3.9 Hz), 123.39 (d, J = 2.4 Hz), 123.18, 117.53 (d, J = 22.1 Hz), 116.89 (d, J = 9.7 Hz), 116.75 (d, J = 4.7 Hz), 113.32 (d, J = 19.2 Hz), 24.32, 12.96","500 MHz, CDCl3","8.24–8.17, 7.75–7.67, 7.58, 7.44–7.28, 2.81, 2.35","151 MHz, CDCl3","162.54, 161.43, 160.87, 157.70, 151.46, 137.50, 136.04, 132.80, 126.11, 124.55, 123.39, 123.18, 117.53, 116.89, 116.75, 113.32, 24.32, 12.96"
PMC10146949,"2-(4-Phenylpiperazin-1-yl)-1-phenylpropan-1-one (5b) Brown solid, yield: 228.4 mg, 81%. Mp: 105–106 °C. Rf: 0.41 (CH2Cl2). FT-IR (cm−1): 1679. 1H-NMR (400 MHz, CDCl3): δ 8.17–8.09 (m, 2H, arom.), 7.61–7.51 (m, 1H, arom.), 7.50–7.41 (m, 2H, arom.), 7.30–7.21 (m, 2H, arom.), 6.96–6.80 (m, 3H, arom.), 4.16 (q, J = 6.8 Hz, 1H, CH), 3.25–3.10 (m, 4H, CH2 pip.), 2.86–2.68 (m, 4H, CH2 pip.), 1.34 (d, J = 6.8 Hz, 3H, CH3). 13C-NMR (101 MHz, CDCl3): δ 200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64. MS-ESI: [M+H]+ = 295, [M+Na]+ = 317; elemental analysis calcd (%) for C19H22N2O: C 77.52, H 7.53, N 9.52; found: C 77.75, H 7.50, N 9.55. ",2-(4-Phenylpiperazin-1-yl)-1-phenylpropan-1-one,CC(N1CCN(C2=CC=CC=C2)CC1)C(C3=CC=CC=C3)=O,"1H-NMR (400 MHz, CDCl3): δ 8.17–8.09 (m, 2H, arom.), 7.61–7.51 (m, 1H, arom.), 7.50–7.41 (m, 2H, arom.), 7.30–7.21 (m, 2H, arom.), 6.96–6.80 (m, 3H, arom.), 4.16 (q, J = 6.8 Hz, 1H, CH), 3.25–3.10 (m, 4H, CH2 pip.), 2.86–2.68 (m, 4H, CH2 pip.), 1.34 (d, J = 6.8 Hz, 3H, CH3)","13C-NMR (101 MHz, CDCl3): δ 200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64","400 MHz, CDCl3","8.17–8.09, 7.61–7.51, 7.50–7.41, 7.30–7.21, 6.96–6.80, 4.16, 3.25–3.10, 2.86–2.68, 1.34","101 MHz, CDCl3","200.34, 151.31, 136.26, 133.01, 129.06, 128.88, 128.40, 119.72, 116.10, 64.55, 49.63, 49.47, 11.64"
PMC10146957," 6-methoxy-3-nitrodibenzo[b,f]oxepine (2b), Yield 99% (1.331 g). mp. 184 °C. 1H NMR (500 MHz, CDCl3, 298 K): δ (ppm): 8.16 (d, J = 2.3 Hz, 1H), 7.98 (dd, J = 8.5 Hz, J = 2.3 Hz, 1H), 7.30 (d, J = 8.5 Hz, 1H), 7.10 (dd, J = 8.1 Hz, J = 7.7 Hz, 1H), 6.99 (dd, J = 8.2 Hz, J = 1.5 Hz, 1H), 6.90 (d, J = 11.4 Hz, 1H), 6.80 (1H, dd, H9), 6.77 (d, J = 11.4 Hz, 1H), 3.96 (s, 3H). 13C NMR (125 MHz, CDCl3, 298 K): δ (ppm): 156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2. ","6-methoxy-3-nitrodibenzo[b,f]oxepine",O=[N+](C1=CC=C2C(OC3=C(OC)C=CC=C3C=C2)=C1)[O-],"1H NMR (500 MHz, CDCl3, 298 K): δ (ppm): 8.16 (d, J = 2.3 Hz, 1H), 7.98 (dd, J = 8.5 Hz, J = 2.3 Hz, 1H), 7.30 (d, J = 8.5 Hz, 1H), 7.10 (dd, J = 8.1 Hz, J = 7.7 Hz, 1H), 6.99 (dd, J = 8.2 Hz, J = 1.5 Hz, 1H), 6.90 (d, J = 11.4 Hz, 1H), 6.80 (1H, dd, H9), 6.77 (d, J = 11.4 Hz, 1H), 3.96 (s, 3H)","13C NMR (125 MHz, CDCl3, 298 K): δ (ppm): 156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2","500 MHz, CDCl3, 298 K","8.16, 7.98, 7.30, 7.10, 6.99, 6.90, 6.80, 6.77, 3.96","125 MHz, CDCl3, 298 K","156.9, 151.8, 148.4, 144.7, 137.5, 133.5, 131.0, 129.1, 128.2, 125.5, 120.8, 112.0, 117.6, 113.3, 56.2"
PMC10147042,"2-(6-Bromo-1H-indol-1-yl)acetic acid (6), The solution of NaOH (1.64 g, 41.03 mmol) in water (55 mL) was added to the solution of methyl 2-(6-bromo-1H-indol-1-yl) acetate 5 (5.50 g, 20.52 mmol) in MeOH (55 mL). The mixture was refluxed for 5 h and cooled to room temperature. After that MeOH was evaporated. The aqueous solution was washed with petroleum ether and treated with 10% HCl (aq.) to reach pH = 1. The solution was extracted with AcOEt (3 × 25 mL). The combined organic phases were washed with water and brine, dried over MgSO4, and concentrated in vacuo to make the target compound 6 a colorless solid (5.06 mg, 97%).  1H NMR (300 MHz, DMSO-d6), δ: 12.95 (br.s, 1H, OH)7.76–7.63 (m, 1H, Ar), 7.51 (d, J = 8.4 Hz, 1H, Ar), 7.36 (d, J = 3.2 Hz, 1H, Ar), 7.16 (dd, J = 8.4, 1.8 Hz, 1H, Ar), 6.48 (dd, J = 3.2, 0.9 Hz, 1H, Ar), 5.05 (s, 2H, CH2). 13C NMR (75 MHz, DMSO-d6), δ: 170.75 (COO), 137.81, 131.21, 127.55, 122.47, 114.57, 113.27, 101.79 (Ar), 47.58 (CH2). ",2-(6-Bromo-1H-indol-1-yl)acetic acid,O=C(O)CN1C=CC2=C1C=C(Br)C=C2,"1H NMR (300 MHz, DMSO-d6), δ: 12.95 (br.s, 1H, OH)7.76–7.63 (m, 1H, Ar), 7.51 (d, J = 8.4 Hz, 1H, Ar), 7.36 (d, J = 3.2 Hz, 1H, Ar), 7.16 (dd, J = 8.4, 1.8 Hz, 1H, Ar), 6.48 (dd, J = 3.2, 0.9 Hz, 1H, Ar), 5.05 (s, 2H, CH2)","13C NMR (75 MHz, DMSO-d6), δ: 170.75 (COO), 137.81, 131.21, 127.55, 122.47, 114.57, 113.27, 101.79 (Ar), 47.58 (CH2)","300 MHz, DMSO-d6","12.95, 7.76-7.63, 7.51, 7.36, 7.16, 6.48, 5.05","75 MHz, DMSO-d6","170.75, 137.81, 131.21, 127.55, 122.47, 114.57, 113.27, 101.79, 47.58"
PMC10149480," Bis(1,10-phenanthroline)-(N-benzyldi(2-pyridyl)amine)ruthenium(II) bis(hexafluorophosphate) (2). 0.2 g (0.38 mmol) of [Ru(phen)2Cl2] was dissolved in 20 mL of ethanol in a two-necked bottomed flask of 50 mL under an inert atmosphere of N2. 0.1 g (0.38 mmol, 1 eq.) of ligand Bndpa was added and the reaction mixture was refluxed for 48 h. The black precipitate was eliminated by filtration and 15 drops of a saturated aqueous solution of NH4PF6 were added to the filtrate under stirring. The resulting orange precipitate was isolated by filtration and washed with EtOH (2 × 10 mL) and Et2O (2 × 10 mL). [Ru(phen)2(Bndpa)](PF6)2 (2) was obtained as an orange solid with a yield of 26% (0.1 g, 0.10 mmol). Compound 2 was stored at room temperature, protected from light. Single crystals of 2, suitable for X-ray diffraction analysis, were obtained by slow diffusion of diethyl ether into a saturated solution of the ruthenium complex in acetonitrile. C41H31F12N7P2Ru, Mw = 1012.75 g mol−1. 1H NMR (400 MHz, CD3CN): δ 8.92 (dd, J = 5.3, 1.3 Hz, 2H), 8.79 (dd, J = 8.2, 1.3 Hz, 2H), 8.47 (dd, J = 8.3, 1.3 Hz, 2H), 8.34 (d, J = 8.9 Hz, 2H), 8.22 (d, J = 8.9 Hz, 2H), 8.03 (dd, J = 8.2, 5.3 Hz, 2H), 7.74 (dd, J = 5.3, 1.3 Hz, 2H), 7.71–7.63 (m, 2H), 7.56–7.43 (m, 4H), 7.34–7.20 (m, 3H), 7.16 (tt, J = 6.8, 1.6 Hz, 2H), 6.85–6.68 (m, 4H), 5.52 (d, J = 17.3 Hz, 1H), 5.11 (dd, J = 17.3, 1.2 Hz, 1H) ppm (Fig. S11). 13C NMR (101 MHz, CD3CN): δ 158.7, 154.8, 153.7, 152.3, 149.3, 148.9, 139.8, 138.0, 137.2, 135.9, 132.3, 132.0, 129.6, 129.1, 129.0, 128.3, 127.4, 126.8, 126.6, 121.6, 117.9, 57.8 ppm (Fig. S12). The NMR peaks were unambiguously assigned by using the 1H-13C HSQC NMR spectrum of 2 (Fig. S13). LRMS (ES +) m/z [M]2+ calcd. for C41H31N7Ru, 361.41; found, 361.58; m/z [M-Bn]2+ calcd. for C34H24N7Ru, 316.08; found, 315.94; m/z [M-Bn]+ calcd. for C34H24N7Ru, 631.69; found, 632.23 (Fig. S14). Anal. Calcd for C38H35F12N7OP2Ru [2 + 2 H2O]: C, 46.95%; H, 3.36%; N, 9.35. Found: C, 46.74%; H, 3.37%; N, 9.00%. ESI-TOF (+) m/z [Ru(phen)2(Bndpa)]2+, 361.5889; found: 361.5842. Bn stands for benzyl; Bndpa appears to be debenzylated upon ionization in the mass spectrometer and is therefore converted to dpa (see “Behaviour of 1 and 2 upon irradiation in solution” section).  X-ray crystallography. ","Bis(1,10-phenanthroline)-(N-benzyldi(2-pyridyl)amine)ruthenium(II) bis(hexafluorophosphate)",F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.N(C1=NC=CC=C1)(CC2=CC=CC=C2)C3=NC=CC=C3.C45=CC=C6C=CC=NC6=C4N=CC=C5.C78=CC=C9C=CC=NC9=C7N=CC=C8.[Ru+2],"1H NMR (400 MHz, CD3CN): δ 8.92 (dd, J = 5.3, 1.3 Hz, 2H), 8.79 (dd, J = 8.2, 1.3 Hz, 2H), 8.47 (dd, J = 8.3, 1.3 Hz, 2H), 8.34 (d, J = 8.9 Hz, 2H), 8.22 (d, J = 8.9 Hz, 2H), 8.03 (dd, J = 8.2, 5.3 Hz, 2H), 7.74 (dd, J = 5.3, 1.3 Hz, 2H), 7.71–7.63 (m, 2H), 7.56–7.43 (m, 4H), 7.34–7.20 (m, 3H), 7.16 (tt, J = 6.8, 1.6 Hz, 2H), 6.85–6.68 (m, 4H), 5.52 (d, J = 17.3 Hz, 1H), 5.11 (dd, J = 17.3, 1.2 Hz, 1H) ppm","13C NMR (101 MHz, CD3CN): δ 158.7, 154.8, 153.7, 152.3, 149.3, 148.9, 139.8, 138.0, 137.2, 135.9, 132.3, 132.0, 129.6, 129.1, 129.0, 128.3, 127.4, 126.8, 126.6, 121.6, 117.9, 57.8 ppm","400 MHz, CD3CN","8.92, 8.79, 8.47, 8.34, 8.22, 8.03, 7.74, 7.71–7.63, 7.56–7.43, 7.34–7.20, 7.16, 6.85–6.68, 5.52, 5.11","101 MHz, CD3CN","158.7, 154.8, 153.7, 152.3, 149.3, 148.9, 139.8, 138.0, 137.2, 135.9, 132.3, 132.0, 129.6, 129.1, 129.0, 128.3, 127.4, 126.8, 126.6, 121.6, 117.9, 57.8"
PMC10155833," A 5-mL microwave vial was charged with 4-bromo-2-pyridinecarboxylic acid (0.10 g, 0.498 mmol), 4-propylaniline (70.8 μL, 0.498 mmol), lithium amide (57.1 mg, 2.49 mmol), and 1,4-dioxane (5 mL). The vial was heated in the microwave for 5 min at 200°C and thereafter, cooled to room temperature. The reaction mixture was quenched by adding a solution of saturated aqueous ammonium chloride (30 mL) and extracted with chloroform (4 × 20 mL). The combined organic layers were washed with brine, dried over anhydrous sodium sulfate, and concentrated in vacuo. The residue was purified by silica gel column chromatography (chloroform/10% acetic acid in methanol [100/0 → 90/10]) to give 4-((4-propylphenyl)amino)picolinic acid (A2ARPAM-2, 76.3 g, 60%, Figure 1A) as a brown solid: IR (KBr) 3034, 2956, 1666, 1546, 1391, 1295, 791 cm−1; 1H NMR (400 MHz, CD3OD) δ 0.97 (t, 3H, J = 7.3 Hz), 1.68 (tq, 2H, J = 7.3, 7.3 Hz), 2.66 (t, 2H, J = 7.3 Hz), 7.26 (dd, 1H, J = 2.3, 7.3 Hz), 7.32 (d, 2H, J = 8.2 Hz), 7.37 (d, 2H, J = 8.2 Hz), 7.48 (d, 1H, J = 2.3 Hz), 8.32 (d, 1H, J = 7.3 Hz); 13C NMR (100 MHz, CD3OD) 14.1, 25.7, 38.5, 124.5, 127.6, 128.8, 129.7, 130.9, 131.5, 137.3, 141.5, 147.5, 166.6; Anal. Calcd for C15H16N2O2: C, 69.80; H, 6.33; N, 10.85; O, 13.02. found: C, 69.72; H, 6.40; N, 10.91; O, 12.97. ",4-((4-propylphenyl)amino)picolinic acid,O=C(O)C1=NC=CC(NC2=CC=C(CCC)C=C2)=C1,"1H NMR (400 MHz, CD3OD) δ 0.97 (t, 3H, J = 7.3 Hz), 1.68 (tq, 2H, J = 7.3, 7.3 Hz), 2.66 (t, 2H, J = 7.3 Hz), 7.26 (dd, 1H, J = 2.3, 7.3 Hz), 7.32 (d, 2H, J = 8.2 Hz), 7.37 (d, 2H, J = 8.2 Hz), 7.48 (d, 1H, J = 2.3 Hz), 8.32 (d, 1H, J = 7.3 Hz)","13C NMR (100 MHz, CD3OD) 14.1, 25.7, 38.5, 124.5, 127.6, 128.8, 129.7, 130.9, 131.5, 137.3, 141.5, 147.5, 166.6","400 MHz, CD3OD","0.97, 1.68, 2.66, 7.26, 7.32, 7.37, 7.48, 8.32","100 MHz, CD3OD","14.1, 25.7, 38.5, 124.5, 127.6, 128.8, 129.7, 130.9, 131.5, 137.3, 141.5, 147.5, 166.6"
PMC10170478,"2.2.2.2 2,6-Bis(4-(bis(4-methoxyphenyl)amino)phenyl)-4,8-bis((2-ethylhexyl)oxy)benzo[1,2-b:4,5-b′]dithiophene 1,1,5,5-Tetraoxide (BDT-O2) Compound BDT-O2 was synthesized from 1 (30 mg, 0.06 mmol) and 2b (50 mg, 0.13 mmol) in accordance with the general procedure. The crude product was purified by flash column chromatography (SiO2, petroleum ether/CH2Cl2 2:1 to 1:1) to yield pure product BDT-O2 (84 mg, 0.075 mmol, 58%) as a deep purple solid. 1H NMR (CDCl3, 400 MHz): δ 7.58 (d, J = 8.9 Hz, 4 H), 7.16 (s, 2 H), 7.10 (d, J = 8.5 Hz, 8 H), 6.91 (d, J = 8.5 Hz, 4 H), 6.86 (d, J = 8.9 Hz, 8 H), 4.36 (d, J = 5.5 Hz, 4 H), 3.82 (s, 12 H), 1.79–1.89 (m, 2 H), 1.53–1.65 (m, 8 H), 1.31–1.40 (m, 8 H), 0.98 (t, J = 7.4 Hz, 6 H), 0.90 (t, J = 7.4 Hz, 6 H) ppm. 13C NMR (CDCl3, 100 MHz): δ 156.8, 143.3, 139.4, 133.5, 130.5, 129.0, 128.4, 127.5, 126.6, 125.4, 118.8, 117.5, 114.9, 78.9, 55.5, 40.4, 30.2, 29.7, 29.0, 23.7, 23.0, 14.1, 11.2 ppm. ESI-MS: m/z calcd for C66H72N2O10S2 [M+•], 1116.5; found, 1116.1. ","2,6-Bis(4-(bis(4-methoxyphenyl)amino)phenyl)-4,8-bis((2-ethylhexyl)oxy)benzo[1,2-b:4,5-b′]dithiophene 1,1,5,5-Tetraoxide",,"1H NMR (CDCl3, 400 MHz): δ 7.58 (d, J = 8.9 Hz, 4 H), 7.16 (s, 2 H), 7.10 (d, J = 8.5 Hz, 8 H), 6.91 (d, J = 8.5 Hz, 4 H), 6.86 (d, J = 8.9 Hz, 8 H), 4.36 (d, J = 5.5 Hz, 4 H), 3.82 (s, 12 H), 1.79–1.89 (m, 2 H), 1.53–1.65 (m, 8 H), 1.31–1.40 (m, 8 H), 0.98 (t, J = 7.4 Hz, 6 H), 0.90 (t, J = 7.4 Hz, 6 H) ppm","13C NMR (CDCl3, 100 MHz): δ 156.8, 143.3, 139.4, 133.5, 130.5, 129.0, 128.4, 127.5, 126.6, 125.4, 118.8, 117.5, 114.9, 78.9, 55.5, 40.4, 30.2, 29.7, 29.0, 23.7, 23.0, 14.1, 11.2 ppm","CDCl3, 400 MHz","7.58, 7.16, 7.10, 6.91, 6.86, 4.36, 3.82, 1.79–1.89, 1.53–1.65, 1.31–1.40, 0.98, 0.90","CDCl3, 100 MHz","156.8, 143.3, 139.4, 133.5, 130.5, 129.0, 128.4, 127.5, 126.6, 125.4, 118.8, 117.5, 114.9, 78.9, 55.5, 40.4, 30.2, 29.7, 29.0, 23.7, 23.0, 14.1, 11.2"
PMC10177926,"(4-(3-Chloro-4-fluorobenzyl)piperazin-1-yl)(2,4-dichlorophenyl)methanone (1d) Yield: 58%. White powder. M.p. 121–124 °C. 1H-NMR (500 MHz, DMSO-d6): (δ) 2.33 (t, J = 3.36 Hz, 2H, CH2), 2.43 (m, 2H, CH2), 3.13 (m, 2H, CH2), 3.49 (s, 2H, CH2), 3.63 (m, 2H, CH2), 7.31 (m, 1H, ArH, H-5′), 7.35 (d, J = 9.2 Hz, 1H, ArH, H-6′), 7.39 (m, 1H, ArH, H-2′), 7.49 (d, J = 2.02 Hz, 1H, ArH, H-5”), 7.51 (d, J = 2.02 Hz, 1H, ArH, H-6”), 7.72 (d, J = 1.9 Hz, 2H, ArH, H-3”). 13C-NMR (126 MHz, DMSO-d6): (δ) 41.1 (C-5), 46.2 (C-3), 51.8 (C-2), 52.5 (C-6), 60.1 (CH2), 116.6 (d, JC-F = 20.77 Hz, C-5′), 119.1 (d, JC-F = 17.66 Hz, C-3′), 127.9 (C-5”), 129.1 (C-6′), 129.3 (C-6”), 129.4 (C-3″), 130.3 (C-2′), 130.6 (C-2″), 134.2 (C-4″), 134.7 (C-1″), 135.9 (d, JC-F = 3.86 Hz, C-1′), 156.3 (d, JC-F = 245.5 Hz, C-4′), 164.6 (C=O). Anal. Calculated for C18H16Cl3FN2O: C 53.82, H 4.01, N 6.97. Found: C 53.88, H 3.99, N 7.03. ","4-(3-Chloro-4-fluorobenzyl)piperazin-1-yl)(2,4-dichlorophenyl)methanone",,"1H-NMR (500 MHz, DMSO-d6): (δ) 2.33 (t, J = 3.36 Hz, 2H, CH2), 2.43 (m, 2H, CH2), 3.13 (m, 2H, CH2), 3.49 (s, 2H, CH2), 3.63 (m, 2H, CH2), 7.31 (m, 1H, ArH, H-5′), 7.35 (d, J = 9.2 Hz, 1H, ArH, H-6′), 7.39 (m, 1H, ArH, H-2′), 7.49 (d, J = 2.02 Hz, 1H, ArH, H-5”), 7.51 (d, J = 2.02 Hz, 1H, ArH, H-6”), 7.72 (d, J = 1.9 Hz, 2H, ArH, H-3”)","13C-NMR (126 MHz, DMSO-d6): (δ) 41.1 (C-5), 46.2 (C-3), 51.8 (C-2), 52.5 (C-6), 60.1 (CH2), 116.6 (d, JC-F = 20.77 Hz, C-5′), 119.1 (d, JC-F = 17.66 Hz, C-3′), 127.9 (C-5”), 129.1 (C-6′), 129.3 (C-6”), 129.4 (C-3″), 130.3 (C-2′), 130.6 (C-2″), 134.2 (C-4″), 134.7 (C-1″), 135.9 (d, JC-F = 3.86 Hz, C-1′), 156.3 (d, JC-F = 245.5 Hz, C-4′), 164.6 (C=O)","500 MHz, DMSO-d6","2.33, 2.43, 3.13, 3.49, 3.63, 7.31, 7.35, 7.39, 7.49, 7.51, 7.72","126 MHz, DMSO-d6","41.1, 46.2, 51.8, 52.5, 60.1, 116.6, 119.1, 127.9, 129.1, 129.3, 129.4, 130.3, 130.6, 134.2, 134.7, 135.9, 156.3, 164.6"
PMC10177946," 1,3-bis(3-(dodecylthiopropoxy)-2-ol-propyl)-1,1,3,3-tetramethyldisiloxane (E1T1): The synthesis was performed according to general procedure using 1-dodecanethiol (T1, 506.0 mg) as a thiol compound. E1T1 was afforded as a colorless viscous oil (736.0 mg, yield: 96.0%). FT-IR (KBr pellet cm−1): ν = 3460, 2928, 2858, 1464, 1255, 1119, 1065, 843, 795. 1H NMR (400 MHz, CDCl3): [δ, ppm] = 0.00 (s, 12H, −SiCH3), 0.39–0.48 (t, 4H, −SiCH2), 0.83 (m, 6H, −CH2CH3), 1.20–1.32 (m, 36H, −(CH2)9CH3), 1.53 (m, 8H, −SiCH2CH2, −SCH2CH2), 2.44–2.71 (m, 10H, −CH(OH)CH2SCH2), 3.31–3.51 (m, 8H, −CH2OCH2), 3.81 (m, 2H, −CH(OH)). 13C NMR (101 MHz, CDCl3): [δ, ppm] = 0.00, 13.83, 13.91, 22.38, 23.09, 28.49–29.47, 31.61, 32.30, 35.50, 68.85, 73.08, 73.95. 29Si NMR (79 MHz, CDCl3): [δ, ppm] = 7.70. HR-MS (FAB) calcd for C40H86O5S2Si2 (MH+): 767.5533; Found: 767.5535. Anal. Calcd for C40H86O5S2Si2 (%): C, 62.61; H, 11.30; S, 8.36. Found: C, 61.69; H, 10.18; S, 9.52. ","1,3-bis(3-(dodecylthiopropoxy)-2-ol-propyl)-1,1,3,3-tetramethyldisiloxane",C[Si](C)(CCCOCC(O)CSCCCCCCCCCCCC)O[Si](C)(CCCOCC(O)CSCCCCCCCCCCCC)C,"1H NMR (400 MHz, CDCl3): [δ, ppm] = 0.00 (s, 12H, −SiCH3), 0.39–0.48 (t, 4H, −SiCH2), 0.83 (m, 6H, −CH2CH3), 1.20–1.32 (m, 36H, −(CH2)9CH3), 1.53 (m, 8H, −SiCH2CH2, −SCH2CH2), 2.44–2.71 (m, 10H, −CH(OH)CH2SCH2), 3.31–3.51 (m, 8H, −CH2OCH2), 3.81 (m, 2H, −CH(OH))","13C NMR (101 MHz, CDCl3): [δ, ppm] = 0.00, 13.83, 13.91, 22.38, 23.09, 28.49–29.47, 31.61, 32.30, 35.50, 68.85, 73.08, 73.95","400 MHz, CDCl3","0.00, 0.39–0.48, 0.83, 1.20–1.32, 1.53, 2.44–2.71, 3.31–3.51, 3.81","101 MHz, CDCl3","0.00, 13.83, 13.91, 22.38, 23.09, 28.49–29.47, 31.61, 32.30, 35.50, 68.85, 73.08, 73.95"
