paragraph,task_name,output
"Paragraph_2_linker_amount:Synthesis of TIF-3. Zn(Ac)2·2H2O (116.2 mg, 0.5294 mmol),5-methylbenzimidazole (71.2 mg, 0.5387 mmol), imidazole (41.7mg, 0.6125 mmol), ()-2-amino-1-butanol (4.0 mL) and benzene(0.4 mL) are mixed in a Teflon-lined autoclave and stirred for 0.5 h.The autoclave was then sealed and heated up at 150 °C for 6 days,followed by cooling to room temperature. Small colorless crystalswere obtained as a minor phase, accompanied with a large amountof unidentified polycrystalline powder.",Paragraph_2_linker_amount,"71.2 mg, 0.5387 mmol | 41.7 mg, 0.6125 mmol"
"Paragraph_2_linker_amount:Synthesis of TIF-4. Zn(Ac)2·2H2O (114.5 mg, 0.5216 mmol),5-methylbenzimidazole (26.9 mg, 0.2035 mmol), imidazole (57.6mg, 0.8461 mmol), 3-amino-1-propanol (4.0 mL) and benzene(2.0mL) are mixed in a Teflon-lined autoclave and stirred for 0.5 h.The autoclave was then sealed and heated up at 150 °C for 5 days,followed by cooling to room temperature. A large amount ofcolorless octahedral crystalline materials was obtained with a yieldof 42.3% (based on zinc salt). The crystals were washed usingethanol three times and dried in air for other measurements.",Paragraph_2_linker_amount,"26.9 mg, 0.2035 mmol | 57.6 mg, 0.8461 mmol"
"Paragraph_2_linker_amount:Synthesis of TIF-5Zn. Zn(Ac)2·2H2O (122.7 mg, 0.5590 mmol),5,6-dimethylbenzimidazole (77.2 mg, 0.5281 mmol), imidazole(60.7 mg, 0.8916), ()-2-amino-1-butanol (3.0 mL), and p-xylene(1.0 mL) are mixed in a Teflon-lined autoclave and stirred for 0.5 h.The autoclave was then sealed and heated up at 150 °C for 5 days,followed by cooling to room temperature. A large amount ofcolorless crystalline materials was obtained with a yield of 35.5%(based on zinc salt). The crystals were washed using ethanol threetimes and dried in air for other measurements.",Paragraph_2_linker_amount,"77.2 mg, 0.5281 mmol | 60.7 mg, 0.8916 mmol"
"Paragraph_2_linker_amount:Synthesis of TIF-5Co. Co(Ac)2·4H2O (128.2 mg, 0.5147 mmol),5,6-dimethylbenzimidazole (80.2 mg, 0.5486 mmol), imidazole(50.9 mg, 0.7476 mmol), and 3-amino-1-propanol (6.0 mL) aremixed in a Teflon-lined autoclave and stirred for 0.5 h. Theautoclave was then sealed and heated up at 150 °C for 5 days,followed by cooling to room temperature. A large amount of violetcrystalline materials was obtained with a yield of 44.3% (based oncobalt salt). The crystals were washed using ethanol three timesand dried in air for other measurements.",Paragraph_2_linker_amount,"80.2 mg, 0.5486 mmol | 50.9 mg, 0.7476 mmol"
"Paragraph_2_linker_amount:Synthesis of Zn(5-mtz)(2-eim).x(guest) (ZTIF-1): The mixture of Zn(CH3CO2)2·2(H2O) (0.5 mmol, 0.110 g), 5-methyltetrazole (5-mtz, 0.5 mmol, 0.043 g), 2-ethylimidazole (2-eim, 0.5 mmol, 0.48 g) in DMF (2 ml) and ethanol (2ml) was sealed in a 20 ml vial and heated to 120 °C for 3 days, and then cooled to room-temperature. The yellow polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 50%). The micro-synthesis condition of ZTIF-1 can be scalable to 1 gram scale by using the same reaction conditions in a larger volume (50 mL Teflon-lined stainless steel reactor).Synthesis of Zn(5-mtz)(2-pim).x(guest) (ZTIF-2): ZTIF-2 was obtained by the similar method as described for ZTIF-1 except for using 2-propylimidazole (2-pim) instead of 2-eim (Yield: 48%). The micro-synthesis condition of ZTIF-2 can also be scalable to 1 gram scale by using the same reaction conditions in a larger volume (50 mL Teflon-lined stainless steel reactor). The co-existence of 5-mtz and 2-pim in ZTIF-1 are proved by 1H NMR.",Paragraph_2_linker_amount,"0.5 mmol, 0.043 g | 0.5 mmol, 0.48 g||NaN"
"Paragraph_2_linker_amount:Synthesis of Zn15(5-etz)16(2-eim)11(OH-)3(H2O)3.x(guest) (FIR-30). The mixture of Zn(CH3CO2)2·2(H2O) (0.5 mmol, 0.110 g), 5-ethyltetrazole (5-etz, 0.5 mmol, 0.043 g), 2-ethylimidazole (2-eim, 0.5 mmol, 0.48 g) in DMF (2 ml) and ethanol (2ml) was sealed in a 20 ml vial and heated to 120 °C for 3 days, and then cooled to room-temperature. The colorless polyhedral crystals were obtained, washed with DMF and ethanol, and dried at room temperature (Yield: 54%). In comparison, under same reaction condition, the product of the mixture of Zn(CH3CO2)2·2(H2O) (0.5 mmol, 0.110 g) and 2-ethylimidazole (2-eim, 0.5 mmol, 0.48 g) in DMF (2 ml) and ethanol (2ml) produced ZIF-14 with ANA topology. No crystalline product was obtained from the mixture of Zn(CH3CO2)2·2(H2O) (0.5 mmol, 0.110 g) and 5-ethyltetrazole (5-etz, 0.5 mmol, 0.043 g) in DMF (2 ml) and ethanol (2ml). Furthermore, the yields of FIR-30decreased with the reduction of any azolate ligands. We randomly selected 10 single crystals from one vial and found that they had same unit cell. The powder-XRD (PXRD) results measure by crystalline samples are also presented. The micro-synthesis condition of FIR-30 can be scalable to 1 gram scale by using the same reaction conditions in a larger volume (50 mL Teflon-lined stainless steel reactor). The co-existence of 5-etz and 2-eim in FIR-30 is proved by 1H NMR. Elemental analysis (EA) of the activated samples is presented. The ratio of these two ligands has been obtained from the EA results. Elemental analysis (activated) Zn15C125N86O6H166·(H2O)20: Calcd. C, 34.82; H, 4.82; N, 27.94; Zn, 22.76. Found C, 34.28; H, 5.04; N, 27.85; Zn, 22.48 (ICP).",Paragraph_2_linker_amount,"0.5 mmol, 0.043 g | 0.5 mmol, 0.48 g||0.5 mmol, 0.48 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(5-mtz)3(2-mbim)·guest (ZTIF-6): the mixture of Zn(CH3CO2)2·2(H2O) (0.500 mmol, 0.110 g), 5-methyltetrazole (5-mtz, 0.500 mmol, 0.042 g), 2-methylbenzimdazole (2-mbim, 0.500 mmol, 0.066 g) in DMF (2 mL) and ethanol (2 mL) was sealed in a 20 mL vial and heated to 120 °C for 2 days, and then cooled to room-temperature. The pale yellow polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 60%). Anal. Calcd for C14H16N14Zn2 (activated): Calcd. C, 32.88; H, 3.13; N, 38.36; Found C, 33.02; H, 3.07; N, 38.48. IR (KBr cm-1): 2936 (m), 1671 (s), 1499 (s), 1390 (vs), 1281 (m), 1095 (s), 760 (m), 695 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.042 g | 0.500 mmol, 0.066 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(tz)2(2-mbim)2·DMF (ZTIF-7): the mixture of Zn(CH3CO2)2·2(H2O) (0.500 mmol, 0.110 g), tetrazole (tz, 0.500 mmol, 0.035 g), 2-methylbenzimdazole (2-mbim, 0.500 mmol, 0.066 g) in DMF (2 mL) and ethanol (2 mL) was sealed in a 20 mL vial and heated to 120 °C for 2 days, and then cooled to room-temperature. The colorless polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 65%). Anal. Calcd for C18H16N12Zn2(activated): Calcd. C, 40.66; H, 3.01; N, 31.63; Found C, 40.52; H, 3.17; N, 31.71. IR (KBr cm-1): 2922 (w), 1669 (s), 1457 (s), 1390 (vs), 1281 (m), 1075 (s), 758 (m), 687 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.035 g | 0.500 mmol, 0.066 g"
"Paragraph_2_linker_amount:Synthesis of Zn(5-mtz)(2-mim)?H2O?DMF (ZTIF-8): The mixture of Zn(CH3CO2)2·2(H2O) (0.500 mmol, 0.110 g), 2-methylimidazole (2-Hmim, 0.500 mmol, 0.041g), 5-methyltetrazole (5-Hmtz, 0.500 mmol, 0.043 g), in N,N-dimethylformamide (DMF, 2 mL) and ethanol (2 mL) was sealed in a 20 mL vial and heated to 120 °C for 48h, and then cooled to room-temperature. The colorless polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 60%). ZTIF-8 can be scalable to 1 gram scale by using the same reaction conditions in a larger volume (50 mL Teflon-lined stainless steel reactor). The co-existence of 5-mtz and 2-mim in ZTIF-8 are proved by 1H NMR (Fig. S1). The ratio of 5-mtz and 2-mim is around 1:1. Anal. Calcd for C6H6N6Zn: Calcd. C, 31.67; H, 2.66; N, 36.94; Found C, 31.53; H, 2.69; N, 36.86. IR (KBr cm-1): 2938 (m), 1649 (s), 1463 (s), 1378 (vs), 1225 (m), 1090 (s), 776 (m), 687 (m).Fig. S1. The 1H NMR spectra of ZTIF-8 dissolved by HCl in MeOD solvent. The peak at 3.33 ppm is for MeOD, and peak at 5.01 ppm is for H2O.",Paragraph_2_linker_amount,"0.500 mmol, 0.041 g | 0.500 mmol, 0.043 g"
"Paragraph_2_linker_amount:Synthesis of ZIF-8: The mixture of ZnNO3·6(H2O) (0.250 mmol, 0.075 g), 2-methylimidazole (2-Hmim, 0.500 mmol, 0.041g) in N,N-dimethylformamide (DMF, 3 mL), and small amount of HNO3 was sealed in a 20 mL vial and heated to 120 °C for 48h, and then cooled to room-temperature. The pale yellow polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 63%).",Paragraph_2_linker_amount,"0.500 mmol, 0.041 g"
"Paragraph_2_linker_amount:Synthesis of Zn(5-etz)0.84(2-mim)1.14 (ZTIF-9): The mixture of Zn(CH3CO2)2·2H2O (0.5 mmol, 0.110g), 5-ethyltetrazole (Hetz, 0.5 mmol, 0.049 g), 2-methylimidazole (Hmim, 0.5 mmol, 0.041 g) in N,N dimethylformamide (DMF, 2 mL) and ethanol (2 mL) was sealed in a 20 mL vial and heated to 120 °C for 3 days, and then cooled to room-temperature. The colorless polyhedral crystals were obtained,washed with ethanol, and dried at room temperature (Yield: 55%). Anal. Calcd for ZTIF-9 (activated):Calcd. C, 35.55; H, 4.18; N, 33.16; Found C, 35.33; H, 4.18; N, 33.09",Paragraph_2_linker_amount,"0.5 mmol, 0.049 g | 0.5 mmol, 0.041 g"
"Paragraph_2_linker_amount:Synthesis of Zn(5-vtz)0.63(2-mim)1.37 (ZTIF-10): The mixture of Zn(CH3CO2)2·2H2O (0.5 mmol,0.110 g), 5-vinyltetrazole (Hvtz, 0.5 mmol, 0.050 g), Hmim (0.5 mmol, 0.041 g) in DMF (2 mL) andethanol (2 mL) was sealed in a 20 mL vial and heated to 120 °C for 3 days, and then cooled to room temperature. The pale yellow polyhedral crystals were obtained, washed with ethanol, and dried atroom temperature (Yield: 52%). Anal. Calcd for ZTIF-10 (activated): Calcd. C, 37.48; H, 3.73; N,31.11; Found C, 37.59; H, 3.81; N, 30.71.",Paragraph_2_linker_amount,"0.5 mmol, 0.050 g | 0.5 mmol, 0.041 g"
"Paragraph_2_linker_amount:Synthesis of Zn5(tz)2(nim)8 (ZTIF-11): the mixture of Zn(NO3)2·6(H2O) (0.25 mmol, 0.075 g),tetrazole (tz, 0.10 mmol, 0.007 g), 2-nitroimidazole (nim, 0.40 mmol, 0.045 g) in Ethylene Glycol(2 ml) was sealed in a 20 ml vial and heated to 120 °C for 1 days, and then cooled to room temperature. The pale yellow polyhedral crystals were obtained, washed with ethanol, and dried atroom temperature (Yield: 51%). The micro-synthesis condition of ZTIF-11 can be scalable to 0.43gram scale by using the same reaction conditions in a larger volume (23 mL Teflon-lined stainlesssteel reactor). The co-existence of tz and nim in ZTIF-11 are proved by 1HNMR. To prove thephase purity of the bulk sample, the powder-XRD (PXRD) and elemental analysis (EA) of theElectronic Supplementary Material (ESI) for Inorganic Chemistry Frontiers.This journal is ? the Partner Organisations 2018activated samples are presented here. A comparison calculated/found EA of the activated samplesproved the phase purity of the sample. The ratio of these two ligands has been obtained from thesingle crystal data as well as EA results. Anal. Calcd for C26H18N32O16Zn5: Calcd. C, 22.93; H,1.33; N, 32.92; Found C, 22.99; H, 1.38; N, 32.85. IR (KBr cm-1): 2936 (m), 1652 (s), 1500(s),1365 (vs), 1281 (m), 951 (s), 794 (m), 695 (m).",Paragraph_2_linker_amount,"0.10 mmol, 0.007 g | 0.40 mmol, 0.045 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(ptz)(nim)3 (ZTIF-12): Zn(NO3)2·6(H2O) (0.25 mmol, 0.075 g), 5-phenyl-1H tetrazole (ptz, 0.125 mmol, 0.018 g), 2-nitroimidazole (nim, 0.375 mmol, 0.042 g) in EthyleneGlycol (2 ml) was sealed in a 20 ml vial and heated to 120 °C for 2 days, and then cooled to room temperature. The yellow crystals were obtained, washed with ethanol, and dried at roomtemperature (Yield: 55%). Anal. Calcd for C16H11N13O6Zn2: Calcd. C, 31.39; H, 1.81; N, 29.75;Found C, 31.30; H, 1.85; N, 29.86. IR (KBr cm-1): 2922 (w), 1669 (s), 1457 (s), 1386 (vs), 1284(m), 1075 (s), 758 (m), 687 (m).",Paragraph_2_linker_amount,"0.125 mmol, 0.018 g | 0.375 mmol, 0.042 g"
"Paragraph_2_linker_amount:Synthesis of Zn(ett) (nim) (ZTIF-13): the mixture of Zn(NO3)2·6(H2O) (0.25 mmol, 0.075 g), 5-(Ethylthio)-1H-tetrazole (ett, 0.25 mmol, 0.033 g), 2-nitroimidazole (nim, 0.25 mmol, 0.028 g) inEthylene Glycol (2 ml) was sealed in a 20 ml vial and heated to 120 °C for 2 days, and then cooledto room-temperature. The yellow crystals were obtained, washed with ethanol, and dried at roomtemperature (Yield: 60%). Anal. Calcd for C6H7N7O2SZn: Calcd. C, 23.50; H, 2.30; N, 31.97;Found C, 23.61; H, 2.39; N, 31.86. IR (KBr cm-1): 2933 (m), 1671 (s), 1499 (s), 1390 (vs), 1281(m), 1095 (s), 760 (m), 697 (m).",Paragraph_2_linker_amount,"0.25 mmol, 0.033 g | 0.25 mmol, 0.028 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(tz)2(Dmbim)2?guest (ZTIF-14): the mixture of Zn(NO3)2·6(H2O) (0.500 mmol, 0.148 g), tetrazole (tz, 0.500 mmol, 0.035 g), 5,6-methylbenzimdazole (Dmbim, 0.500 mmol, 0.073 g) in N,N-dimethylformamide (DMF, 4 mL) was sealed in a 20 mL vial and heated to 120 °C for 2 days, and then cooled to room-temperature. The pale yellow polyhedral crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 60%). Anal. Calcd for C10H10N6Zn(activated): Calcd. C, 42.95; H, 3.60; N, 30.05; Found C, 43.02; H, 3.47; N, 30.25. IR (KBr cm-1): 2931 (m), 1659 (s), 1484 (s), 1388 (vs), 1236 (m), 1095 (s), 760 (m), 695 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.035 g | 0.500 mmol, 0.073 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(5-atz)2(Dmbim)2? guest (ZTIF-15): the mixture of Zn(NO3)2·6(H2O) (0.500 mmol, 0.148 g), 5-Aminotetrazole (5-atz, 0.500mmol, 0.043 g), 5,6-methylbenzimdazole (Dmbim, 0.500 mmol, 0.073 g) in 4 ml DMF was sealed in a 20 mL vial and heated to 120 °C for 2 days, and then cooled to room-temperature. The pale yellow crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 45%). Anal. Calcd for C10H11N7Zn (activated): Calcd. C, 40.76; H, 3.76; N, 33.28; Found C, 40.52; H, 3.57; N, 33.71. IR (KBr cm-1): 2922 (w), 1669 (s), 1457 (s), 1390 (vs), 1281 (m), 1075 (s), 758 (m), 687 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.043 g | 0.500 mmol, 0.073 g"
"Paragraph_2_linker_amount:Synthesis of Zn2(5-mtz)2(Dmbim)2·guest (ZTIF-16): the mixture of Zn(NO3)2·6(H2O) (0.500 mmol, 0.148 g), 5-methyltetrazole (5-mtz, 0.500mmol, 0.042 g), 5,6-methylbenzimdazole (Dmbim, 0.500 mmol, 0.073 g) in N,N-dimethylacetamide (DMA, 4 mL) was sealed in a 20 mL vial and heated to 120 °C for 2 days, and then cooled to room-temperature. The pale yellow crystals were obtained, washed with ethanol, and dried at room temperature (Yield: 54%). Anal. Calcd for C11H12N6Zn (activated): Calcd. C, 44.99; H, 4.12; N, 28.62; Found C, 44.72; H, 4.17; N, 28.91. IR (KBr cm-1): 2928 (w), 1653 (s), 1476 (s), 1393 (vs), 1247 (m), 1103 (s), 758 (m), 638 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.042 g | 0.500 mmol, 0.073 g"
"Paragraph_2_linker_amount:2. 2 Synthesis of [Zn(ett)(Dmbim)]n (ZTIF-17)ZTIF-17 was synthesized from urothermalmethod by mixing Zn(NO3)2·6(H2O) (0.500 mmol, 0.148 g), 5-ethylthiotrazole (0.500 mmol, 0.065 g), 5,6-methylbenzimdazole (0.500 mmol, 0.073 g) and 2-imidazolidinone (e-urea) (1.200 g) was sealed in a 20 mL vial and heated to 120 °C for 2 days. After washing with ethanol, the pale yellow polyhedral crystals were obtained and dried at room temperature (yield: 37%). Elemental analysis for compoundZTIF-17 (C12H14N6SZn): Calcd. (%): C, 42.43; H, 4.15; N, 24.74. Found (%): C, 42.49; H, 4.10; N, 24.82. IR (KBr, cm-1): 2969 (w), 1635 (w), 1470 (vs), 1371 (s), 1255 (m), 1055 (w), 852 (m), 659 (m).",Paragraph_2_linker_amount,"0.500 mmol, 0.065 g | 0.500 mmol, 0.073 g"
"Paragraph_2_linker_amount:Preparation of compound 122.2 mg (0.05 mmol) Tipa and 3.4 mg (0.05mmol) imidazole were added into a mixed solution of 1, 4-dioxane and water (3.2 mL/0.8 mL) in a 20 mL glass bottle, followed by 20 μL triethylamine. After ultrasonic dissolving, 22.3 mg (0.075mmol) ZnNO3·6H2O was added. Then, the bottle was sealed and kept in 100 °C for three days. Beige clear crystals were collected and washed in 34 % yield. Element analysis, calculated: C = 47.76 %, H = 4.37 %, N = 19.12 %, found: C = 47.43%, H = 4.07 %, N = 19.04 %. IR(KBr, cm?1) 3119(s), 2953(w), 2851(w), 2602(w), 2532(w), 2426(w), 2352(w), 1897(w), 1607(m), 1531(s), 1384(s), 1336(s), 1320(s), 1287(s), 1267(s), 1176(w), 1117(s), 1094(s), 1068(s).",Paragraph_2_linker_amount,"22.2 mg, 0.05 mmol | 3.4 mg, 0.05mmol"
"Paragraph_2_linker_amount:Preparation of compound 222.2 mg (0.05 mmol) Tipa and 2.8 mg (0.04mmol) imidazole were added to a mixed solution of 1, 4-dioxane and water (3 mL/1 mL) in a 20 mL glass bottle. After ultrasonic dissolving, 14.9 mg (0.05 mmol) ZnNO3·6H2O was added. Then, the bottle was sealed and kept in 100 °C for three days. Beige clear crystals were collected and washed in 21 % yield. Element analysis, calculated: C = 49.60 %, H = 4.34 %, N = 18.46 %, found: C = 48.76%, H = 4.33 %, N = 18.74 %. IR(KBr, cm-1) 3122(m), 2767(w), 2603(w), 2426(w), 2401(w), 2350(w), 1911(w), 1767(w), 1605(m), 1520(s), 1384(s), 1363(), 1314(w), 1263(w), 1126(s), 1068(s)",Paragraph_2_linker_amount,"22.2 mg, 0.05 mmol | 2.8 mg, 0.04mmol"
"Paragraph_2_linker_amount:Synthesis of HZIrF-1R.The mixture of Zn(CH3COO)2·2H2O(0.5 mmol, 0.110 g), R-OH-bim (0.5 mol, 0.086 g), 5-mtz (0.5mmol, 0.045 g) ethanol (3 ml) and N,N-dimethylformamide (3 ml) was sealed in a 20 ml vial and heated to 120 °C for 3 days, and then cooled to room-temperature. The light yellow crystals were obtained in pure phase, washed with ethanol, and dried at room temperature (Yield: 50% yield based on Zn). Anal. Calcd. (%) for C18H25N15O2Zn2(614.27): H: 4.04, C: 48.10, N: 12.47. Found: H 4.10, C 48.07, N 12.48. IR (KBr pellet, cm-1): 3288b, 2983s, 2939m, 2881w, 1650s, 1541w, 1506w, 1438m, 1396m, 1274m, 1118m, 1072m, 1024m, 919m, 829m, 759m, 692m, 648m, 418m. With exception of DMF, other amide solvents such as formamide, N-methylformamide, N,N-dimethylacetamide, 1-methyl-2-pyrrolidinone, 1,3-dimethyl-2-imidazolidinone (DMI), tetrahydro-1,3-dimethyl-2(1H) pyrimidine (DMPU) and 1-formylpiperidine 3have also been investigated in the system of HZIrF-1. And ethanol can also be replaced by other methanol solvents, such as methanol, 1-propanol, 2-propanol, 1-butanol, 2-butanol, benzyl alcohol, and so on. In all the solvents system above, the same SOD-type framework can be obtained. Thus, solvents can't be effective structure directed agents (SDAs) in the synthesis of HZIrF-1. Synthesis of HZIrF-1S.It was obtained by the similar method as described for HZIrF-1R except for using S-OH-bim instead of R-OH-bim (Yield: 48%). Anal. Calcd. (%) for C18H25N15O2Zn2(614.27): H: 4.04, C: 48.10, N: 12.47. Found: H 4.20, C 47.00, N 12.30. IR (KBr pellet, cm-1): 3300b, 2980s, 2940m, 2880w, 1650s, 1535w, 1435m, 1395m, 1274m, 1072m, 1024m, 919m, 829m, 759m, 692m, 418m.",Paragraph_2_linker_amount,"0.5 mol, 0.086 g | 0.5mmol, 0.045 g||0.5 mol, 0.086 g | 0.5mmol, 0.045 g||0.5 mol, 0.086 g | 0.5mmol, 0.045 g"
"Paragraph_2_linker_amount:IRMOF-2, Zn4O(C8H3BrO4)3. 2-Bromobenzene-1,4-dicarboxylic acid (0.38 g, 1.6 mmol, Aldrich) and zinc nitrate tetrahydrate (1.5 g,5.7 mmol, EM Science) were dissolved in 100 mL of N,N-diethylfor mamide (BASF) with stirring in a 1-L wide mouth glass jar. The jarwas tightly capped and placed in a 100 °C oven for 40 h to yield cubiccrystals. After decanting the hot mother liquor and rinsing with DMF,the product was immersed in chloroform (Fisher) for 3 d, during whichthe activation solvent was decanted and freshly replenished three times.The solvent was removed under vacuum at room temperature, yieldingthe porous material.",Paragraph_2_linker_amount,"0.38 g, 1.6 mmol"
"Paragraph_2_linker_amount:IRMOF-3, Zn4O(C8H5NO4)3. 2-Aminobenzene-1,4-dicarboxylic acid (0.75 g, 4.1 mmol, Aldrich) and zinc nitrate tetrahydrate (3.0 g, 11 mmol, EM Science) were dissolved in 100 mL of N,N-diethylfor mamide (BASF) with stirring in a 1-L wide mouth glass jar. The jarwas tightly capped and placed in a 100 °C oven for 18 h to yield cubiccrystals. After decanting the hot mother liquor and rinsing with DMF,the product was immersed in chloroform (Fisher) for 3 d, during whichthe activation solvent was decanted and freshly replenished three times.The solvent was removed under vacuum at room temperature, yieldingthe porous material.",Paragraph_2_linker_amount,"0.75 g, 4.1 mmol"
"Paragraph_2_linker_amount:IRMOF-6, Zn4O(C10H6O4)3. 1,2-Dihydrocyclobutabenzene-3,6-dicarboxylic acid (1.0 g, 5.2 mmol, prepared as described in theliterature10) and zinc nitrate tetrahydrate (3.0 g, 11 mmol, EM Science)were dissolved in 100 mL of N,N-diethylformamide (BASF) withstirring ina1L wide mouth glass jar. The jar was tightly capped andplaced in a 100 °C oven for 18 h to yield cubic crystals. After decantingthe hot mother liquor and rinsing with DMF, the product was immersedin chloroform (Fisher) for 3 d, during which the activation solvent wasdecanted and freshly replenished three times. The solvent was removedunder vacuum at room temperature, yielding the porous material.",Paragraph_2_linker_amount,"1.0 g, 5.2 mmol"
"Paragraph_2_linker_amount:IRMOF-9, Zn4O(C14H8O4)3. 4,4'-Biphenyldicarboxylic acid (0.3 g,1.2 mmol, Aldrich) and zinc nitrate tetrahydrate (1.8 g, 6.9 mmol, EMScience) were stirred for 15 min in 100 mL of N,N-dimethylformamide(Fisher) in a 1-L wide mouth glass jar. The jar was tightly capped andplaced in a 100 °C oven for 18 h to yield rectangular prismatic crystals.After decanting the hot mother liquor and rinsing with DMF, the productwas immersed in chloroform (Fisher) for 3 d, during which theactivation solvent was decanted and freshly replenished three times.The solvent was removed under vacuum at room temperature, yieldingthe porous material.",Paragraph_2_linker_amount,"0.3 g, 1.2 mmol"
"Paragraph_2_linker_amount:IRMOF-13, Zn4O(C18H8O4)3. Pyrene-2,7-dicarboxylic acid (0.1 g,0.34 mmol, prepared by hydrolysis of the dimethyl ester11) and zinc nitrate tetrahydrate (0.6 g, 2.3 mmol, EM Science) were stirred for 15min in 100 mL of N,N-dimethylformamide (Fisher) in a 1-L wide mouthglass jar. The jar was tightly capped and placed in a 70 °C oven for 40h to yield trigonal block crystals. After decanting the hot mother liquorand rinsing with DMF, the product was immersed in chloroform (Fisher)for 3 d, during which the activation solvent was decanted and freshlyreplenished three times. The solvent was removed under vacuum atroom temperature, yielding the porous material.",Paragraph_2_linker_amount,"0.1 g, 0.34 mmol"
"Paragraph_2_linker_amount:IRMOF-20, Zn4O(C8H2O4S2)3. Thieno[3,2-b]thiophene-2,5-dicar boxylic acid (0.75 g, 3.3 mmol, prepared as described in the liteand zinc nitrate tetrahydrate (3.0 g, 11 mmol, EM Science) weredissolved in 100 mL of N,N-diethylformamide (BASF) with stirring ina 1-L wide mouth glass jar. The jar was tightly capped and placed ina 100 °C oven for 18 h to yield cubic crystals. After decanting the hotmother liquor and rinsing with DMF, the product was immersed inchloroform (Fisher) for 3 d, during which the activation solvent wasdecanted and freshly replenished three times. The solvent was removedunder vacuum at room temperature, yielding the porous material.",Paragraph_2_linker_amount,"0.75 g, 3.3 mmol"
"Paragraph_2_linker_amount:HKUST-1, Cu2(C9H3O6)4/3. Benzene-1,3,5-tricarboxylic acid (5.0g, 24 mmol, Aldrich) and copper(II) nitrate hemipentahydrate (10.0 g,43 mmol, Aldrich) were stirred for 15 min in 250 mL of solventconsisting of equal parts N,N-dimethylformamide (Fisher), ethanol(Fisher) and deionized water in a 1-L wide mouth glass jar. The jarwas tightly capped and placed in an 85 °C oven for 20 h to yield smalloctahedral crystals. After decanting the hot mother liquor and rinsingwith DMF, the product was immersed in dichloromethane (Fisher) for3 d, during which the activation solvent was decanted and freshlyreplenished three times. The solvent was removed under vacuum at170 °C, yielding the porous material.",Paragraph_2_linker_amount,"5.0 g, 24 mmol"
"Paragraph_2_linker_amount:MOF-74, Zn2(C8H2O6). 2,5-Dihydroxybenzene-1,4-dicarboxylicacid (2.5 g, 13 mmol, Aldrich) and zinc nitrate tetrahydrate (10.0 g,38 mmol, EM Science) were dissolved in 500 mL of N,N-dimethyl formamide (Fisher) with stirring in a 1-L wide mouth glass jar. Afterdissolution of the reagents, 25 mL of deionized water was added. Thejar was tightly capped and placed in an 100 °C oven for 20 h to yieldtrigonal block crystals. After decanting the hot mother liquor and rinsingwith DMF, the product was immersed in methanol (Fisher) for 6 d,during which the activation solvent was decanted and freshly replen ished three times. The solvent was removed under vacuum at 270 °C,yielding the porous material.",Paragraph_2_linker_amount,"2.5 g, 13 mmol"
"Paragraph_2_linker_amount:Synthesis of MOF-5. Zn(NO3)2·6H2O (1.19 g, 4 mmol) and 1,4-benzenedicarboxylicacid (0.34 g, 2 mmol) were dissolved in 40 ml of DMF during vigorous stirring atroom temperature. Three drops of H2O2 aqueous solution (30 wt%) was added to thesolution. Triethylamin (2.3 ml) was slowly added dropwise to the above solutionunder vigorous agitation for 1 h. The white product was collected by repeatedfiltering, thorough washing with DMF for three times. The sample was degassedfirstly at room temperature for 6 h, then heated to 180 °C at a heating rate of 1 °C/minand held at this temperature for 12 h under degassing in vacuum. The yield is ~80%based on zinc. Anal. Calcd. for Zn4O(C8H4O4)3·H2O (MOF-5? Synthesis of IRMOF-8. The synthesis of IRMOF-8 followed the same procedures aspreparing MOF-5 described above. The only difference was that 2,6-naphtalenedicarboxylic acid (0.43 g, 2 mmol) was used instead of 1,4-benzenedicarboxylic acid for the synthesis of IRMOF-8. The yield is ~70% based onzinc. Anal. Calcd. for Zn4O(C12H6O4)3?2H2O (IRMOF-8?2H2O): Zn, 27.25%; C,45.28%; O, 25.16%. Found: Zn, 27.02%; C, 45.13%; O, 25.48%",Paragraph_2_linker_amount,"0.34 g, 2 mmol||0.43 g, 2 mmol"
