input,output,bio_label
"In continuation of our ongoing research on IBX- and Oxone ·K2SO4 ) - mediated oxidation chemistry,7b,16 ( 2KHSO5 we recently showed that naphthalene undergoes oxidation with Oxone , providing <Prod*o-carboxycinnamic acid*Prod> and naphthoquinone in 56 and 31 % yields , respectively.7b This spurred us to comprehensively investigate oxidations of methoxy- and hydroxy-substituted naphthalenes with Oxone in view of environmentally benign , nontoxic , cheap , and easy handling attributes of the latter.","In continuation of our ongoing research on IBX- and Oxone ·K2SO4 ) - mediated oxidation chemistry,7b,16 ( 2KHSO5 we recently showed that <Reactants*naphthalene*Reactants> undergoes <Reaction*oxidation*Reaction> with <Reactants*Oxone*Reactants> , providing <Prod*o-carboxycinnamic acid*Prod> and naphthoquinone in <Yield*56*Yield> and <Yield*31 %*Yield> yields , respectively.7b This spurred us to comprehensively investigate oxidations of methoxy- and hydroxy-substituted naphthalenes with Oxone in view of environmentally benign , nontoxic , cheap , and easy handling attributes of the latter.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'B-Yield', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In continuation of our ongoing research on IBX- and Oxone ·K2SO4 ) - mediated oxidation chemistry,7b,16 ( 2KHSO5 we recently showed that naphthalene undergoes oxidation with Oxone , providing o-carboxycinnamic acid and <Prod*naphthoquinone*Prod> in 56 and 31 % yields , respectively.7b This spurred us to comprehensively investigate oxidations of methoxy- and hydroxy-substituted naphthalenes with Oxone in view of environmentally benign , nontoxic , cheap , and easy handling attributes of the latter.","In continuation of our ongoing research on IBX- and Oxone ·K2SO4 ) - mediated oxidation chemistry,7b,16 ( 2KHSO5 we recently showed that <Reactants*naphthalene*Reactants> undergoes <Reaction*oxidation*Reaction> with <Reactants*Oxone*Reactants> , providing o-carboxycinnamic acid and <Prod*naphthoquinone*Prod> in <Yield*56*Yield> and <Yield*31 %*Yield> yields , respectively.7b This spurred us to comprehensively investigate oxidations of methoxy- and hydroxy-substituted naphthalenes with Oxone in view of environmentally benign , nontoxic , cheap , and easy handling attributes of the latter.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Department of Chemistry , Rutgers , the State University of New Jersey , Newark , New Jersey 07102 Received July 20 , 1994 Revised Manuscript Received March 27 , 1995 Subsequent to the Fmt successful generation of enamines related to the central intermediate present on all thiamin diphosphate (ThDP)-dependent enzymes,' we determined its structure in solution , its mechanism of oxidation at an electrode,2a the p 6 s leading to it both in DMSOzb and in water,zc and the kinetics of proton transfer to and from the C2a position.2c Herein is reported the mechanism of oxidation of the enamine by a flavin adenine dinucleotide ( FAD ) analog , providing a model for the flavoenzyme pyruvate oxidase ( POX ) , whose product is <Prod*acetyl phosphate*Prod> and C O Z .","Department of Chemistry , Rutgers , the State University of New Jersey , Newark , New Jersey 07102 Received July 20 , 1994 Revised Manuscript Received March 27 , 1995 Subsequent to the Fmt successful generation of enamines related to the central intermediate present on all thiamin diphosphate (ThDP)-dependent enzymes,' we determined its structure in solution , its mechanism of oxidation at an electrode,2a the p 6 s leading to it both in DMSOzb and in water,zc and the kinetics of proton transfer to and from the C2a position.2c Herein is reported the mechanism of <Reaction*oxidation*Reaction> of the enamine by a flavin adenine dinucleotide ( FAD ) analog , providing a model for the <Reactants*flavoenzyme pyruvate oxidase*Reactants> ( <Reactants*POX*Reactants> ) , whose product is <Prod*acetyl phosphate*Prod> and C O Z .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O']"
"Department of Chemistry , Rutgers , the State University of New Jersey , Newark , New Jersey 07102 Received July 20 , 1994 Revised Manuscript Received March 27 , 1995 Subsequent to the Fmt successful generation of enamines related to the central intermediate present on all thiamin diphosphate (ThDP)-dependent enzymes,' we determined its structure in solution , its mechanism of oxidation at an electrode,2a the p 6 s leading to it both in DMSOzb and in water,zc and the kinetics of proton transfer to and from the C2a position.2c Herein is reported the mechanism of oxidation of the enamine by a flavin adenine dinucleotide ( FAD ) analog , providing a model for the flavoenzyme pyruvate oxidase ( POX ) , whose product is acetyl phosphate and <Prod*C O Z*Prod> .","Department of Chemistry , Rutgers , the State University of New Jersey , Newark , New Jersey 07102 Received July 20 , 1994 Revised Manuscript Received March 27 , 1995 Subsequent to the Fmt successful generation of enamines related to the central intermediate present on all thiamin diphosphate (ThDP)-dependent enzymes,' we determined its structure in solution , its mechanism of oxidation at an electrode,2a the p 6 s leading to it both in DMSOzb and in water,zc and the kinetics of proton transfer to and from the C2a position.2c Herein is reported the mechanism of <Reaction*oxidation*Reaction> of the enamine by a flavin adenine dinucleotide ( FAD ) analog , providing a model for the <Reactants*flavoenzyme pyruvate oxidase*Reactants> ( <Reactants*POX*Reactants> ) , whose product is acetyl phosphate and <Prod*C O Z*Prod> .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'O']"
A typical reaction procedure is described for the synthesis of <Prod*4a.*Prod>,A typical reaction procedure is described for the synthesis of <Prod*4a.*Prod>,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
"We first designed this to be vinylstannane - sulfone <Prod*48*Prod> , prepared by us from the known alcohol 4742 ( Scheme 10 ).","We first designed this to be vinylstannane - sulfone <Prod*48*Prod> , prepared by us from the known alcohol <Reactants*4742*Reactants> ( Scheme 10 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O']"
"~ ~ In model studies , regiospecific anion addition of 48 to cinnamaldehyde produced in 86 % yield the adduct <Prod*49*Prod> as a statistical mixture of diastereomers.","~ ~ In model studies , <Reaction*regiospecific anion addition*Reaction> of <Reactants*48*Reactants> to <Reactants*cinnamaldehyde*Reactants> produced in <Yield*86 %*Yield> yield the adduct <Prod*49*Prod> as a statistical mixture of diastereomers.","['O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O']"
"The oxidative annulation of other 2-pyridylacetates such as −COOMe , −COOiPr , −COOnBu , −COOtBu , and −COOCy , reacted well with 4-chloroaceto- phenone and produced the corresponding indolizine <Prod*esters 3b−3f*Prod> in moderate to good yields.","The <Reaction*oxidative annulation*Reaction> of other <Reactants*2-pyridylacetates*Reactants> such as −COOMe , −COOiPr , −COOnBu , −COOtBu , and −COOCy , reacted well with <Reactants*4-chloroaceto- phenone*Reactants> and produced the corresponding indolizine <Prod*esters 3b−3f*Prod> in moderate to good yields.","['O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O']"
"Therefore , our attention was shifted to the Stille coupling rea ~ ti0n.l ~ The required 6-iodo amide <Prod*1415*Prod> was readily prepared by coupling ( p-TsC1 / DMAP / CH2CI2 / room temperature ) of 5-iodopentadienoic acidI6 and iV "" ,N "" ' -diacetyl- L-arginine trimethylsilylethyl ester.","Therefore , our attention was shifted to the Stille coupling rea ~ ti0n.l ~ The required 6-iodo amide <Prod*1415*Prod> was readily prepared by <Reaction*coupling*Reaction> ( <Catalyst_Reagents*p-TsC1*Catalyst_Reagents> / <Catalyst_Reagents*DMAP*Catalyst_Reagents> / <Solvent*CH2CI2*Solvent> / <Temperature*room*Temperature> temperature ) of <Reactants*5-iodopentadienoic acidI6*Reactants> and <Reactants*iV "" ,N "" ' -diacetyl- L-arginine trimethylsilylethyl ester.*Reactants>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'B-Solvent', 'O', 'B-Temperature', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants']"
Tetrabutylammonium fluoride ( THF / room tem- perature ) and lithium hydroxide ( MeOH / room temperature ) treatments of 15 gave synthetic <Prod*onnamide A*Prod> ( 3 ) in 59 % overall yield.,<Reactants*Tetrabutylammonium fluoride*Reactants> ( <Solvent*THF*Solvent> / <Temperature*room*Temperature> tem- perature ) and <Reactants*lithium hydroxide*Reactants> ( <Solvent*MeOH*Solvent> / <Temperature*room*Temperature> temperature ) treatments of <Reactants*15*Reactants> gave synthetic <Prod*onnamide A*Prod> ( 3 ) in <Yield*59 %*Yield> overall yield.,"['B-Reactants', 'I-Reactants', 'O', 'B-Solvent', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Solvent', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O']"
Tetrabutylammonium fluoride ( THF / room tem- perature ) and lithium hydroxide ( MeOH / room temperature ) treatments of 15 gave synthetic onnamide A ( <Prod*3*Prod> ) in 59 % overall yield.,<Reactants*Tetrabutylammonium fluoride*Reactants> ( <Solvent*THF*Solvent> / <Temperature*room*Temperature> tem- perature ) and <Reactants*lithium hydroxide*Reactants> ( <Solvent*MeOH*Solvent> / <Temperature*room*Temperature> temperature ) treatments of <Reactants*15*Reactants> gave synthetic onnamide A ( <Prod*3*Prod> ) in <Yield*59 %*Yield> overall yield.,"['B-Reactants', 'I-Reactants', 'O', 'B-Solvent', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Solvent', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O']"
( 23 ) A concerted rearrangement of 9 ( Scheme I ) could also lead to com- pounds <Prod*10*Prod> and 12 .,( 23 ) A concerted <Reaction*rearrangement*Reaction> of <Reactants*9*Reactants> ( Scheme I ) could also lead to com- pounds <Prod*10*Prod> and 12 .,"['O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O']"
"The analogous n-Pr-DuPHOS-Rh and i-Pr-DuPHOS-Rh catalysts provided <Prod*2a*Prod> with even lower selectivity ( 45 % and 14 % ee , respectively ).","The analogous <Catalyst_Reagents*n-Pr-DuPHOS-Rh*Catalyst_Reagents> and <Catalyst_Reagents*i-Pr-DuPHOS-Rh*Catalyst_Reagents> catalysts provided <Prod*2a*Prod> with even lower selectivity ( 45 % and 14 % ee , respectively ).","['O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Upon moving to the less sterically congested Me-DuPHOS-Fth catalysts , how- ever , a significant increase in selectivity was observed , and the valine derivative <Prod*2a*Prod> was obtained in 91.9 % ee.","Upon moving to the less sterically congested Me-DuPHOS-Fth catalysts , how- ever , a significant increase in selectivity was observed , and the valine derivative <Prod*2a*Prod> was obtained in 91.9 % ee.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O']"
"A repre- sentative procedure is exemplified by the preparation of <Prod*7b*Prod> : To a solution of 1 ( 24.4 mg , 37.1 pmol ) , EDC ( 7.1 mg , 37.1 pmol ) , and DMAP ( 4.0 mg , 37.1 pmol ) in absolute CHzClz ( 1 mL ) was added a solution of 7a ( 5 mg , 12.4 pmol ) in CHzClz ( 1 mL ) at room temperature.","A repre- sentative procedure is exemplified by the preparation of <Prod*7b*Prod> : To a solution of <Reactants*1*Reactants> ( 24.4 mg , 37.1 pmol ) , <Reactants*EDC*Reactants> ( 7.1 mg , 37.1 pmol ) , and <Reactants*DMAP*Reactants> ( 4.0 mg , 37.1 pmol ) in absolute <Solvent*CHzClz*Solvent> ( 1 mL ) was added a solution of <Reactants*7a*Reactants> ( 5 mg , 12.4 pmol ) in <Solvent*CHzClz*Solvent> ( 1 mL ) at <Temperature*room*Temperature> temperature.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Solvent', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Solvent', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'O']"
"The route begins with 6,6-dimethylfulvene , which was allowed to react neatly with dimethylacetylene dicarboxylate ( DMAD ) to yield the trienediester <Prod*3.*Prod>","The route begins with <Reactants*6,6-dimethylfulvene*Reactants> , which was allowed to react neatly with <Reactants*dimethylacetylene dicarboxylate*Reactants> ( <Reactants*DMAD*Reactants> ) to yield the trienediester <Prod*3.*Prod>","['O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
"Wilkinson ’s catalyst was employed to reduce the least substituted double bond , yielding <Prod*4.*Prod>","<Catalyst_Reagents*Wilkinson ’s*Catalyst_Reagents> catalyst was employed to <Reaction*reduce*Reaction> the least substituted double bond , yielding <Prod*4.*Prod>","['B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod']"
"This reduction was followed by saponiﬁcation of the carbomethoxy groups with LiOH to form a <Prod*dicarboxylic acid*Prod> , which was then converted without workup into the corresponding anhydride using triﬂuoroacetic anhydride ( TFAA ).","This reduction was followed by <Reaction*saponiﬁcation*Reaction> of the carbomethoxy groups with <Reactants*LiOH*Reactants> to form a <Prod*dicarboxylic acid*Prod> , which was then converted without workup into the corresponding anhydride using triﬂuoroacetic anhydride ( TFAA ).","['O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This was followed by a Fleming - Tamao oxidation to convert the silane to alcohol <Prod*8*Prod> and a diimide reduction to reduce selectively the less substituted double bond.,This was followed by a <Reaction*Fleming - Tamao oxidation*Reaction> to convert the silane to alcohol <Prod*8*Prod> and a diimide reduction to reduce selectively the less substituted double bond.,"['O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'I-Reaction', 'I-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Alcohol 9 was oxidized to a ketone ( <Prod*10*Prod> ) by treatment with pyridinium chlorochromate ( PCC ) and then reduced stereospeciﬁcally with LiBH4 to form 1 .,Alcohol <Reactants*9*Reactants> was <Reaction*oxidized*Reaction> to a ketone ( <Prod*10*Prod> ) by treatment with <Reactants*pyridinium chlorochromate*Reactants> ( <Reactants*PCC*Reactants> ) and then reduced stereospeciﬁcally with LiBH4 to form 1 .,"['O', 'B-Reactants', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Alcohol 9 was oxidized to a ketone ( 10 ) by treatment with pyridinium chlorochromate ( PCC ) and then reduced stereospeciﬁcally with LiBH4 to form <Prod*1*Prod> .,Alcohol 9 was oxidized to a ketone ( <Reactants*10*Reactants> ) by treatment with pyridinium chlorochromate ( PCC ) and then <Reaction*reduced*Reaction> stereospeciﬁcally with <Reactants*LiBH4*Reactants> to form <Prod*1*Prod> .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'B-Reactants', 'O', 'O', 'B-Prod', 'O']"
"Chorismate synthase ( EC 4.6.1,4 ) , the seventh enzyme in the shikimate pathway,' catalyzes the conversion of 5-enolpyruvyl- shikimate 3-phosphate ( EPSP ) to <Prod*chorismate*Prod> in a reaction that involves the trans 1,4-elimination of the C-6-pro-R proton and ( Scheme I ).","<Catalyst_Reagents*Chorismate synthase*Catalyst_Reagents> ( <Catalyst_Reagents*EC 4.6.1,4*Catalyst_Reagents> ) , the seventh enzyme in the shikimate pathway,' catalyzes the conversion of <Reactants*5-enolpyruvyl- shikimate 3-phosphate*Reactants> ( <Reactants*EPSP*Reactants> ) to <Prod*chorismate*Prod> in a reaction that involves the <Reaction*trans 1,4-elimination*Reaction> of the C-6-pro-R proton and ( Scheme I ).","['B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Allylation of either 1 or 2 with allyltributyl tin ( 9 ) using 2 equivs of MgBr2 at -78 ( cid : 176 ) C gave the allylated product <Prod*8*Prod> in good yield and ( cid : 24)40 : 1 selectivity ( Table 2 , entries 1 and 2 ).","<Reaction*Allylation*Reaction> of either <Reactants*1*Reactants> or <Reactants*2*Reactants> with <Reactants*allyltributyl tin*Reactants> ( <Reactants*9*Reactants> ) using 2 equivs of <Reactants*MgBr2*Reactants> at <Temperature*-78*Temperature> ( cid : 176 ) <Temperature*C*Temperature> gave the allylated product <Prod*8*Prod> in <Yield*good*Yield> yield and ( cid : 24)40 : 1 selectivity ( Table 2 , entries 1 and 2 ).","['B-Reaction', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The observed high selectivity suggests the following : ( 1 ) both diastereomers produce the same radical intermediate , ( 2 ) the intermediate radical is chelated to the Lewis acid as an s-cis rotamer and approach of the reagent occurs from the face opposite to the bulky chiral auxiliary , ( 3 ) assuming that bromine atom abstraction may or may not occur from a chelated form of the substrate 1 and 2 , rotation across the radical-carbonyl ( COCHCH3 ) bond ( structures 4f3 ) as well as ( 10 ) Enolate allylation of 3-(1-oxopropyl)-4-(diphenylmethyl)-2-oxazo- lidinone gave <Prod*8*Prod> in 63 % yield with > 99 % de.","The observed high selectivity suggests the following : ( 1 ) both diastereomers produce the same radical intermediate , ( 2 ) the intermediate radical is chelated to the Lewis acid as an s-cis rotamer and approach of the reagent occurs from the face opposite to the bulky chiral auxiliary , ( 3 ) assuming that bromine atom abstraction may or may not occur from a chelated form of the substrate 1 and 2 , rotation across the radical-carbonyl ( COCHCH3 ) bond ( structures 4f3 ) as well as ( 10 ) <Reaction*Enolate allylation*Reaction> of <Reactants*3-(1-oxopropyl)-4-(diphenylmethyl)-2-oxazo- lidinone*Reactants> gave <Prod*8*Prod> in <Yield*63 %*Yield> yield with > 99 % de.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O']"
"’ The reaction involves the conversion of the conjugate base of benzisoxazole-3-carboxylic acid ( 1 ) to cy- anophenoxide <Prod*3*Prod> , without formation of an intermediate ( Scheme 1 ).","’ The reaction involves the conversion of the conjugate base of benzisoxazole-3-carboxylic acid ( <Reactants*1*Reactants> ) to cy- anophenoxide <Prod*3*Prod> , without formation of an intermediate ( Scheme 1 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The product was determined to be <Prod*9,9,10,10- tetraﬂuoro-1,2,4,12-tetraphenyl[2.2]paracyclophan-1-ene*Prod> by X-ray crystallography and is proposed to be formed via the ﬁrst reported example of reductive deﬂuorination by a Grignard reagent .","The product was determined to be <Prod*9,9,10,10- tetraﬂuoro-1,2,4,12-tetraphenyl[2.2]paracyclophan-1-ene*Prod> by X-ray crystallography and is proposed to be formed via the ﬁrst reported example of <Reaction*reductive deﬂuorination*Reaction> by a Grignard reagent .","['O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'O', 'O', 'O', 'O']"
Reaction of 1 with isopropyl R-(bromomethyl)- acrylate gave dienes <Prod*11r*Prod> and 11 ( cid : 226 ) in very high yield and a 5 : 1 ratio ( Scheme 2 ).,Reaction of <Reactants*1*Reactants> with <Reactants*isopropyl R-(bromomethyl)- acrylate*Reactants> gave dienes <Prod*11r*Prod> and 11 ( cid : 226 ) in <Yield*very high*Yield> yield and a 5 : 1 ratio ( Scheme 2 ).,"['O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Reaction of 1 with isopropyl R-(bromomethyl)- acrylate gave dienes 11r and <Prod*11*Prod> ( cid : 226 ) in very high yield and a 5 : 1 ratio ( Scheme 2 ).,Reaction of <Reactants*1*Reactants> with <Reactants*isopropyl R-(bromomethyl)- acrylate*Reactants> gave dienes 11r and <Prod*11*Prod> ( cid : 226 ) in <Yield*very high*Yield> yield and a 5 : 1 ratio ( Scheme 2 ).,"['O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
