input,output,bio_label
"It should be noted at this point ( 5 ) Inanaga , J.","It should be noted at this point ( 5 ) Inanaga , J.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"; Hirata , K.","; Hirata , K.","['O', 'O', 'O', 'O']"
"; Saiki , H.","; Saiki , H.","['O', 'O', 'O', 'O']"
"; Katsuk , T.","; Katsuk , T.","['O', 'O', 'O', 'O']"
"; Yamaguchi , M.","; Yamaguchi , M.","['O', 'O', 'O', 'O']"
Bull.,Bull.,['O']
"( 6 ) Tsushima , K.","( 6 ) Tsushima , K.","['O', 'O', 'O', 'O', 'O', 'O']"
"; Araki , K.","; Araki , K.","['O', 'O', 'O', 'O']"
; Murai.,; Murai.,"['O', 'O']"
A.,A.,['O']
Chem.,Chem.,['O']
Lett.,Lett.,['O']
"1989 , 131.","1989 , 131.","['O', 'O', 'O']"
"Tsushima ,","Tsushima ,","['O', 'O']"
"Supplementary Material Available : Tables S-I-S-VI of bond distances and angles , coordinates of atoms , and anisotropic thermal parameters ( 7 pages ) ; listing of calculated and observed structure factors ( 16 pages ).","Supplementary Material Available : Tables S-I-S-VI of bond distances and angles , coordinates of atoms , and anisotropic thermal parameters ( 7 pages ) ; listing of calculated and observed structure factors ( 16 pages ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ordering information is given on any current masthead page .,Ordering information is given on any current masthead page .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
With the precatalyst 2.,With the precatalyst 2.,"['O', 'O', 'O', 'O']"
the slower reactions quantitatively gave Et20 after 1.5 h.,the slower reactions quantitatively gave <Prod*Et20*Prod> after 1.5 h.,"['O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O']"
the slower reactions quantitatively gave Et20 after 1.5 h.,the slower reactions quantitatively gave <Prod*Et20*Prod> after 1.5 h.,"['O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O']"
the slower reactions quantitatively gave Et20 after 1.5 h.,the slower reactions quantitatively gave <Prod*Et20*Prod> after 1.5 h.,"['O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O']"
"Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to Et20 ( 85 and 55 % ).","Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to <Prod*Et20*Prod> ( 85 and 55 % ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O']"
"Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to Et20 ( 85 and 55 % ).","Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to <Prod*Et20*Prod> ( 85 and 55 % ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O']"
"Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to Et20 ( 85 and 55 % ).","Under similar conditions , the less effective Mn(C0)sCHz and Mn(C0)sBr catalysts converted CH ? C02Et over 4 h to <Prod*Et20*Prod> ( 85 and 55 % ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O']"
"in addition to the silyl acetals PhSiH1 - .,[OCH(CHi)OEt].","in addition to the silyl acetals PhSiH1 - .,[OCH(CHi)OEt].","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", ( x = I , 2 ).",", ( x = I , 2 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In contrast , Mn(CO)s- ( SiMe2Ph ).","In contrast , Mn(CO)s- ( SiMe2Ph ).","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mn(CO)s(SiHPh2) , and Mn2(CO)tn were inactive.","Mn(CO)s(SiHPh2) , and Mn2(CO)tn were inactive.","['O', 'O', 'O', 'O', 'O', 'O']"
( a ) Ojims.,( a ) Ojims.,"['O', 'O', 'O', 'O']"
1.,1.,['O']
In The C b r m i .,In The C b r m i .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
~ r ~ qf O r p n i c Silicon C ~ ~ mporwr1.v : Patai.,~ r ~ qf O r p n i c Silicon C ~ ~ mporwr1.v : Patai.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
S..,S..,['O']
Rappopon.,Rappopon.,['O']
2..,2..,['O']
Eds.,Eds.,['O']
: Wiley Interscience : New York.,: Wiley Interscience : New York.,"['O', 'O', 'O', 'O', 'O', 'O']"
1989 : Part 2.,1989 : Part 2.,"['O', 'O', 'O', 'O']"
Chapter 25.,Chapter 25.,"['O', 'O']"
( h ) Marciniec.,( h ) Marciniec.,"['O', 'O', 'O', 'O']"
B.,B.,['O']
"; GuliRski , I .","; GuliRski , I .","['O', 'O', 'O', 'O', 'O']"
1.,1.,['O']
Or ~ anr ~ mer.,Or ~ anr ~ mer.,"['O', 'O', 'O', 'O', 'O']"
Clr ~ wn 1993.,Clr ~ wn 1993.,"['O', 'O', 'O', 'O']"
446.,446.,['O']
IS .,IS .,"['O', 'O']"
Typical synthetic approaches to dibenziodolium salts are outlined in Scheme 1.,Typical synthetic approaches to dibenziodolium salts are outlined in Scheme 1.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Dibenziodolium iodide 2 was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","<Prod*Dibenziodolium iodide*Prod> <Prod*2*Prod> was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","['B-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Dibenziodolium iodide 2 was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","<Prod*Dibenziodolium iodide*Prod> <Prod*2*Prod> was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","['B-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Dibenziodolium iodide 2 was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","<Prod*Dibenziodolium iodide*Prod> <Prod*2*Prod> was originally prepared by Mascarelli and Benati in 1909 by diazotization of 2,2′-diaminodiphenyl 1 with sodium nitrite in a hydrochloric acid solution followed by addition of potassium iodide.41 A similar diazotization reaction starting from 2-amino-2′-iododiphenyl 3 aﬀords dibenziodolium as hexaﬂuorophosphate 4 or tetraﬂuor-","['B-Prod', 'I-Prod', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The structures and energies , given by the above three potential energy surfaces for CH3Br , the C1 -- - -CH3Br complex , and the [ Cl- - -CH3- - -Br]- central barrier , are listed in Table 1 , where they are compared with experimental value^.^^,^^ Harmonic and anharmonic frequencies for these three structures are listed in Table 2.","The structures and energies , given by the above three potential energy surfaces for CH3Br , the C1 -- - -CH3Br complex , and the [ Cl- - -CH3- - -Br]- central barrier , are listed in Table 1 , where they are compared with experimental value^.^^,^^ Harmonic and anharmonic frequencies for these three structures are listed in Table 2.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In previous work,** experimental harmonic frequen- cies for CH3Br ( CD3Br ) were determined from the measured anharmonic frequencies by employing Dennison 's rule , Le .","In previous work,** experimental harmonic frequen- cies for CH3Br ( CD3Br ) were determined from the measured anharmonic frequencies by employing Dennison 's rule , Le .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"( 9 ) Taylor , E.","( 9 ) Taylor , E.","['O', 'O', 'O', 'O', 'O', 'O']"
C.,C.,['O']
"; Paudler , W.","; Paudler , W.","['O', 'O', 'O', 'O']"
W.,W.,['O']
Tetrahedron Lerr.,Tetrahedron Lerr.,"['O', 'O']"
"1960 , No.","1960 , No.","['O', 'O', 'O']"
"25 , I .","25 , I .","['O', 'O', 'O', 'O']"
"Slomp , G.","Slomp , G.","['O', 'O', 'O']"
"; MacKellar , F.","; MacKellar , F.","['O', 'O', 'O', 'O']"
A.,A.,['O']
"; Paquette , L.","; Paquette , L.","['O', 'O', 'O', 'O']"
A.,A.,['O']
J .,J .,"['O', 'O']"
Am.,Am.,['O']
Chem.,Chem.,['O']
SOC.,SOC.,['O']
"1961 , 83 , 4472.","1961 , 83 , 4472.","['O', 'O', 'O', 'O', 'O']"
"Taylor , E.","Taylor , E.","['O', 'O', 'O']"
C.,C.,['O']
"; Kan , R.","; Kan , R.","['O', 'O', 'O', 'O']"
0.,0.,['O']
"; Paudler , W.","; Paudler , W.","['O', 'O', 'O', 'O']"
W.,W.,['O']
J .,J .,"['O', 'O']"
Am.,Am.,['O']
Chem.,Chem.,['O']
SOC.,SOC.,['O']
"1961 , 83 , 4484.","1961 , 83 , 4484.","['O', 'O', 'O', 'O', 'O']"
"( IO ) Nakamura , Y.","( IO ) Nakamura , Y.","['O', 'O', 'O', 'O', 'O', 'O']"
"; Kato , 7.","; Kato , 7.","['O', 'O', 'O', 'O']"
"; Morita , Y.","; Morita , Y.","['O', 'O', 'O', 'O']"
J.,J.,['O']
Chem.,Chem.,['O']
Soc.,Soc.,['O']
", Chem.",", Chem.","['O', 'O']"
Commun.,Commun.,['O']
"1978,620.","1978,620.",['O']
"Nakamura , Y.","Nakamura , Y.","['O', 'O', 'O']"
"; Kato , T.","; Kato , T.","['O', 'O', 'O', 'O']"
"; Morita , Y.","; Morita , Y.","['O', 'O', 'O', 'O']"
Tetrahedron Lerr.,Tetrahedron Lerr.,"['O', 'O']"
"1981 , 22 , 1025.","1981 , 22 , 1025.","['O', 'O', 'O', 'O', 'O']"
"( I I ) For exampla of sensitized photocycloaddition of N,N ' - tethered py- ridones which yield exclusively [ 2 + 21 and [ 4 + 21 products , see : Nakamura , Y.","( I I ) For exampla of sensitized photocycloaddition of N,N ' - tethered py- ridones which yield exclusively [ 2 + 21 and [ 4 + 21 products , see : Nakamura , Y.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"; Zsindely , J.","; Zsindely , J.","['O', 'O', 'O', 'O']"
"; Schmid , H.","; Schmid , H.","['O', 'O', 'O', 'O']"
Helo.,Helo.,['O']
Chim.,Chim.,['O']
"Acra 1976 , 59 , 2841.","Acra 1976 , 59 , 2841.","['O', 'O', 'O', 'O', 'O', 'O']"
"( 12 ) Sharp , L.","( 12 ) Sharp , L.","['O', 'O', 'O', 'O', 'O', 'O']"
J.,J.,['O']
"; Hammond , G.","; Hammond , G.","['O', 'O', 'O', 'O']"
S.,S.,['O']
Mol.,Mol.,['O']
Phorochem.,Phorochem.,['O']
"1970 , 2 , 225.","1970 , 2 , 225.","['O', 'O', 'O', 'O', 'O']"
"Matsushima , R.","Matsushima , R.","['O', 'O', 'O']"
"; Terada , K.","; Terada , K.","['O', 'O', 'O', 'O']"
J .,J .,"['O', 'O']"
Chem.,Chem.,['O']
SOC.,SOC.,['O']
", Perkin Tram.",", Perkin Tram.","['O', 'O', 'O']"
"2 1985 , 1445.","2 1985 , 1445.","['O', 'O', 'O', 'O']"
"( 1 3 ) All new compounds were characterized by 'H and I3C NMR , IR , MS , and combustion or high - resolution mass spectral analysis.","( 1 3 ) All new compounds were characterized by 'H and I3C NMR , IR , MS , and combustion or high - resolution mass spectral analysis.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
See supplementary material .,See supplementary material .,"['O', 'O', 'O', 'O']"
"We reinvestigated the lithiations of 1 and 4 , initially to establish whether there were special features of this structure that might obviate the mechanism of Scheme 1.","We reinvestigated the lithiations of 1 and 4 , initially to establish whether there were special features of this structure that might obviate the mechanism of Scheme 1.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"However , we have found","However , we have found","['O', 'O', 'O', 'O', 'O']"
"( 1 ) was treated with 3 equiv of concentrated sulfuric acid in ether at 0-20 "" C , a multitude of products emerged.","( 1 ) was treated with 3 equiv of concentrated sulfuric acid in ether at 0-20 "" C , a multitude of products emerged.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"After 30 min at least eighteen hydrocarbons and four alcohols were present ( yields ? OS % , Figure la ) , but after 3 days only three hydrocarbons and three alcohols were left ( yields ? 2 % , Figure lb ).","After 30 min at least eighteen hydrocarbons and four alcohols were present ( yields ? OS % , Figure la ) , but after 3 days only three hydrocarbons and three alcohols were left ( yields ? 2 % , Figure lb ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Separation could be achieved by a combination of chromatography on silica gel , chromatography on silica gel impregnated with 10 % ( w / w ) silver nitrate , and preparative gas chromatography.","Separation could be achieved by a combination of chromatography on silica gel , chromatography on silica gel impregnated with 10 % ( w / w ) silver nitrate , and preparative gas chromatography.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Fourteen hydrocarbons and four alcohols ( Schemes 1 and 2 ) were obtained pure and in sufficient quantities to run 'H and I3C NMR spectra and to record ' H- 'H and 'H-I3C correlation spectra , if necessary .","Fourteen hydrocarbons and four alcohols ( Schemes 1 and 2 ) were obtained pure and in sufficient quantities to run 'H and I3C NMR spectra and to record ' H- 'H and 'H-I3C correlation spectra , if necessary .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Recently , the preparation of dimeric molecules containing two of the DNA - alkylating cyclopropa[c]pyrrolo[3,2-e]indol-4- (5H)-one ( CPI ) subunits of CC - 1065 was reported by these laboratories.' In those CPI dimers the two alkylating subunits were linked by variable - length flexible methylene chains.","Recently , the preparation of dimeric molecules containing two of the DNA - alkylating cyclopropa[c]pyrrolo[3,2-e]indol-4- (5H)-one ( CPI ) subunits of CC - 1065 was reported by these laboratories.' In those CPI dimers the two alkylating subunits were linked by variable - length flexible methylene chains.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"We anticipated that incorporation of a more rigid linker into the CPI dimers would yield molecules with a fixed , measurable recogni- tion - site size.","We anticipated that incorporation of a more rigid linker into the CPI dimers would yield molecules with a fixed , measurable recogni- tion - site size.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"We report herein the synthesis of compound 3 and the corresponding spirocyclopropyl , CPI analogue , 4.2 We also report our preliminary biochemical efforts which ( 1 ) document the formation of interstrand cross-links by compound 3 under mild conditions and ( 2 ) begin to characterize the alkylation - site re- quirements for cross-linking by this compound.","We report herein the synthesis of compound 3 and the corresponding spirocyclopropyl , CPI analogue , 4.2 We also report our preliminary biochemical efforts which ( 1 ) document the formation of interstrand cross-links by compound 3 under mild conditions and ( 2 ) begin to characterize the alkylation - site re- quirements for cross-linking by this compound.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"These compounds represent the first molecules reported as interstrand cross-linking agents with an alkylation - site size as long as six base pairs and ,","These compounds represent the first molecules reported as interstrand cross-linking agents with an alkylation - site size as long as six base pairs and ,","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
the A5slefinic linkage of cholesterol.,the A5slefinic linkage of cholesterol.,"['O', 'O', 'O', 'O', 'O']"
"Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form 2 , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form <Prod*2*Prod> , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form 2 , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form <Prod*2*Prod> , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form 2 , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","Because of the unsurpassed effectiveness and control inherent in the cyclization of 1 to form <Prod*2*Prod> , we have for some time been interested in obtaining the sterol cyclase in pure form for X-ray crystallographic studies with a bound substrate - based inhibitor , e.g.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", 2,3-iminosq ~ alene.",", 2,3-iminosq ~ alene.","['O', 'O', 'O', 'O']"
"~ Progress in the purification of the sterol cyclase3d has been retarded by its membrane - bound nature , its instability , and its insolubility in the absence of detergents.","~ Progress in the purification of the sterol cyclase3d has been retarded by its membrane - bound nature , its instability , and its insolubility in the absence of detergents.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We report herein a solution to this difficult and longstanding problem using the enzyme from yeast ( Saccharomyces cereuisiae)2 and a rationally designed affinity matrix as a crucial step .,We report herein a solution to this difficult and longstanding problem using the enzyme from yeast ( Saccharomyces cereuisiae)2 and a rationally designed affinity matrix as a crucial step .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"to equip ultra-high-affinity ligands with a family of "" effector elements "" , such as those found on FK506 and rapamycin , may yield powerful new probe reagents for further investigations of the black box of cellular signal transduction.","to equip ultra-high-affinity ligands with a family of "" effector elements "" , such as those found on FK506 and rapamycin , may yield powerful new probe reagents for further investigations of the black box of cellular signal transduction.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Experimental Procedures,Experimental Procedures,"['O', 'O']"
valerolactone ( 1d ) and ε-caprolactone ( 1e ) with 2a.,valerolactone ( 1d ) and ε-caprolactone ( 1e ) with 2a.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The reaction of six - membered lactone 1d resulted in a reduced yield ( 56 % ) with dibenzylamine as the byproduct ( entry 15 ).,The reaction of six - membered lactone 1d resulted in a reduced yield ( 56 % ) with dibenzylamine as the byproduct ( entry 15 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ineﬃcient reactions were caused by the homocoupling reaction of amines , producing secondary amines.16 The reaction of ε- caprolactone ( 1e ) aﬀorded only the corresponding aminoamide 6ea in 88 % yield , indicating that an aminoamide may be the intermediate before intramolecular transamidation to furnish the corresponding lactam ( entry 18 ) .","Ineﬃcient reactions were caused by the homocoupling reaction of amines , producing secondary amines.16 The reaction of ε- caprolactone ( 1e ) aﬀorded only the corresponding aminoamide <Prod*6ea*Prod> in 88 % yield , indicating that an aminoamide may be the intermediate before intramolecular transamidation to furnish the corresponding lactam ( entry 18 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ineﬃcient reactions were caused by the homocoupling reaction of amines , producing secondary amines.16 The reaction of ε- caprolactone ( 1e ) aﬀorded only the corresponding aminoamide 6ea in 88 % yield , indicating that an aminoamide may be the intermediate before intramolecular transamidation to furnish the corresponding lactam ( entry 18 ) .","Ineﬃcient reactions were caused by the homocoupling reaction of amines , producing secondary amines.16 The reaction of ε- caprolactone ( 1e ) aﬀorded only the corresponding aminoamide <Prod*6ea*Prod> in 88 % yield , indicating that an aminoamide may be the intermediate before intramolecular transamidation to furnish the corresponding lactam ( entry 18 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
