file_name,Paragraph,IUPAC,smiles,1H NMR text,13C NMR text,1H NMR conditions,1H NMR data,13C NMR conditions,13C NMR data
PMC10095857," 2,4-Diamino-5-(5,7-dichloro-3,3-dimethyl-1-oxo-2,3,4,9-tetrahydro-1H-xanthen-9-yl)-6-oxo-1,6-dihydropyridine-3-carbonitrile (2a): Yellowish solid; yield—99% (0.220 g); m.p. = 296–297 °C (decomp.) (from DMSO-H2O); FTIR (KBr) cm−1: 3214, 2952, 2203, 1655, 1620, 1573, 1458, 1376, 1242, and 1034. 1H-NMR (300 MHz, DMSO-d6): δ 0.98 (s, 3H, CH3), 1.06 (s, 3H, CH3), 2.09 (d, 2J = 16.2 Hz, 1H, CH2), 2.27 (d, 2J = 16.2 Hz, 1H, CH2), 2.44 (d, 2J = 16.2 Hz, 1H, CH2), 2.59 (d, 2J = 16.2 Hz, 1H, CH2), 4.89 (s, 1H, CH), 6.34 (br s, 2H, NH2), 6.54 (br s, 2H, NH2), 6.92 (s, 1H, CH Ar), 7.43 (s, 1H, CH Ar), and 9.67 (br s, 1H, NH) ppm; 13C-NMR (75 MHz, DMSO-d6): δ 26.4, 27.5, 28.9, 31.8, 40.3, 50.3, 62.1, 98.2, 110.2, 116.8, 120.4, 126.8 (2C), 126.9, 129.4, 145.2, 153.0, 154.6, 159.8, 164.4, and 196.4 ppm; MS (m/z, relative intensity %): 448 (37Cl, 37Cl, [M]+, 1), 446 (37Cl, 35Cl, [M]+, 6), 444 (35Cl, 35Cl, [M]+, 9), 364 (37Cl, 37Cl, 3), 362 (37Cl, 35Cl, 18), 360 (35Cl, 35Cl, 24), 283 (11), 279 (7), 243 (37Cl, 37Cl, 1), 241 (37Cl, 35Cl, 5), 239 (35Cl, 35Cl, 8), 166 (11), 150 (17), 122 (27), 77 (39), and 43 (100); Anal. calcd. for C21H18Cl2N4O3: C, 56.64; H, 4.07; N, 12.58%; found: C, 56.57; H, 4.12; N, 12.54%. ","2,4-Diamino-5-(5,7-dichloro-3,3-dimethyl-1-oxo-2,3,4,9-tetrahydro-1H-xanthen-9-yl)-6-oxo-1,6-dihydropyridine-3-carbonitrile",N#CC(C(N)=C1C2C3=C(OC4=C2C=C(Cl)C=C4Cl)CC(C)(C)CC3=O)=C(N)NC1=O,"1H-NMR (300 MHz, DMSO-d6): δ 0.98 (s, 3H, CH3), 1.06 (s, 3H, CH3), 2.09 (d, 2J = 16.2 Hz, 1H, CH2), 2.27 (d, 2J = 16.2 Hz, 1H, CH2), 2.44 (d, 2J = 16.2 Hz, 1H, CH2), 2.59 (d, 2J = 16.2 Hz, 1H, CH2), 4.89 (s, 1H, CH), 6.34 (br s, 2H, NH2), 6.54 (br s, 2H, NH2), 6.92 (s, 1H, CH Ar), 7.43 (s, 1H, CH Ar), and 9.67 (br s, 1H, NH) ppm","13C-NMR (75 MHz, DMSO-d6): δ 26.4, 27.5, 28.9, 31.8, 40.3, 50.3, 62.1, 98.2, 110.2, 116.8, 120.4, 126.8 (2C), 126.9, 129.4, 145.2, 153.0, 154.6, 159.8, 164.4, and 196.4 ppm","300 MHz, DMSO-d6","0.98, 1.06, 2.09, 2.27, 2.44, 2.59, 4.89, 6.34, 6.54, 6.92, 7.43, 9.67","75 MHz, DMSO-d6","26.4, 27.5, 28.9, 31.8, 40.3, 50.3, 62.1, 98.2, 110.2, 116.8, 120.4, 126.8, 126.9, 129.4, 145.2, 153.0, 154.6, 159.8, 164.4, 196.4"
PMC10005275," 2-Phenyl-3-(phenylselanyl)-4H-pyrido[1,2-a]pyrimidin-4-one (3a). 2-Phenyl-8,9-dihydro-4H-pyrido[1,2-a]pyrimidin-4-one (0.20 mmol, 44.42 mg) was reacted with PhSeSePh (0.20 mmol, 62.43 mg) according to General Procedure. The crude product was purified by column chromatography (petroleum ether: ethyl acetate = 5:1) to afford the title compound as a yellow solid (m. p. 129–130 °C) in 94% yield (71.11 mg). Rf (petroleum ether/ethyl acetate = 5:2): 0.24; 1H NMR (500 MHz, CDCl3) δ 9.08 (d, J = 7.1 Hz, 1H), 7.80–7.76 (m, 1H), 7.73 (d, J = 8.8 Hz, 1H), 7.60 (dd, J = 6.5, 3.1 Hz, 2H), 7.43–7.39 (m, 3H), 7.32–7.28 (m, 2H), 7.18 (td, J = 7.1, 1.4 Hz, 1H), 7.15 (dd, J = 6.3, 2.7 Hz, 3H); 13C NMR (125 MHz, CDCl3) δ 168.10, 157.78, 150.25, 140.24, 136.87, 131.83, 131.08, 129.33, 128.99, 128.89, 128.00, 127.89, 126.68, 126.64, 116.08, 105.70; HRMS (ESI) calcd for C20H15N2OSe [M+H]+: 379.0344, found: 379.0338. ","2-Phenyl-3-(phenylselanyl)-4H-pyrido[1,2-a]pyrimidin-4-one",O=C1C([Se]C2=CC=CC=C2)=C(C3=CC=CC=C3)N=C4N1C=CC=C4,"1H NMR (500 MHz, CDCl3) δ 9.08 (d, J = 7.1 Hz, 1H), 7.80–7.76 (m, 1H), 7.73 (d, J = 8.8 Hz, 1H), 7.60 (dd, J = 6.5, 3.1 Hz, 2H), 7.43–7.39 (m, 3H), 7.32–7.28 (m, 2H), 7.18 (td, J = 7.1, 1.4 Hz, 1H), 7.15 (dd, J = 6.3, 2.7 Hz, 3H)","13C NMR (125 MHz, CDCl3) δ 168.10, 157.78, 150.25, 140.24, 136.87, 131.83, 131.08, 129.33, 128.99, 128.89, 128.00, 127.89, 126.68, 126.64, 116.08, 105.70","500 MHz, CDCl3","9.08, 7.80–7.76, 7.73, 7.60, 7.43–7.39, 7.32–7.28, 7.18, 7.15","125 MHz, CDCl3","168.10, 157.78, 150.25, 140.24, 136.87, 131.83, 131.08, 129.33, 128.99, 128.89, 128.00, 127.89, 126.68, 126.64, 116.08, 105.70"
PMC10051383," 1,3-Dimethyl-4-[((1E,2E)-3-phenylallylidene)amino]-5-propylthio-3,3a,4,6a-tetrahydroimidazo[4,5-d]imidazol-2(1H)-one (4a). Yield 189 mg (53%); white solid; mp: 155–157 °C. IR (KBr): ν 3056, 3030 (Ar), 2997, 2981, 2961, 2930 (Alk), 2873, 2863 (C-S), 1698, 1562 (C=O, C=N) cm–1. 1H NMR (300 MHz, DMSO-d6): δ 0.96 (t, J = 7.3 Hz, 3H, Me), 1.55–1.75 (m, 2H, CH2), 2.81 (s, 3H, NMe), 2.89 (s, 3H, NMe), 2.99 (t, J = 7.1 Hz, 2H, SCH2), 5.55 (d, J = 7.7 Hz, 1H, CH), 5.87 (d, J = 7.8 Hz, 1H, CH), 6.96 (dd, J = 15.9, 8.5 Hz, 1H, =CH), 7.05 (d, J = 16.0 Hz, 1H, Ph-CH=), 7.25–7.45 (m, 3H, Ph-3-5), 7.58 (d, J = 7.4 Hz, 2H, Ph-2,6), 7.93 (d, J = 8.5 Hz, 1H, N=CH). 13C NMR (75 MHz, DMSO-d6): δ 13.31 (Me), 22.23 (CH2), 28.46 (SCH2), 30.79 (NMe), 32.00 (NMe), 72.06 (CH), 79.94 (CH), 125.45, 127.03, 128.79, 129.02, 136.07, 137.86 (=CH, Ph), 141.26 (HC=N), 157.89 (C=O), 165.91 (C=N). HRMS (ESI): Calculated for C18H23N5OS [M + H]+: 358.1696; found: 358.1695. ","1,3-Dimethyl-4-[((1E,2E)-3-phenylallylidene)amino]-5-propylthio-3,3a,4,6a-tetrahydroimidazo[4,5-d]imidazol-2(1H)-one",O=C1N(C)C(N=C(SCCC)N2/N=C/C=C/C3=CC=CC=C3)C2N1C,"1H NMR (300 MHz, DMSO-d6): δ 0.96 (t, J = 7.3 Hz, 3H, Me), 1.55–1.75 (m, 2H, CH2), 2.81 (s, 3H, NMe), 2.89 (s, 3H, NMe), 2.99 (t, J = 7.1 Hz, 2H, SCH2), 5.55 (d, J = 7.7 Hz, 1H, CH), 5.87 (d, J = 7.8 Hz, 1H, CH), 6.96 (dd, J = 15.9, 8.5 Hz, 1H, =CH), 7.05 (d, J = 16.0 Hz, 1H, Ph-CH=), 7.25–7.45 (m, 3H, Ph-3-5), 7.58 (d, J = 7.4 Hz, 2H, Ph-2,6), 7.93 (d, J = 8.5 Hz, 1H, N=CH)","13C NMR (75 MHz, DMSO-d6): δ 13.31 (Me), 22.23 (CH2), 28.46 (SCH2), 30.79 (NMe), 32.00 (NMe), 72.06 (CH), 79.94 (CH), 125.45, 127.03, 128.79, 129.02, 136.07, 137.86 (=CH, Ph), 141.26 (HC=N), 157.89 (C=O), 165.91 (C=N)","300 MHz, DMSO-d6","0.96, 1.55–1.75, 2.81, 2.89, 2.99, 5.55, 5.87, 6.96, 7.05, 7.25–7.45, 7.58, 7.93","75 MHz, DMSO-d6","13.31, 22.23, 28.46, 30.79, 32.00, 72.06, 79.94, 125.45, 127.03, 128.79, 129.02, 136.07, 137.86, 141.26, 157.89, 165.91"
PMC10045663,"(E)-16-Benzylidene-3-hydroxy-5α,6α-epoxy-10,13-dimethyl-1,3,4,7,8,9,10,11,12,13,15,16-dodecahydro-2H-cyclopenta[α]phenanthrene-17(14H)-one (15) White powder (78%); m.p. 207–208 °C; m.p. literature [207–209 °C]; IR (cm−1): 3190, 2943, 2859, 1725, 1628. 1H NMR (CDCl3 400.13 MHz) δ: 7.51 (2H, d, J = 8.1 Hz), 7.42–7.32 (4H, m), 3.94–3.84 (1H, m), 2.95 (1H, d, J = 4.4 Hz), 2.85 (1H, dd, J = 16.1, 6.4 Hz), 1.11 (3H, s), and 0.90 (3H, s). 13C NMR (CDCl3 101.62 MHz) δ: 209.20, 135.58, 135.28, 130.33, 129.30, 128.71, 68.57, 65.87, 65.69, 58.70, 49.95, 47.41, 42.84, 39.76, 35.14, 32.37, 31.20, 31.07, 29.24, 27.90, 20.06, 15.99, 15.29, 14.28 [25]. ","(E)-16-Benzylidene-3-hydroxy-5α,6α-epoxy-10,13-dimethyl-1,3,4,7,8,9,10,11,12,13,15,16-dodecahydro-2H-cyclopenta[α]phenanthrene-17(14H)-one",,"1H NMR (CDCl3 400.13 MHz) δ: 7.40 (1H, s), 7.05 (1H, d, J = 3.9 Hz), 6.90 (1H, d, J = 3.9 Hz), 3.90–3.80 (1H, m), 2.94 (1H, d, J = 4.4 Hz), 2.71 (1H, dd, J = 16.0, 6.5 Hz), 1.07 (3H, s), and 0.82 (3H, s)","13C NMR (CDCl3 101.62 MHz) δ: 208.75, 138.65, 134.56, 133.40, 131.82, 127.16, 125.58, 68.43, 65.84, 58.73, 49.68, 47.81, 42.85, 39.69, 35.15, 32.35, 31.14, 30.95, 29.17, 28.66, 27.85, 19.99, 15.95, 14.39",CDCl3 400.13 MHz,"7.51, 7.42–7.32, 3.94–3.84, 2.95, 2.85, 1.11, 0.90",CDCl3 101.62 MHz,"209.20, 135.58, 135.28, 130.33, 129.30, 128.71, 68.57, 65.87, 65.69, 58.70, 49.95, 47.41, 42.84, 39.76, 35.14, 32.37, 31.20, 31.07, 29.24, 27.90, 20.06, 15.99, 15.29, 14.28"
PMC10102081," The following procedure was adapted from Kouklovsky et al. (1990). A dry flask flushed with Ar was charged with (1S)-camphorquinone (5.83 g, 35.1 mmol, 1 eq) and dry THF (200 mL), then cooled to −78 °C. L-Selectride (1 M in THF, 42 mmol, 1.20 eq; MilliporeSigma, St. Louis MO, USA) was added over 1 h, and the mixture was stirred an additional 5 min. The reaction was quenched by addition of 3 M HCl in methanol (16 mL) over 10 min at −78 °C, then allowed to warm to room temperature. The resulting mixture was diluted with brine (500 mL) and the products were extracted with dichloromethane (4 × 200 mL). The combined organic layers were dried, concentrated, and purified by vacuum flash chromatography (5% - 25% EtOAc/Hexanes). The fractions rich in the desired product were concentrated and subjected to flash column chromatography (20% EtOAc/Hexanes) to partially separate the isomers of hydroxycamphor. The resulting material was sublimed with a Kugelrohr distillation apparatus (55 °C, 0.1 Torr), yielding 397 mg (7%) of (1S)-exo-2, 92% isomerically pure (NMR). Impure fractions were consolidated and purified again by flash chromatography to yield an additional 298 mg of (1S)-exo-2, ~95% isomerically pure. 1H NMR (500 MHz, CDCl3) δ 3.72 (s, 1H), 3.28 (bs, 1H), 2.06 (d, J = 4.7 Hz, 1H), 2.02–1.91 (dddd, 1H), 1.62 (ddd, 1H), 1.46–1.29 (m, 2H), 0.96 (s, 3H), 0.91 (s, 3H), 0.89 (s, 3H). 13C NMR (126 MHz, CDCl3) δ 220.51, 77.26, 57.01, 49.22, 46.71, 28.51, 25.10, 20.94, 19.98, 8.95. EI-GC/MS m/z (%): 168 (M+, 32), 153 (2), 140 (9), 125 (42), 107 (10), 100 (14), 84 (92), 83 (100), 69 (38), 57 (19), 55 (51), 43 (14), 41 (37).  Davis Oxidation of Camphor ",(1S)-exo-2,,"1H NMR (500 MHz, CDCl3) δ 3.72 (s, 1H), 3.28 (bs, 1H), 2.06 (d, J = 4.7 Hz, 1H), 2.02–1.91 (dddd, 1H), 1.62 (ddd, 1H), 1.46–1.29 (m, 2H), 0.96 (s, 3H), 0.91 (s, 3H), 0.89 (s, 3H).","13C NMR (126 MHz, CDCl3) δ 220.51, 77.26, 57.01, 49.22, 46.71, 28.51, 25.10, 20.94, 19.98, 8.95","500 MHz, CDCl3","3.72, 3.28, 2.06, 2.02–1.91, 1.62, 1.46–1.29, 0.96, 0.91, 0.89","126 MHz, CDCl3","220.51, 77.26, 57.01, 49.22, 46.71, 28.51, 25.10, 20.94, 19.98, 8.95"
PMC6271978," 5-(4-(2,3-Dihydro-1H-perimidin-2-yl)benzamido)pentanoic acid (18). Yield = 47%, mp 102.8–107.4 °C; 1H-NMR (DMSO-d6) δ: 1.55 (m, 4H), 2.22–2.28 (m, 2H), 3.25 (m, 2H), 5.42 (s, 1H), 6.50 (d, J = 7.2 Hz, 2H), 6.98 (d, J = 8.0 Hz, 2H), 7.15 (dd, J = 7.6 Hz, 8.0 Hz, 2H), 7.65 (d, J = 8.0 Hz, 2H), 7.87 (d, J = 8.0 Hz, 2H), 8.49 (t, J = 5.2 Hz, 1H); 13C-NMR (DMSO-d6) δ: 22.0, 28.6, 33.3, 38.8, 65.8, 104.7, 112.6, 115.6, 126.8, 127.0, 127.7, 134.3, 134.7, 142.4, 144.4, 165.7, 174.4; MS (ESI): m/z calcd. for C23H24N3O3 [M+H]+ 390.2, found: 390.1. ","5-(4-(2,3-Dihydro-1H-perimidin-2-yl)benzamido)pentanoic acid",O=C(O)CCCCNC(C1=CC=C(C(N2)NC3=CC=CC4=CC=CC2=C34)C=C1)=O,"1H-NMR (DMSO-d6) δ: 1.55 (m, 4H), 2.22–2.28 (m, 2H), 3.25 (m, 2H), 5.42 (s, 1H), 6.50 (d, J = 7.2 Hz, 2H), 6.98 (d, J = 8.0 Hz, 2H), 7.15 (dd, J = 7.6 Hz, 8.0 Hz, 2H), 7.65 (d, J = 8.0 Hz, 2H), 7.87 (d, J = 8.0 Hz, 2H), 8.49 (t, J = 5.2 Hz, 1H)","13C-NMR (DMSO-d6) δ: 22.0, 28.6, 33.3, 38.8, 65.8, 104.7, 112.6, 115.6, 126.8, 127.0, 127.7, 134.3, 134.7, 142.4, 144.4, 165.7, 174.4",DMSO-d6,"1.55, 2.22–2.28, 3.25, 5.42, 6.50, 6.98, 7.15, 7.65, 7.87, 8.49",DMSO-d6,"22.0, 28.6, 33.3, 38.8, 65.8, 104.7, 112.6, 115.6, 126.8, 127.0, 127.7, 134.3, 134.7, 142.4, 144.4, 165.7, 174.4"
PMC10095586," Fenbufen (2.5 g, 9.83 mmol) dissolved in 40 mL of THF was added to NHS (2.7 g, 23.59 mmol). The mixture was stirred at room temperature for 30 min, and then N,N’-dicyclohexylcarbodiimide (2.43 g, 11.80 mmol) was dissolved in 30 mL of THF at 4 °C. The reaction mixture was stirred overnight. After completion of the reaction, the suspension was filtered, and the solvent was removed using a rotary evaporator. Open column chromatography (silica, DCM/MeOH, 99:1) was performed for purifying the crude product to afford 1 (1.65 g, 48%) as a white solid. 1H NMR (500 MHz, DMSO) δ 8.08 (d, J = 8.3 Hz, 2H), 7.84 (d, J = 8.0 Hz, 2H), 7.76 (d, J = 7.5 Hz, 2H), 7.52 (t, J = 7.6 Hz, 2H), 7.44 (t, J = 7.3 Hz, 1H), 3.48 (t, J = 6.2 Hz, 2H), 3.06 (t, J = 6.1 Hz, 2H), 2.82 (s, 4H). 13C NMR (126 MHz, DMSO) δ 196.68, 170.11, 168.70, 144.74, 138.82, 134.79, 129.08, 128.66, 128.41, 126.97, 126.91, 32.65, 25.42, 24.90. Anal. Calcd. for C20H17NO5: C, 68.37; H, 4.88; N, 3.99. Found: C, 68.35; H, 5.02; N, 4.08. ",1,,"1H NMR (500 MHz, DMSO) δ 8.08 (d, J = 8.3 Hz, 2H), 7.84 (d, J = 8.0 Hz, 2H), 7.76 (d, J = 7.5 Hz, 2H), 7.52 (t, J = 7.6 Hz, 2H), 7.44 (t, J = 7.3 Hz, 1H), 3.48 (t, J = 6.2 Hz, 2H), 3.06 (t, J = 6.1 Hz, 2H), 2.82 (s, 4H)","13C NMR (126 MHz, DMSO) δ 196.68, 170.11, 168.70, 144.74, 138.82, 134.79, 129.08, 128.66, 128.41, 126.97, 126.91, 32.65, 25.42, 24.90","500 MHz, DMSO","8.08, 7.84, 7.76, 7.52, 7.44, 3.48, 3.06, 2.82","126 MHz, DMSO","196.68, 170.11, 168.70, 144.74, 138.82, 134.79, 129.08, 128.66, 128.41, 126.97, 126.91, 32.65, 25.42, 24.90"
PMC6259112," 6-Amino-4-benzyl-5-cyano-1-(4-(1-(phenylthiomethyl)-1H-1,2,3-triazol-4-yl)phenyl)-2(1H)-pyrimidin-one (4d). White solid, yield (75%), C27H21N7OS, M = 491 gmol−1, mp 262–264 °C, Rf = 0.30 (ethyl acetate/dichloromethane, 70:30, v/v); UV (MeOH) λmax nm (ε Lmol−1cm−1): 248 (61,129), 319 (18,412); IR (KBr) cm−1: 3,450–3,310 (NH2), 2,226 (CN), 1,685 (C=O), 1,647 (C=N); 1H-NMR: (DMSO-d6): δ = 3.9 (s, 2H, CH2), 6.23 (s, 2H, CH2), 7.2–7.91 (m, 16H, Ar-H + NH2), 8.64 (s, 1H, CHar-triazole); 13C-NMR (DMSO-d6): δ = 43.5 (CH2), 51.9 (CH2), 73.7 (C-5), 116.5 (CN), 120.5 (CHar-triazole), 126, 126.9, 127.2, 129.1, 129.9, 129.9, 129.9, 131.9, 132.2, 134.2, 136.4, 141.2, 146.7 (Cq-triazole), 153.5 (C-2), 159.3 (C-4), 175.6 (C-6); MS-(+)ESI: m/z (%): 983 ([2M + H]+, 22), 514 ([M + Na]+, 7), 492 ([M+H]+, 100), MS-(-)ESI: m/z (%): 464 (25), 354 (9). ","6-Amino-4-benzyl-5-cyano-1-(4-(1-(phenylthiomethyl)-1H-1,2,3-triazol-4-yl)phenyl)-2(1H)-pyrimidin-one",O=C1N=C(CC2=CC=CC=C2)C(C#N)=C(N)N1C3=CC=C(C4=CN(CSC5=CC=CC=C5)N=N4)C=C3,"1H-NMR: (DMSO-d6): δ = 3.9 (s, 2H, CH2), 6.23 (s, 2H, CH2), 7.2–7.91 (m, 16H, Ar-H + NH2), 8.64 (s, 1H, CHar-triazole)","13C-NMR (DMSO-d6): δ = 43.5 (CH2), 51.9 (CH2), 73.7 (C-5), 116.5 (CN), 120.5 (CHar-triazole), 126, 126.9, 127.2, 129.1, 129.9, 129.9, 129.9, 131.9, 132.2, 134.2, 136.4, 141.2, 146.7 (Cq-triazole), 153.5 (C-2), 159.3 (C-4), 175.6 (C-6)",DMSO-d6,"3.9, 6.23, 7.2–7.91, 8.64",DMSO-d6,"43.5, 51.9, 73.7, 116.5, 120.5, 126, 126.9, 127.2, 129.1, 129.9, 129.9, 129.9, 131.9, 132.2, 134.2, 136.4, 141.2, 146.7, 153.5, 159.3, 175.6"
PMC6253830," 1-Benzyl-4-trimethylsilanyl-1H-[1,2,3]-triazole (1a2f): Prepared from 49 mg (0.50 mmol) (trimethylsilyl)acetylene and 50 mg (0.375 mmol) benzyl azide. The product was obtained as a pale green solid (86 mg, 99 %). C12H17N3Si, M = 231.38 g∙mol-1; mp: 74-76°C; FTIR: ν 3286, 3115, 3061, 2953, 2920, 1674, 1542, 1438, 1318, 1280 and 1168 cm-1; 1H-NMR: δ 0.11 (s, 9H), 5.56 (s, 2H), 7.24-7.34 (m, 5 H), 7.26 (s, 1H) ppm; 13C-NMR: δ 0.02, 54.6, 129.2, 129.4, 130.2 and 136.1 ppm; LC-MS: ELSD pur. 96%, UV pur. 100%; Rt = 11.23 min; m/z: 232 ([M+H]+). ","1-Benzyl-4-trimethylsilanyl-1H-[1,2,3]-triazole",C[Si](C1=CN(CC2=CC=CC=C2)N=N1)(C)C,"1H-NMR: δ 0.11 (s, 9H), 5.56 (s, 2H), 7.24-7.34 (m, 5 H), 7.26 (s, 1H) ppm","13C-NMR: δ 0.02, 54.6, 129.2, 129.4, 130.2 and 136.1 ppm",,"0.11, 5.56, 7.24-7.34, 7.26",,"0.02, 54.6, 129.2, 129.4, 130.2, 136.1"
PMC6274338,"3.2.6. 1-[1-Methyl-4-(4methylphenyl)-4,5-dihydro-1H-imidazo]-3-(4-acetylophenyl)urea (3f) From 1b (1.89 g) and 2 (1.61 g) 3f (2.52 g, 72% yield) was obtaines as a white crystalline solid, mp 160–162 °C; 1H-NMR (DMSO-d6): δ(ppm) = 9.36 (s, 1H, NH); 8.28 (s, 1H, NH); 7.87–7.24 (m, 8H, H-Ar); 4.66–4.60 (m, 1H, CH); 3.95–3.89 (m, 2H, CH2); 2.68 (s, 3H, CH3); 2.51 (s, 3H, CH3); 2.33(s, 3H, CH3). 13C-NMR (DMSO-d6) = δ(ppm): 163.8 (C=O), 162.9 (C=O), 149.6 (imidazolidine-C-2), 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4 (C-Ar), 61.8 (imidazolidine-C-4), 50.1 (imidazolidine-C-5), 26.9 (CH3), 25.3 (CH3), 21.31 (CH3). EIMS m/z 351.1 [M + H]+. HREIMS (m/z): 350.17230 [M+] (Calcd for C20H22N4O2 350.4280); Anal. Calcd for: C20H22N4O2: C, 68.55; H, 6.33; N, 15.99. Found C, 68.26; H, 6.39; N, 15.84. ","1-[1-Methyl-4-(4methylphenyl)-4,5-dihydro-1H-imidazo]-3-(4-acetylophenyl)urea",,"1H-NMR (DMSO-d6): δ(ppm) = 9.36 (s, 1H, NH); 8.28 (s, 1H, NH); 7.87–7.24 (m, 8H, H-Ar); 4.66–4.60 (m, 1H, CH); 3.95–3.89 (m, 2H, CH2); 2.68 (s, 3H, CH3); 2.51 (s, 3H, CH3); 2.33(s, 3H, CH3)","13C-NMR (DMSO-d6) = δ(ppm): 163.8 (C=O), 162.9 (C=O), 149.6 (imidazolidine-C-2), 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4 (C-Ar), 61.8 (imidazolidine-C-4), 50.1 (imidazolidine-C-5), 26.9 (CH3), 25.3 (CH3), 21.31 (CH3)",DMSO-d6,"9.36, 8.28, 7.87–7.24, 4.66–4.60, 3.95–3.89, 2.68, 2.51, 2.33",DMSO-d6,"163.8, 162.9, 149.6, 131.2, 130.0, 129.1, 127.5, 121.9, 120.8, 119.5, 119.1, 117.9, 117.4, 61.8, 50.1, 26.9, 25.3, 21.31"
PMC10138590,"3.2.8. 4-Chlorobenzoic Acid Yield: 0.0463 g, (0.30 mmol 98%); white solid. m. p. = 225–227 °C. 1H NMR (500 MHz, DMSO-d6): δ = 7.94 (d, J = 8.7 Hz, 2 H), 7.57 (d, J = 8.6 Hz, 2 H). 13C NMR (125 MHz, DMSO-d6): δ = 166.5, 137.8, 131.1, 129.6, 128.8. HRMS (DART): m/z [M + H]+ calcd for C7H5O2Cl: 157.0051; found: 157.0045. ",4-Chlorobenzoic Acid,O=C(O)C1=CC=C(Cl)C=C1,"1H NMR (500 MHz, DMSO-d6): δ = 7.94 (d, J = 8.7 Hz, 2 H), 7.57 (d, J = 8.6 Hz, 2 H)","13C NMR (125 MHz, DMSO-d6): δ = 166.5, 137.8, 131.1, 129.6, 128.8","500 MHz, DMSO-d6","7.94, 7.57","125 MHz, DMSO-d6","166.5, 137.8, 131.1, 129.6, 128.8"
PMC10009108,"2.1.4.7 3-((1 H-indol-3-yl) methyl)-4-((3,4,5-trimethoxybenzylidene) amino-1 H-1, 2, 4-triazole-5 (4H)-thione (5g) % Yield 71%, M.P. 220°C, 1HNMR (DMSO-d6,400 MHz) 3.693 (s, 1H, -CH2), 9.881 (s, 1H, = C.H.), 7.1–7.81 (m, Aryl H =8H), 10.863 (s, 1H, -N.H.) 13CNMR 193.77, 173.80 158.30, 138.03, I.R. tmax 3207 (-N.H.), 1657 (-C=N), 1276 (-C=S), Est m/z: 409.12 (100.0%), 410.12 (24.3%), 411.12 (5.1%), 411.13 (2.9%), 412.12 (1.1%; Elemental Analysis for C20H19N5O3S: C, 58.63; H, 4.64; N, 17.13; O, 11.77; S, 7.87  2.2 In silico studies ","3-((1H-indol-3-yl)methyl)-4-((3,4,5-trimethoxybenzylidene)amino)-1H-1,2,4-triazole-5(4H)-thione",S=C1N(N=CC2=CC(OC)=C(OC)C(OC)=C2)C(CC3=CNC4=C3C=CC=C4)=NN1,"1HNMR (DMSO-d6,400 MHz) 3.693 (s, 1H, -CH2), 9.881 (s, 1H, = C.H.), 7.1–7.81 (m, Aryl H =8H), 10.863 (s, 1H, -N.H.)","13CNMR 193.77, 173.80 158.30, 138.03","DMSO-d6,400 MHz","3.693, 9.881, 7.1–7.81, 10.863",,"193.77, 173.80 158.30, 138.03"
PMC10178506," 8-Bromo-2,3-dihydro-2-methyl-1H-chromeno[3,2-c]pyridine (2b). Yield 38%, brown crystals, m.p. = 137–138 °C. 1H NMR (600 MHz, CDCl3) δ (ppm): 2.40 (s, 3H), 3.18 (d, J = 4.1 Hz, 2H), 3.25 (d, J = 1.4 Hz, 2H), 5.08 (td, J = 4.2, 1.8 Hz, 1H), 5.98 (s, 1H), 6.64 (d, J = 8.6 Hz, 1H), 7.03 (d, J = 2.4 Hz, 1H), 7.15 (dd, J = 8.6, 2.4 Hz, 1H). 13C NMR (151 MHz, CDCl3) δ (ppm): 44.8, 53.7, 56.9, 98.6, 114.2, 116.5, 116.9, 123.6, 128.6, 129.6, 131.3, 147.6, 152.2. HRMS (MALDI+) m/z calcd for C13H12BrNO in form of [M + H]+ ion 278.0181, found: 278,0193. ","8-Bromo-2,3-dihydro-2-methyl-1H-chromeno[3,2-c]pyridine",CN1CC=C2C(C1)=CC3=C(O2)C=CC(Br)=C3,"1H NMR (600 MHz, CDCl3) δ (ppm): 2.40 (s, 3H), 3.18 (d, J = 4.1 Hz, 2H), 3.25 (d, J = 1.4 Hz, 2H), 5.08 (td, J = 4.2, 1.8 Hz, 1H), 5.98 (s, 1H), 6.64 (d, J = 8.6 Hz, 1H), 7.03 (d, J = 2.4 Hz, 1H), 7.15 (dd, J = 8.6, 2.4 Hz, 1H)","13C NMR (151 MHz, CDCl3) δ (ppm): 44.8, 53.7, 56.9, 98.6, 114.2, 116.5, 116.9, 123.6, 128.6, 129.6, 131.3, 147.6, 152.2","600 MHz, CDCl3","2.40, 3.18, 3.25, 5.08, 5.98, 6.64, 7.03, 7.15","151 MHz, CDCl3","44.8, 53.7, 56.9, 98.6, 114.2, 116.5, 116.9, 123.6, 128.6, 129.6, 131.3, 147.6, 152.2"
