documentId,Paragraph,Compound
US08258293B2,"A mixture of 1-acetyl-6-amino-4-phenyl-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline (20 mg), (Boc)2O (30 mg) and N,N-diisopropylethylamine (20 l) in tetrahydrofuran (4 ml) was stirred at 60° C. for 18 h. The reaction mixture was concentrated in vacuo and the residue was chromatographed on silicagel in dichloromethane/methanol=1/0=>95/5 (v/v) as eluent.","1-acetyl-6-amino-4-phenyl-1,2,3,4-tetrahydro-2,2,4-trimethylquinoline | (Boc)2O | N,N-diisopropylethylamine | tetrahydrofuran | dichloromethane/methanol"
US05998470,"To a stirring suspension of L-leucine methyl ester hydrochloride (Aldrich) (6.00 g, 33.0 mmol) and di-tert-butyl dicarbonate (7.21 g, 33.0 mmol) in THF (35 mL) was added triethylamine (3.34 g, 33.0 mmol, 4.60 mL). The mixture was allowed to stir at room temperature for 3 d. The mixture was diluted with ethyl acetate and washed with 1 N HCl (2 times), water, and saturated brine, then dried over magnesium sulfate, filtered and concentrated to give the title compound as a colorless oil (8.02 g, 99%). 1H NMR (400 MHz, CDCl3)δ4.88 (d, 1H), 4.33-4.31 (m, 1H), 7.73 (s, 3H), 1.75-1.48 (m, 3H), 1.44 (s, 9H), 0.96 (d, 3H), 0.93 (d, 3H).",L-leucine methyl ester hydrochloride | di-tert-butyl dicarbonate | THF | triethylamine | ethyl acetate | HCl | water | brine | magnesium sulfate | title compound
US20070021434A1,"Indan-5-ylamine was coupled to (S)-6-tert-Butoxycarbonylamino-2-(9H-fluoren-9-ylmethoxycarbonylamino)-hexanoic acid as described in the method of Example 6. Purification by HPLC produced the title compound. 1H NMR (400 MHz, DMSO-d6) δ 9.88 (s, 1H), 7.89 (d, J=7.5 Hz, 2H), 7.73 (t, J=7.5 Hz, 2H), 7.6 (d, J=8.1 Hz, 2H), 7.51 (s, 1H), 7.41 (t, J=7.5 Hz, 1H), 7.33 (dd, J=3.4, 7.4 Hz, 2H), 7.28 (d, J=8.1 Hz, 1H), 7.13 (d, J=8.1 Hz, 1H), 4.36-4.17 (m, 1H), 4.25 (AB q, J=7.32, 21.9 Hz, 2H), 4.11 (dt, J=5.9, 8.4 Hz, 1H), 2.87-2.7 (m, 6H), 1.98 (p, J=7.4 Hz, 2H), 1.74-1.25 (m, 6H); Low resolution mass spectrum (ES) m/e 484[(M+1)+, calcd for C30H34N3O3: 484]; 98.5% purity based on HPLC.",Indan-5-ylamine | (S)-6-tert-Butoxycarbonylamino-2-(9H-fluoren-9-ylmethoxycarbonylamino)-hexanoic acid | title compound
US09012461B2,"A solution of triethylsilyl acetylene (0.579 mL, 3.23 mmol) in degassed DMF (3 mL) and triethylamine (0.901 mL, 6.47 mmol) were added to a mixture of methyl 2-(2-chloropyridin-3-yl)acetate (I118) (0.200 g, 1.08 mmol), Pd(PPh3)2Cl2 (75.6 mg, 0.108 mmol), Cu(I)I (30.8 mg, 0.162 mmol) and triphenylphosphine (42.4 mg, 0.162 mmol) in degassed DMF (4 mL) and the resulting mixture was heated at 90° C. for 20 hours. The cooled mixture was diluted with EtOAc and passed through a plug of celite, washing with ethyl acetate (100 mL). Water (75 mL) was added to the filtrate and the layers separated. The aqueous layer was extracted with EtOAc (2×75 mL). The combined organic extracts were washed with brine (100 mL) and dried over Na2SO4. After filtration the solvent was removed under reduced pressure to give a dark brown residue. The residue was purified by column chromatography on silica gel (0-50% EtOAc in cyclohexane) to yield the title compound (I119) (0.353 g) as a brown oil which was used without further purification; 1H NMR (400 MHz, CDCl3) δ 8.50 (dd, J=4.8, 1.6 Hz, 1H), 7.62 (dd, J=7.8, 1.6 Hz, 1H), 7.22 (dd, J=7.8, 4.8 Hz, 1H), 3.86 (s, 2H), 3.70 (s, 3H), 1.05 (t, J=7.9 Hz, 9H), 0.75-0.67 (m, 6H). LCMS Method C: rt 6.55 min; m/z 290 [M+H]+.",triethylsilyl acetylene | DMF | triethylamine | methyl 2-(2-chloropyridin-3-yl)acetate | Pd(PPh3)2Cl2 | Cu(I)I | triphenylphosphine | DMF | EtOAc | ethyl acetate | Water | EtOAc | brine | Na2SO4 | silica gel | EtOAc | cyclohexane | title compound
US09067943B2,"A mixture of (S)-1-[5-tert-Butyl-3-(4-methoxy-benzyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-7-yl]-pyrrolidin-3-ol and triethylsilane in TFA was heated to 70° C. for 22 h and evaporated to dryness. The residue was used without further purification in the consecutive step.","(S)-1-[5-tert-Butyl-3-(4-methoxy-benzyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-7-yl]-pyrrolidin-3-ol | triethylsilane | TFA"
US20060004043A1,"To a solution of 3-[6-(2-azepan-1-yl-ethoxy)-naphthalen-2-yl]-1H-indazole-5-carboximidic acid ethyl ester dihydrochloride salt (0.100 g, 0.95 mmol) in methanol (5 mL) was added 3-methyl-butyric acid hydrazide (0.441 g, 3.8 mmol), then triethylamine (0.8 mL, 5.7 mmol). The reaction was stirred at 100° C. in a sealed pressure vessel for 4 h. The mixture was concentrated and purified by HPLC to provide the title compound (78 mg, 16%). 1H NMR (DMSO, d6) δ 8.82 (s, 1H), 8.49 (s, 1H), 8.15-7.92 (m, 4H), 7.67-7.65 (d, 1H), 7.41-7.40 (d, 1H), 7.30-7.26 (dd, 1H), 4.52-4.48 (t, 2H), 3.71-3.55 (m, 4H), 2.72-2.69 (d, 2H), 2.20-1.75 (m, 9H), 1.35-1.25 (m, 2H), 1.00-0.98 (d, 6H); ES-MS (m/z) 509 [M+1]+.",3-[6-(2-azepan-1-yl-ethoxy)-naphthalen-2-yl]-1H-indazole-5-carboximidic acid ethyl ester dihydrochloride salt | methanol | 3-methyl-butyric acid hydrazide | triethylamine | title compound
US20080292561A1,"Prepared similarly to Intermediate 3 from 6-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine and 2-fluoro-5-iodopyridine. The crude product was purified on a 20 g silica Bond Elut cartridge using a 100% dichloromethane to 100% ethyl acetate gradient over 40 mins to give the title compound.","Intermediate 3 | 6-methyl-1H-pyrazolo[3,4-d]pyrimidin-4-amine | 2-fluoro-5-iodopyridine | crude product | silica | title compound"
US07425554B2,"To a solution of 1-[2-(3,3,5,5-tetramethylcyclohexyl)phenyl]piperazine (20 mg, 0.067 mmol) produced in Example (8b) in tetrahydrofuran (1 mL) were added cyclobutanone (7.0 mg, 0.1 mmol), sodium triacetoxyborohydride (28 mg, 0.13 mmol) and acetic acid (4 mg, 0.067 mmol) in that order, followed by stirring for 30 minutes at room temperature. Saturated aqueous solution of sodium hydrogencarbonate was added to the reaction mixture, extraction was performed with ethyl acetate, and the organic layer was concentrated. The resultant residue was purified by NH silica gel column chromatography (ethyl acetate/heptane) to give 1-cyclobutyl-4-[2-(3,3,5,5-tetramethylcyclohexyl)phenyl]piperazine. The obtained compound was dissolved in ethyl acetate, and a 4N solution of hydrogen chloride in ethyl acetate (0.025 mL, 0.100 mmol) was added. The solution was concentrated, and hexane was added to the obtained residue to produce a solid. The solid was triturated by sonication and the supernatant hexane solution was removed. The solid residue was dried under reduced pressure to give 17.6 mg of the title compound as a white solid.","1-[2-(3,3,5,5-tetramethylcyclohexyl)phenyl]piperazine | tetrahydrofuran | cyclobutanone | sodium triacetoxyborohydride | acetic acid | sodium hydrogencarbonate | ethyl acetate | resultant residue | silica gel | ethyl acetate/heptane | 1-cyclobutyl-4-[2-(3,3,5,5-tetramethylcyclohexyl)phenyl]piperazine"
US06087505,"To a cold (-78° C.) solution of 2,2-dimethyl-4(tol-4-yl)-6-bromo-thiochrom-3-ene (Compound N, 280 mg, 0.81 mmol) in THF (5 mL) was added n-BuLi in hexane (1.6 M solution, 0.66 mL). The mixture was gradually warmed to -10° C. over 25 min. and recooled to -78° C. To this solution was added DMF (80 mg, 1.1 mmol) and stirred at ambient temperature for 5 hours. The reaction was quenched by adding water (10 mL), ethyl acetate (100 mL), and the organic layer was washed with brine (10 mL), dried and the solvent removed by distillation. The crude material was used in the next reaction without further purification.","2,2-dimethyl-4(tol-4-yl)-6-bromo-thiochrom-3-ene | Compound N | THF | n-BuLi | hexane | DMF | water | ethyl acetate | brine | crude material"
US07262212B2,"Tert-butyl 4-[3-(4-chlorophenyl)propoxy]-piperidine-1-carboxylate (0.151 g, 0.427 mmol) prepared in Reference example 114 was dissolved in methylene chloride (4 ml), to which trifluoroacetic acid was added, and the mixture was stirred at room temperature overnight. The reaction mixture was neutralized with sodium hydroxide aqueous solution, and the mixture was extracted with methylene chloride twice. The extracts were combined and washed with brine. The organic layer was dried over sodium sulfate, and then filtered. The filtrate was concentrated under reduced pressure, and the residue was dried in vacuo to afford 4-[3-(4-chlorophenyl)propoxy]piperidine (0.109 g, yield 92%) as a brown oil.",Tert-butyl 4-[3-(4-chlorophenyl)propoxy]-piperidine-1-carboxylate | methylene chloride | trifluoroacetic acid | sodium hydroxide | methylene chloride | brine | sodium sulfate | 4-[3-(4-chlorophenyl)propoxy]piperidine
US04428766,"225 parts of 2-ethyl-5-methyl-2H-1,2,4,6-thiatriazin-3-one-1,1-dioxide were introduced into a mixture of 1,300 parts of phosphorus oxychloride and 292 parts of phosphorus pentachloride in the course of 2 minutes, while stirring. The reaction mixture was stirred under reflux for 7 hours and then concentrated under reduced pressure. The oil which remained was taken up in 350 parts of 1,2-dichloroethane and chromatographed over neutral alumina (activity I). The solution was then evaporated down, giving 230 parts (93% of theory) of 3-chloro-2-ethyl-5-methyl-2H-1,2,4,6-thiatriazine-1,1-dioxide of melting point 57°-59° C. (NMR (60 MHz, CDCl3): CH3 -C 2.3δ, N-CH2 3.68-4.03δ (q), CH3 -C 1.2-1.43δ (t)).","2-ethyl-5-methyl-2H-1,2,4,6-thiatriazin-3-one-1,1-dioxide | phosphorus oxychloride | phosphorus pentachloride | alumina | 230 | 3-chloro-2-ethyl-5-methyl-2H-1,2,4,6-thiatriazine-1,1-dioxide | CDCl3 | CH3 | (q) | CH3"
US07741493B2,"A cold (0° C.) solution of imidazoline 49 (11 g, 0.0237 mol), di-tert-butyl-dicarbonate (6.2 g, 0.0285 mol), N,N-diisopropylethylamine (4.95 mL, 0.00285 mol), and 4-dimethylaminopyridine (10 mg) in dichloromethane (75 mL) is stirred for 10 min at 0° C., and then at rt overnight. The reaction mixture is extracted with 0.1N HCl, water, brine and dried (MgSO4). The mixture is filtered and the filtrate concentrated in vacuo. The residue is triturated with dichloromethane:heptane and the insoluble material filtered to give 8.2 g of the product 66.","imidazoline | di-tert-butyl-dicarbonate | N,N-diisopropylethylamine | 4-dimethylaminopyridine | dichloromethane | HCl | water | brine | MgSO4 | dichloromethane | heptane | product 66"
US20150252044A1,"To a suspension of (8-bromo-1,6-naphthyridin-2-yl)(3-hydroxypyrrolidin-1-yl)methanone (0.10 g, 0.31 mmol) and 4-chloro-3-fluorophenylboronic acid (0.05 g, 0.31 mmol) and cesium carbonate (0.11 g, 0.34 mmol) in dioxane (9 ml) and water (0.9 ml) was added bis(diphenylphosphino)ferrocene-palladium(II)dichloride (0.01 g, 0.01 mmol). The mixture was stirred at 80° C. for 2 hours. Removal of the solvent by distillation and chromatography (silica gel, ethyl acetate/heptane=50:50 to 100:0) and trituration with diethyl ether/pentane yielded the title compound as light brown solid (0.11 g, 94%). MS: m/e=372.4 [M+H]+.","(8-bromo-1,6-naphthyridin-2-yl)(3-hydroxypyrrolidin-1-yl)methanone | 4-chloro-3-fluorophenylboronic acid | cesium carbonate | dioxane | water | bis(diphenylphosphino)ferrocene-palladium(II)dichloride | silica gel | ethyl acetate/heptane | diethyl ether/pentane | title compound"
US05712270,"2-Amino-4-thiazolecarboxylic acid ethyl ester (6.85 g, 39.8 mmol) was allowed to react with 4-phenylmethoxybenzoyl chloride (10.72 g, 43.8 mmol) according to the procedure in Example 1. The reaction was completed in 18 hours. After workup and flash chromatography on silica gel eluting with 1-7% acetonitrile in methylene chloride, the ethyl ester of 2-[[4-phenylmethoxybenzoyl]amino]-4-thiazolecarboxylic acid was obtained (70% yield) and was hydrolyzed to the corresponding acid with 1.0N NaOH as described in Example 1.",2-Amino-4-thiazolecarboxylic acid ethyl ester | ethyl ester | 4-phenylmethoxybenzoyl chloride | silica gel | acetonitrile | methylene chloride | 2-[[4-phenylmethoxybenzoyl]amino]-4-thiazolecarboxylic acid
US07612106B2,"2,2,6,6-Tetramethylpiperidine (9.70 g, 69 mmol) was taken up in MTBE (100 mL) and chilled to −78° C. n-Butyllithium (43 mL, 1.6 M in n-hexane, 69 mmol) was added cautiously and the resulting solution allowed to stir at −78° C. for 30 minutes. The pale yellow solution was added via cannular transfer to a chilled (0° C.) solution of 2-(4-methyl-pent-3-enyl)-oxirane (4.33 g, 34.3 mmol) in MTBE (30 mL) over 30 minutes, allowed to warm slowly to room temperature and stirred under argon for 18 hours. The solution was then added to 1M aqueous hydrochloric acid (50 mL) and extracted into further MTBE (200 mL). Solvent was removed under reduced pressure and the resulting oil purified by column chromatography (0-40% EtOAc/n-hexane, silica). (±)-6,6-Dimethyl-bicyclo[3.1.0]hexan-2-ol was obtained as a yellow oil. 1H NMR (CDCl3): δ 4.15-4.10 (m, 1H), 2.10-2.00 (m, 1H), 1.90-1.80 (m, 1H), 1.80-1.70 (m, 1H), 1.62 (br s, OH), 1.56 (ddd, 1H, J1=12.9, J2=9.5, J3=2.9), 1.48 (br s, 1H), 1.14 (dd, 1H, J1=6.3, J2=1.2), 0.99 (s, 3H), 0.93 (s, 3H).","2,2,6,6-Tetramethylpiperidine | MTBE | n-Butyllithium | 2-(4-methyl-pent-3-enyl)-oxirane | MTBE | argon | hydrochloric acid | MTBE | EtOAc/n-hexane | silica | (±)-6,6-Dimethyl-bicyclo[3.1.0]hexan-2-ol"
US20100215618A1,"A solution of 4-[4-[2-[(2S)-1-tert-butoxycarbonylpyrrolidin-2-yl]-1H-imidazol-4-yl]ilphenyl]benzoic acid (13a, 1.8 g) and 4-[(1,1-dioxo-1,4-thiazinan-4-yl)methyl]aniline (1.05 eq.) in DMF (25 ml) was treated with HBTU (2.4 g) and N-methylmorpholine (1.4 ml) and allowed to stir for 2 days at 20° C. The mixture was concentrated and then partitioned between ethyl acetate and water. The dried organic phase was concentrated onto silica gel. Purification by column chromatography on silica with DCM/EtOH/NH3 (200:8:1) to (50:8:1) gave partial purification. Further chromatography of the material on silica gel was carried out with ethyl acetate as eluent, giving a colourless solid (1 g).","4-[4-[2-[(2S)-1-tert-butoxycarbonylpyrrolidin-2-yl]-1H-imidazol-4-yl]ilphenyl]benzoic acid | 4-[(1,1-dioxo-1,4-thiazinan-4-yl)methyl]aniline | DMF | HBTU | N-methylmorpholine | ethyl acetate | water | silica gel | silica | DCM/EtOH/NH3 | solid"
US06495699B2,"According to the procdure described in Example 13 for the preparation of 1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(biphenyl-4-yl-1H-pyrrol-3-yl)-2-hydroxy-ethanone, 1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(2-biphenyl-4-yl-furan-5-yl)ethane-1,2-dione was reduced with NaBH4 to give in quantitative yield 1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(2-biphenyl-4-yl-furan-5-yl)-2-hydroxy-ethanone. 1H NMR: δ 7.70 (d, 2H, J=7.7 Hz), 7.61 (d, 4H, J=8.5 Hz), 7.45 (t, 2H, J=7.4 Hz), 7.38-7.19 (m, 6H), 6.64 (d, 1H, J=2.9 Hz), 6.43 (d, 1H, J=3.3 Hz), 5.08 (d, 1H, J=6.6 Hz), 4.45 (d, 1H, J=7.0 Hz), 3.88-3.85 (m, 1H), 3.78 (d, 1H, J=8.8 Hz), 3.63 (dd, 1H, J=5.2, 8.8 Hz), 3.03 (dd, 1H, J=4.2, 13.1 Hz), 2.89 (dd, 1H, J=9.8, 13.4 Hz), 1.83 (s, 3H), 1.58 (s, 3H). Anal. Calculated for C30H29NO4.0.5 H2O: C, 75.61; H, 6.34; N, 2.94. Found: C, 75.62; H, 6.32; N, 2.88.","1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(biphenyl-4-yl-1H-pyrrol-3-yl)-2-hydroxy-ethanone | 1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(2-biphenyl-4-yl-furan-5-yl)ethane-1,2-dione | NaBH4 | 1-(4(S)-benzyl-2,2-dimethyl-oxazolidin-3-yl)-2-(2-biphenyl-4-yl-furan-5-yl)-2-hydroxy-ethanone"
US20080292588A1,"To a solution of 3-(7-amino-1-methyl-1-oxo-1λ6-benzo[1,2,4]thiadiazin-3-yl)-5-tert-butyl-1-(3-chloro-4-fluoro-benzyl)-4-hydroxy-1,5-dihydro-pyrrol-2-one (31) (0.046 g, 0.093 mmol) in acetone (1.5 mL) added pyridine (0.153 mL, 1.87 mmol) followed by dropwise addition of methane sulfonylchloride (0.108 mL, 1.39 mmol). The reaction mixture was stirred at room temperature for 2.5 h, then diluted with ethyl acetate (50 mL), washed with 0.5 N HCl (50 mL) and brine (50 mL) via extraction. The separated organic layer was dried over MgSO4 and concentrated to dryness under reduced pressure. The crude product thus obtained was further purified by prep-TLC plate coated with a thin layer of silica gel to afford N-{3-[5-tert-butyl-1-(3-chloro-4-fluoro-benzyl)-4-hydroxy-2-oxo-2,5-dihydro-1H-pyrrol-3-yl]-1-methyl-1-oxo-1λ6-benzo[1,2,4]thiadiazin-7-yl}-methanesulfonamide (32) (3.9 mg, 7.4% yield) as a solid. 1H NMR (400 MHz, CDCl3) δ: 1.08 (s, 9H), 3.08 (s, 3H), 3.23-3.33 (m, 1H), 3.59 (s, 3H), 4.30 (d, 1H, J=15.6 Hz), 5.17 (d, 1H, J=16.3 Hz), 7.05-7.09 (m, 2H), 7.22-7.24 (m, 2H), 7.57-7.67 (m, 1H), 7.75-7.75 (m, 1H). LC-MS (ESI+): m/e 569.2 [M+1]+ (exact ms: 568.1).","3-(7-amino-1-methyl-1-oxo-1λ6-benzo[1,2,4]thiadiazin-3-yl)-5-tert-butyl-1-(3-chloro-4-fluoro-benzyl)-4-hydroxy-1,5-dihydro-pyrrol-2-one | acetone | pyridine | methane sulfonylchloride | ethyl acetate | HCl | brine | MgSO4 | crude product | N-{3-[5-tert-butyl-1-(3-chloro-4-fluoro-benzyl)-4-hydroxy-2-oxo-2,5-dihydro-1H-pyrrol-3-yl]-1-methyl-1-oxo-1λ6-benzo[1,2,4]thiadiazin-7-yl}-methanesulfonamide"
US08476294B2,"The title compound was synthesized in a similar manner as described for Example 1.1 using 8-bromo-1-(1,3-dimethyl-1H-pyrazol-4-yl)-3-methyl-1,3-dihydro-imidazo[4,5-c]quinolin-2-one (Intermediate A, 50 mg, 0.132 mmol) and 2-(2-benzyloxy-ethoxy)-5-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyridine (Stage 19.1.1, 65 mg, 0.184 mmol) to give the title compound as a white solid. (HPLC: tR 3.12 min (Method A); M+H=521 MS-ES; 1H-NMR (d6-DMSO, 400 MHz) 8.95 (s, 1H), 8.33-8.24 (m, 1H), 8.16-8.05 (m, 2H), 7.93-7.86 (m, 1H), 7.81-7.75 (m, 1H), 7.51-7.45 (m, 1H), 7.40-7.22 (m, 5H), 7.01-6.93 (m, 1H), 4.55 (s, 2H), 4.47 (t, 2H), 3.92 (s, 3H), 3.78 (t, 2H), 3.57 (s, 3H), 1.97 (s, 3H))","title compound | 8-bromo-1-(1,3-dimethyl-1H-pyrazol-4-yl)-3-methyl-1,3-dihydro-imidazo[4,5-c]quinolin-2-one | Intermediate A | 2-(2-benzyloxy-ethoxy)-5-(4,4,5,5-tetramethyl-[1,3,2]dioxaborolan-2-yl)-pyridine | title compound"
US08329923B2,"H2SO4 (9.38 mL) was added dropwise to 9-([2,2′-bithiophen]-3-yl)heptadecan-9-ol (IIe) (6.32 g, 15 mmol) under stirring at room temperature. After stirring for 12 h, CH2Cl2 (130 mL) and water (130 mL) were added. The organic layer was separated and the aqueous layer was extracted with CH2Cl2. The combined organic extracts were successively washed with saturated NaHCO3 and brine. After drying over MgSO4, the solvent was removed in vacuo. The crude oil was purified with column chromatography (eluent hexane) to afford a pure dark yellow oil (Ie) (1.81 g, 30.0%). 1H-NMR (CDCl3): δ=7.14 (d, J=4.8 Hz, 2H), 6.93 (d, J=5.1 Hz, 2H), 1.87-1.79 (m, 4H), 1.40-1.06 (m, 24H), 0.95-0.82 (m, 6H).","H2SO4 | 9-([2,2′-bithiophen]-3-yl)heptadecan-9-ol | CH2Cl2 | water | CH2Cl2 | NaHCO3 | brine | MgSO4 | hexane"
US04518713,"To a stirred suspension of 7.38 g (0.503 mol) of lithium aluminum hydride (50% in oil; washed 3 times with hexanes) in 250 ml of dry THF at 0° was added dropwise a solution of 1-{N-{3-[2-(4-fluorophenyl)-1,3-dioxolan-2-yl]propyl}-N-methylaminoacetyl}-4-(2-fluorophenoxy)piperidine (liberated from 28.6 g, 50.6 mmol, of the oxalate) in 250 ml of THF. The mixture was allowed to warm to room temperature and subsequently heated at reflux for 24 hours under nitrogen. The mixture was allowed to cool to room temperature and subsequently cooled in an ice bath. To the mixture were added dropwise, slowly, 4 ml water, 4 ml 15% sodium hydroxide and 12 ml water. The suspension was filtered and the residue washed with THF. Evaporation of the solvent provided an oil which was shaken with saturated sodium carbonate, extracted twice with ether, washed with saturated sodium chloride and dried over potassium carbonate. Filtration followed by evaporation of the solvent provided an oil. The yield of the dihydrochloride was 20.26 g (44.0 mmol, 87%).","lithium aluminum hydride | THF | 1-{N-{3-[2-(4-fluorophenyl)-1,3-dioxolan-2-yl]propyl}-N-methylaminoacetyl}-4-(2-fluorophenoxy)piperidine | oxalate | THF | nitrogen | ice | water | sodium hydroxide | water | THF | sodium carbonate | ether | sodium chloride | potassium carbonate | dihydrochloride"
US20050049413A1,"A mixture of 114 mg (0.5 mmol) of 2-methyl-4-pyrrolidin-1-yl-quinolin-7-ol, product of example 2, 166 mg (0.6 mmol) of potassium carbonate and 84 □ (0.6 mmol) of 3-methoxybenzyl chloride was heated at 80° C. in 8 ml of DMF under an argon atmosphere for 23 h. The mixture was cooled to RT and partitioned between EtOAc and water. The organic layer was separated, washed with water then saturated NaCl solution, dried over magnesium sulphate and concentrated in vacuo. The residue was taken up in diethyl ether and some not dissolved material was removed by filtration. The filtrate was treated under stirring with 0.25 ml of 3N HCL in MeOH and stirring was continued for 1 h. The solid that precipitated was filtered off by suction and dried in a high vacuum to give 138 mg (69.7%) of 7-(3-methoxy-benzyloxy)-2-methyl-4-pyrrolidin-1-yl-quinoline hydrochloride as an light-yellow solid. ISP mass spectrum, m/e: 349.4 (M+1 calculated for C22H24N2O2: 349).",2-methyl-4-pyrrolidin-1-yl-quinolin-7-ol | product | potassium carbonate | 3-methoxybenzyl chloride | DMF | argon | EtOAc | water | water | NaCl | magnesium sulphate | MeOH | 7-(3-methoxy-benzyloxy)-2-methyl-4-pyrrolidin-1-yl-quinoline hydrochloride
US08569314B2,"Under an atmosphere of argon protective gas, benzyl{(7R)-6-cyano-7-(4-cyanophenyl)-5-methyl-4-[3-(trifluoromethyl)phenyl]-4,7-dihydro[1,2,4]triazolo[1,5-a]pyrimidin-2-yl}(propyl)carbamate (17.0 mg, 28 μmol) was dissolved in degassed methanol (5 ml). After addition of palladium on activated carbon (10%; 5 mg), the mixture was hydrogenated under a hydrogen atmosphere (˜1 atm) at RT for 0.5 h. The reaction mixture was then filtered, the filtrate was concentrated under reduced pressure and the residue was purified by preparative HPLC (Kromasil C18 column, 50×20 mm; mobile phase: acetonitrile-water-0.1% TFA). After lyophilization, the product was obtained as a solid (10.7 mg, 81% of theory).","argon | benzyl{(7R)-6-cyano-7-(4-cyanophenyl)-5-methyl-4-[3-(trifluoromethyl)phenyl]-4,7-dihydro[1,2,4]triazolo[1,5-a]pyrimidin-2-yl}(propyl)carbamate | methanol | palladium on activated carbon | acetonitrile-water"
US05668136,"A tetrahydrofuran solution of 3.27 g of 3-methyl-2-nitrocinnamoyl chloride was dropped into a tetrahydrofuran solution of 3.41 g of o-phenylenediamine. The obtained mixture was stirred at room temperature for one hour to complete a reaction. Thereafter, the obtained solution was concentrated and extracted with ethyl acetate. The residue was heated in acetic acid at 100° C. for 2 hours to give 3.67 g of 3-[2-(1H-benzimidazol-2-yl)vinyl]-2-nitrotoluene.",tetrahydrofuran | 3-methyl-2-nitrocinnamoyl chloride | tetrahydrofuran | o-phenylenediamine | ethyl acetate | acetic acid | 3-[2-(1H-benzimidazol-2-yl)vinyl]-2-nitrotoluene
US05969146,11.4 g of 3-[(ethoxycarbonyl)amino]-6-methoxybenzo[b]thiophene-2-carboxylic acid are heated at 220-225° C. A vitreous gum is obtained which is taken up in tetrahydrofuran until dissolved. The solvent is evaporated under reduced pressure and the residue is purified on a silica column with a 10/90 mixture of ethyl acetate and cyclohexane. 19.4 g of product are obtained.,3-[(ethoxycarbonyl)amino]-6-methoxybenzo[b]thiophene-2-carboxylic acid | tetrahydrofuran | silica | ethyl acetate | cyclohexane | product
US20160176850A1,"To a solution of tert-butyl 4-(5H-pyrrolo[2,3-b]pyrazin-7-yl)-3,6-dihydropyridine-1(2H)-carboxylate (I-98) (5 g, 16.7 mmol) in MeOH (150) was added 10% Pd/C (1.4 g) at room temperature. Then the mixture was stirred at 50° C. for 8 hr under a H2 balloon. LCMS showed the reaction was complete. The mixture was filtered, and the filtrate was concentrated to give the crude product, which was purified by silica gel chromatography (0-100% EtOAc/petroleum ether) to give tert-butyl 4-(5H-pyrrolo[2,3-b]pyrazin-7-yl)piperidine-1-carboxylate (I-99) (3.4 g, 70%) as a yellow solid.","tert-butyl 4-(5H-pyrrolo[2,3-b]pyrazin-7-yl)-3,6-dihydropyridine-1(2H)-carboxylate | MeOH | Pd/C | H2 | crude product | silica gel | EtOAc/petroleum ether | tert-butyl 4-(5H-pyrrolo[2,3-b]pyrazin-7-yl)piperidine-1-carboxylate"
US08183262B2,"The title compound was prepared from 3-[6′-methyl-4′-(4-trifluoromethyl-phenyl)-[2,2′]bipyridinyl-6-yl]-benzenesulfonyl chloride (example I.2) (0.275 g, 0.5 mmol) by treatment with excess ethanolamine in THF (5 mL) at 23° C. for 16 h. Diluted with EtOAc, washed with 1 N HCl, dried organic layer over Na2SO4. Removal of the solvent in vacuum left a crude product, which was purified by silica gel column chromatography with n-heptane/EtOAc followed by trituration with n-heptane/diethyl ether to give the title compound (0.110 g, 43%) as a white solid. MS (ISP) 513.9 [(M+H)+]; mp 110° C. (dec.).","title compound | 3-[6′-methyl-4′-(4-trifluoromethyl-phenyl)-[2,2′]bipyridinyl-6-yl]-benzenesulfonyl chloride | ethanolamine | THF | EtOAc | HCl | Na2SO4 | crude product | silica gel | n-heptane/EtOAc"
US20140057906A1,"A mixture of 6-chloromethyl-4-fluoro-benzo[1,3]dioxole (0.80 g, 4.3 mmol) and NaCN (417 mg, 8.51 mmol) in DMSO (20 mL) was stirred at 30° C. for 1 h and was then poured into water. The mixture was extracted with EtOAc (50 mL×3). The combined organic layers were washed with water (50 mL) and brine (50 mL), dried over Na2SO4 and evaporated under reduced pressure to give the crude product, which was purified by column chromatography on silica gel (petroleum ether/ethyl acetate 10/1) to afford 2-(7-fluorobenzo[d][1,3]dioxol-5-yl)acetonitrile (530 mg, 70%). 1H NMR (300 MHz, CDCl3) δ 6.68-6.64 (m, 2H), 6.05 (s, 2H), 3.65 (s, 2H). 13C-NMR. 8151.1, 146.2, 134.1, 124.2, 117.5, 110.4, 104.8, 102.8, 23.3.","6-chloromethyl-4-fluoro-benzo[1,3]dioxole | NaCN | DMSO | water | EtOAc | water | brine | Na2SO4 | crude product | silica gel | petroleum ether/ethyl acetate | 2-(7-fluorobenzo[d][1,3]dioxol-5-yl)acetonitrile"
