Paragraph,task_name,output
"Paragraph_2_13C_NMR_text: 8-Methyl-2-methylsulfanyl-4-phenethyl[1,2,4]triazolo[1,5-a]quinazolin-5-one (6a). IR (cm−1): ν 1,671 (C=O). 1H-NMR (DMSO-d6): δ 2.98 (s, 3H, SCH3), 3.37 (t, J = 7.54 Hz, 2H, NCH2CH2Ph), 4.02 (s, 3H, CH3), 4.31 (t, J = 7.51 Hz, 2H, NCH2CH2Ph), 7.22-8.20 (m, 8H, Ar-H). 13C-NMR: 13.98, 24.74, 34.48, 64.26, 114.68, 116.13, 125.82, 126.88, 128.87, 135.42, 135.84, 138.39, 147.59, 158.76, 167.91. MS, m/z (%): 350 (M+, 90). ",Paragraph_2_13C_NMR_text,"13C-NMR: 13.98, 24.74, 34.48, 64.26, 114.68, 116.13, 125.82, 126.88, 128.87, 135.42, 135.84, 138.39, 147.59, 158.76, 167.91"
"Paragraph_2_13C_NMR_text: 3.2.1. (1-(4-Tert-Butylphenyl)Ethyl)Dimethylsilane, 4b; Colorless Viscous Oil 1H NMR (300 MHz, CDCl3), δ: 7.25–7.30 (m, 2H), 7.00–7.05 (m, 2H), 3.79–3.86 (m, 1H), 2.23 (dq, J = 6.92, 2.51 Hz, 1H), 1.36 (d, J = 7.47 Hz, 3H), 1.29 (s, 9H), 0.01 (dd, J = 12.07, 3.52 Hz, 6H); 13C NMR (75 MHz, CDCl3), δ: 147.1, 142.1, 126.4, 125.0, 34.1, 27.0, 15.3, −6.0  Conforms to the literature [32]. ",Paragraph_2_13C_NMR_text,"13C NMR (75 MHz, CDCl3), δ: 147.1, 142.1, 126.4, 125.0, 34.1, 27.0, 15.3, −6.0"
"Paragraph_2_13C_NMR_text: Hydroxylamine hydrochloride (116 mg, 1.67 mmol) H was dissolved in MeOH (1 mL) at 0 °C and a solution of potassium hydroxide (0.19 g, 3.33 mmol) in MeOH (1 mL) was added. The resulting mixture was stirred at 0 °C for 5 min, then centrifuged, and 0.5 mL of this solution was added to compound 3 (50 mg, 0.04 mmol, 1.0 equiv.) in MeOH (1 mL) at 0 °C. The resulting mixture was stirred at room temperature for 16 h. A saturated aqueous solution of ammonium chloride (0.5 mL) was added and the reaction mixture was stirred for 30 min. Volatiles were then removed under reduced pressure and the product was purified by preparative HPLC with a gradient of 15–50% acetonitrile in H2O (with 0.1% TFA). The fractions containing the desired product were collected and lyophilized to afford 12 mg (24%) of 6-((N-(3-chlorophenyl)methylsulfonamido)methyl)-N-hydroxynicotinamide (6) as a white solid.  1H NMR (600 MHz, DMSO-d6): δ 11.32 (br s, 1H), 8.78 (d, J = 2.1 Hz, 1H), 8.05 (dd, J = 2.2, 8.1 Hz, 1H), 7.58 (t, J = 2.0 Hz, 1H), 7.53 (d, J = 8.2 Hz, 1H), 7.45–7.41 (m, 1H), 7.38 (t, J = 7.9 Hz, 1H), 7.36–7.32 (m, 1H), 5.04 (s, 2H), and 3.18 (s, 3H). 13C NMR (101 MHz, DMSO-d6): δ 159.1, 158.0, 147.4, 141.2, 135.6, 133.2, 130.6, 127.7, 127.5, 127.4, 126.6, 121.7, 55.2, and 37.9.  ESI MS: m/z 354.0 ([M − H]+). ",Paragraph_2_13C_NMR_text,"13C NMR (101 MHz, DMSO-d6): δ 159.1, 158.0, 147.4, 141.2, 135.6, 133.2, 130.6, 127.7, 127.5, 127.4, 126.6, 121.7, 55.2, and 37.9"
"Paragraph_2_13C_NMR_text: N-(3-Trifluoromethylphenyl)quinoline-2-carboxamide (18b). Yield 31%; Mp. 121–122 °C; IR (Zn/Se ATR, cm−1): 3,339w, 1,692s, 1,614w, 1,536m, 1,490m, 1,424w, 1,330s, 1,223w, 1,166m, 1,109s, 1,091s, 1,065m, 952w, 933w, 874s, 844m, 808s, 771s, 744w, 698s; 1H-NMR (DMSO-d6), δ: 11.08 (bs, 1H), 8.59 (d, J = 8.5 Hz, 1H), 8.46 (s, 1H), 8.17–8.31 (m, 3H), 8.08 (d, J = 8.0 Hz, 1H), 7.89 (t, J = 7.4 Hz, 1H), 7.68–7.78 (m, 1H), 7.61 (t, J = 8.0 Hz, 1H), 7.46 (d, J = 7.5 Hz, 1H); 13C-NMR (DMSO-d6), δ: 163.26, 149.64, 145.90, 139.23, 138.21, 130.69, 129.86, 129.35 (q, 2JFC = 32 Hz), 129.34, 129.03, 128.45, 128.16, 124.20 (q, 1JFC = 273 Hz), 123.91, 120.24 (q, 3JFC = 3.7 Hz), 118.78, 116.61 (q, 3JFC = 3.7 Hz); HR-MS: for C17H12F3N2O [M+H]+ calculated 317.0896 m/z, found 317.0892 m/z. ",Paragraph_2_13C_NMR_text,"13C-NMR (DMSO-d6), δ: 163.26, 149.64, 145.90, 139.23, 138.21, 130.69, 129.86, 129.35 (q, 2JFC = 32 Hz), 129.34, 129.03, 128.45, 128.16, 124.20 (q, 1JFC = 273 Hz), 123.91, 120.24 (q, 3JFC = 3.7 Hz), 118.78, 116.61 (q, 3JFC = 3.7 Hz)"
"Paragraph_2_13C_NMR_text: Synthesis of 1-azido-6-bromohexane (Product 1). To a solution of 1,6-dibromohexane (12.92 g, 52.94 mmol, 2.5 eq.) was added a solution of sodium azide (1.3175 g, 20.26 mmol, 1 eq.) dissolved in 30 mL DMSO. The solution was stirred 1 h at room temperature and stopped with 100 mL of ultrapure water. A liquid–liquid extraction was performed with diethyl ether (3 × 100 mL). The organic phase was recovered and dried with magnesium sulphate, and then filtered on filter paper. The product was purified by chromatography column with a mixture of hexane/dichloromethane and then concentrated to afford the product (1) as a light-yellow oil (3.4825 g, 83.4%). IR (ν, cm−1): 2937, 2860, 2094, 1455, 1348, 1245,728. 1H NMR (300 MHz, CDCl3): δ 3.40 (t, 2H), 3.26 (t, 2H), 1.85 (t, 2H), 1.59 (t, 2H), 1.42 (m, 4H). 13C NMR (90 MHz, CDCl3): δ 51.29, 33.71, 32.55, 28.69, 27.68, 25.89. ",Paragraph_2_13C_NMR_text,"13C NMR (90 MHz, CDCl3): δ 51.29, 33.71, 32.55, 28.69, 27.68, 25.89"
"Paragraph_2_13C_NMR_text: 2-Bromo-1-tertbutoxycarbonylbenzimidazole (3). Compound 3 was prepared according to a literature procedure [46]. Mp 64−65 °C. 1H NMR (300 MHz, CDCl3): δ = 7.96−7.92 (m, 1H), 7.72−7.69 (m, 1H), 7.39−7.34 (m, 2H), 1.75 (s, 9H). 13C NMR (75 MHz, CDCl3): δ = 147.3, 142.7, 133.8, 126.9, 125.1, 124.5, 119.4, 114.7, 86.8, 28.0 (3C).  Spectroscopic data are in accordance with the previously reported data [46]. ",Paragraph_2_13C_NMR_text,"13C NMR (75 MHz, CDCl3): δ = 147.3, 142.7, 133.8, 126.9, 125.1, 124.5, 119.4, 114.7, 86.8, 28.0 (3C)"
"Paragraph_2_13C_NMR_text: 3.2.2. Stepwise Synthesis for (5) 6-(5-(Quinolin-2-yl)-1,2,4-oxadiazol-3-yl)picolinonitrile (15). Quinoline-2-carboxylic acid (0.12 g, 0.68 mmol) and 1,1′-carbonyldiimidazole (CDI, 0.11 g, 0.68 mmol) were dissolved in DMF (10 mL) and stirred at room temperature for 30 min. (Z)-6-cyano-N′-hydroxypicolinimidamide (0.1 g, 0.62 mmol) was added and the reaction mixture was stirred at room temperature overnight. CDI (0.11 g, 0.68 mmol) was further added and the reaction mixture was heated at 150 °C for 6 h. After cooling down, the reaction mixture was poured into water to induce the precipitation of a pale yellow solid, purified by Isolera ONE (CHCl3:MeOH gradient) obtaining a white solid (0.11 g; yield 60%), which was filtered and characterized as pure product. m.p. > 300  °C (dec.); 1H-NMR (300 MHz, [D6]DMSO, 25 °C, TMS): δ = 8.73 (d, 3J(H,H) = 8.5 Hz, 1 H), 8.53 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.43 (d, 3J(H,H) = 7.8 Hz, 1 H), 8.36 (t, 3J(H,H) = 7.8, 1 H), 8.27 (d, 3J(H,H) = 8.4 Hz, 2 H), 8.17 (d, 3J(H,H) = 7.9 Hz, 1 H), 7.96 (t, 3J(H,H) = 7.2, 3J(H,H) = 8.1 Hz, 1 H), 7.82 (t, 3J(H,H) = 7.4, 3J(H,H) = 7.6 Hz, 1 H). 13C-NMR (75 MHz, [D6]DMSO, 25 °C, TMS): δ = 175.2, 167.5, 147.4, 147.0, 142.6, 139.9, 138.4, 133.4, 131.2, 130.9, 129.7, 128.9, 128.2, 127.1, 120.6, 116.8. ",Paragraph_2_13C_NMR_text,"13C-NMR (75 MHz, [D6]DMSO, 25 °C, TMS): δ = 175.2, 167.5, 147.4, 147.0, 142.6, 139.9, 138.4, 133.4, 131.2, 130.9, 129.7, 128.9, 128.2, 127.1, 120.6, 116.8"
"Paragraph_2_13C_NMR_text: The synthesis of 4-(octylamino)phenol (4a) was conducted according to General Method B. The reaction was performed on a 0.651 mmol scale, providing the desired compound in 24% yield (34 mg). HPLC purity: 99%. 1H NMR (500 MHz, DMSO-d6) δ 8.33 (s, 1H), 6.56 – 6.48 (m, 2H), 6.45 – 6.38 (m, 2H), 4.79 (s, 1H), 2.92 – 2.82 (m, 2H), 1.54 – 1.43 (m, 2H), 1.38 – 1.18 (m, 10H), 0.90 – 0.80 (m, 3H); 13C NMR (125 MHz, DMSO-d6) δ 148.0, 142.2, 115.6 (2C), 113.2 (2C), 44.0, 31.3, 28.96, 28.95, 28.7, 26.8, 22.1, 14.0. ",Paragraph_2_13C_NMR_text,"13C NMR (125 MHz, DMSO-d6) δ 148.0, 142.2, 115.6 (2C), 113.2 (2C), 44.0, 31.3, 28.96, 28.95, 28.7, 26.8, 22.1, 14.0"
"Paragraph_2_13C_NMR_text: 7-phenyl-5-(thiophen-2-yl)-2-thioxo-2,3-dihydropyrido [2,3-d]pyrimidin-4(1H)-one (2c): The crude product was recrystallized from ethanol. Yield: 17%, brown solid, m.p.: 260–262 °C. IR (KBr, cm−1): 3061.5, 2907.6, 1691.4, 1555.1, 1170.9. 1H-NMR (500 MHz, DMSO-d6): δ 13.07 (br. s, 1H), 12.43 (br. s, 1H), 8.22 (dd, J = 6.4, 3.1 Hz, 2H), 7.77 (d, J = 5.0 Hz, 1H), 7.74 (s, 1H), 7.57–7.52 (m, 3H), 7.48 (d, J = 3.6 Hz, 1H), 7.17–7.14 (m, 1H). 13C-NMR (125 MHz, DMSO-d6): δ 175.3, 159.4, 158.7, 152.9, 146.2, 138.1, 136.3, 130.9, 130.2, 128.9, 128.8, 127.6, 126.9, 119.4, 107.6. LC-MS (ESI, m/z, MeOH): [M – H]− = 336, [M + Na]+ = 360, [M + K]+ = 376, [M + MeOH + Na]+ = 392. Elemental Analysis C, H, N. Calculated % (C17H11N3OS2): C: 60.51, H: 3.29, N: 12.46. Found % (C17H11N3OS2): 65.95, H: 3.31, N: 12.48. ",Paragraph_2_13C_NMR_text,"13C-NMR (125 MHz, DMSO-d6): δ 175.3, 159.4, 158.7, 152.9, 146.2, 138.1, 136.3, 130.9, 130.2, 128.9, 128.8, 127.6, 126.9, 119.4, 107.6"
"Paragraph_2_13C_NMR_text: 2.1.4.7 3-((1 H-indol-3-yl) methyl)-4-((3,4,5-trimethoxybenzylidene) amino-1 H-1, 2, 4-triazole-5 (4H)-thione (5g) % Yield 71%, M.P. 220°C, 1HNMR (DMSO-d6,400 MHz) 3.693 (s, 1H, -CH2), 9.881 (s, 1H, = C.H.), 7.1–7.81 (m, Aryl H =8H), 10.863 (s, 1H, -N.H.) 13CNMR 193.77, 173.80 158.30, 138.03, I.R. tmax 3207 (-N.H.), 1657 (-C=N), 1276 (-C=S), Est m/z: 409.12 (100.0%), 410.12 (24.3%), 411.12 (5.1%), 411.13 (2.9%), 412.12 (1.1%; Elemental Analysis for C20H19N5O3S: C, 58.63; H, 4.64; N, 17.13; O, 11.77; S, 7.87  2.2 In silico studies ",Paragraph_2_13C_NMR_text,"13CNMR 193.77, 173.80 158.30, 138.03"
"Paragraph_2_13C_NMR_text: 3-Acetyl-2-methyl-4-phenylquinoline (3): yellow solid, purification by column chromatography (hexane/ethyl acetate 7:3), 99% yield; m.p. 120–122 °C (lit. 117–119 °C) [48]; 1H NMR (300 MHz, CDCl3): δH = 8.13 (d, J = 8.4 Hz, 1H, CHAr), 7.74 (ddd, J = 8.4, 6.9, 1.4 Hz, 1H, CHAr), 7.65–7.62 (m, 1H, CHAr), 7.53–7.46 (m, 4H, CHAr), 7.38–7.35 (m, 2H, CHAr), 2.73 (s, 3H, NCCH3), 2.00 (s, 3H, COCH3); 13C NMR (100 MHz, CDCl3): δC = 205.5, 153.7, 147.1, 144.7, 135.2, 134.9, 130.6, 130.1, 129.2, 128.9, 128.6, 126.9, 126.4, 125.2, 32.1, 23.7; MS (EI, 70 eV) m/z (%): 261 (M+, 49), 247 (19), 246 (100), 219 (7), 218 (38), 217 (31), 176 (22), 151 (8). ",Paragraph_2_13C_NMR_text,"13C NMR (100 MHz, CDCl3): δC = 205.5, 153.7, 147.1, 144.7, 135.2, 134.9, 130.6, 130.1, 129.2, 128.9, 128.6, 126.9, 126.4, 125.2, 32.1, 23.7"
"Paragraph_2_13C_NMR_text: Dimethyl 1-(N-pivaloylamino)ethanephosphonate (12a) [7]. Colorless crystals (50.4 mg, 85% yield), mp 125.5–127.5 °C. 1H-NMR (CDCl3) δ 5.96 (d, J = 8.1 Hz, 1H, NH), 4.65–4.49 (m, 1H, CαH), 3.78 (d, J = 4.4 Hz, 3H, OCH3), 3.75 (d, J = 4.3 Hz, 3H, OCH3), 1.38 (dd, J1 = 16.8, J2 = 7.4 Hz, 3H, CH3), 1.21 (s, 9H, t-Bu) ppm; 13C-NMR (CDCl3) δ 177.6 (d, J = 5.1 Hz, C = O), 53.1 (d, J = 7.0 Hz, OCH3), 52.9 (d, J = 6.5 Hz, OCH3), 40.1 (d, J = 156.4 Hz, CαH), 38.6 (C(CH3)3), 27.3 (C(CH3)3), 15.5 (CH3) ppm; 31P-NMR (CDCl3) δ 28.5 ppm; IR (ATR) 3281, 2956, 1659, 1529, 1224, 1205, 1057, 1026, 1007 cm−1. ",Paragraph_2_13C_NMR_text,"13C-NMR (CDCl3) δ 177.6 (d, J = 5.1 Hz, C = O), 53.1 (d, J = 7.0 Hz, OCH3), 52.9 (d, J = 6.5 Hz, OCH3), 40.1 (d, J = 156.4 Hz, CαH), 38.6 (C(CH3)3), 27.3 (C(CH3)3), 15.5 (CH3) ppm"
"Paragraph_2_13C_NMR_text: The following procedure was adapted from Kouklovsky et al. (1990). A dry flask flushed with Ar was charged with (1S)-camphorquinone (5.83 g, 35.1 mmol, 1 eq) and dry THF (200 mL), then cooled to −78 °C. L-Selectride (1 M in THF, 42 mmol, 1.20 eq; MilliporeSigma, St. Louis MO, USA) was added over 1 h, and the mixture was stirred an additional 5 min. The reaction was quenched by addition of 3 M HCl in methanol (16 mL) over 10 min at −78 °C, then allowed to warm to room temperature. The resulting mixture was diluted with brine (500 mL) and the products were extracted with dichloromethane (4 × 200 mL). The combined organic layers were dried, concentrated, and purified by vacuum flash chromatography (5% - 25% EtOAc/Hexanes). The fractions rich in the desired product were concentrated and subjected to flash column chromatography (20% EtOAc/Hexanes) to partially separate the isomers of hydroxycamphor. The resulting material was sublimed with a Kugelrohr distillation apparatus (55 °C, 0.1 Torr), yielding 397 mg (7%) of (1S)-exo-2, 92% isomerically pure (NMR). Impure fractions were consolidated and purified again by flash chromatography to yield an additional 298 mg of (1S)-exo-2, ~95% isomerically pure. 1H NMR (500 MHz, CDCl3) δ 3.72 (s, 1H), 3.28 (bs, 1H), 2.06 (d, J = 4.7 Hz, 1H), 2.02–1.91 (dddd, 1H), 1.62 (ddd, 1H), 1.46–1.29 (m, 2H), 0.96 (s, 3H), 0.91 (s, 3H), 0.89 (s, 3H). 13C NMR (126 MHz, CDCl3) δ 220.51, 77.26, 57.01, 49.22, 46.71, 28.51, 25.10, 20.94, 19.98, 8.95. EI-GC/MS m/z (%): 168 (M+, 32), 153 (2), 140 (9), 125 (42), 107 (10), 100 (14), 84 (92), 83 (100), 69 (38), 57 (19), 55 (51), 43 (14), 41 (37).  Davis Oxidation of Camphor ",Paragraph_2_13C_NMR_text,"13C NMR (126 MHz, CDCl3) δ 220.51, 77.26, 57.01, 49.22, 46.71, 28.51, 25.10, 20.94, 19.98, 8.95"
"Paragraph_2_13C_NMR_text: N-(4-Chlorobenzyl)-1H-indole-2-carbohydrazide 4a: beige powder m.p. 233 °C (yield; 0.26 g, 56%); IR (KBr): ν (cm−1) 3348 (NH2asym.), 3280 (NH2sym.), 3061 (C-H, aromatic), 2950 (C-H, aliphatic), 1701 (C=O), 1560, 1163, 748; 1H NMR (500 MHz, DMSO-d6) ppm: 4.85 (s, 2H, NH2), 5.06 (s, 2H, CH2), 7.01–7.04 (m, 1H, Har), 7.17–7.20 (m, 1H, Har), 7.37 (d, 2H, J = 8.5 Hz, Har), 7.44 (d, 2H, J = 8.5 Hz, Har), 7.49 (d, 2H, J = 8 Hz, Har), 7.61 (d, 1H, J = 7.5 Hz, Har), 11.50 (s, 1H, NH-indole); 13C NMR (125 MHz, DMSO-d6) ppm: 54.0 (CH2), 112.8, 120.0, 122.1, 123.9, 127.4, 128.9, 130.4, 132.3, 136.3, 136.5, 162.7 (C=O); MS m/z (ESI): 297.8 [M − H]+; anal. calcd. For C16H14ClN3O: C, 64.11; H, 4.71; N, 14.02; found: C, 64.35; H, 4.70; N, 13.99. ",Paragraph_2_13C_NMR_text,"13C NMR (125 MHz, DMSO-d6) ppm: 54.0 (CH2), 112.8, 120.0, 122.1, 123.9, 127.4, 128.9, 130.4, 132.3, 136.3, 136.5, 162.7 (C=O)"
"Paragraph_2_13C_NMR_text: The structure and purity of the final Zn/Fe complex was confirmed by elemental analysis, as well as 1H , 13C NMR and AAS (see Supplementary Materials: Experimental Section and Figure S2). The thermal stability and presence of crystallisation solvent were determined by thermogravimetric analysis (TGA). A loss of one molecule of water was observed at around 50 °C, while the complex showed good thermal stability [42]; the weight loss from degradation became significant above ca. 300 °C and reached 5% at T5% = 324 °C (see Supplementary Materials Figure S3). The majority of the organic part decomposed between 300 and 500 °C, leaving residual zinc and iron oxides accounting for 8.17%.  2.2. Mesomorphism ",Paragraph_2_13C_NMR_text,
"Paragraph_2_13C_NMR_text: Methyl ((R)-1-(((R)-2-hydroxy-3-phenylpropanoyl)-d-phenylalanyl)indoline-2-carbonyl)-l-argininate (11a). Synthesized from 10a (135 mg, 0.2 mmol) using the general procedure of nitro group cleavage described in 6.10. White solid, yield: 109 mg (81%). [α]D25 −0.45 (c 0.130, MeOH), 1H NMR (DMSO-d6, 600 MHz): δ 1.57–1.61 (m, 2H, -CHCH2CH2CH2NH-), 1.70–1.73 (m, 1H, -CHCH2CH2CH2NH-), 1.79–1.82 (m, 1H, -CHCH2CH2CH2NH-), 2.52 (dd, 1H, J = 8.4 Hz, J = 5.3 Hz, -CH(OH)CH2Ph), 2.77 (dd, 1H, J = 13.8 Hz, J = 3.9 Hz,-CH(OH)CH2Ph), 2.91 (dd, 1H, J = 13.7 Hz, J = 1.9 Hz, -CHCH2Ph), 2.99 (dd, 1H, J = 14.0 Hz, J = 10.8 Hz, -CHCH2Ph), 3.04–3.11 (m, 2H, -CHCH2CH2CH2NH-), 3.22 (dd, 1H, J = 16.9 Hz, J = 2.1 Hz, -NHCHCH2-), 3.60 (s, 3H, -COOMe), 3.65 (dd, 1H, J = 17.0 Hz, J = 11.2 Hz, -NHCHCH2-), 4.01 (dd, 1H, J = 8.4 Hz, J = 4.0 Hz, -CHCH2CH2CH2NH-), 4.18–4.21 (m, 1H, -CHCH2Ph), 4.42–4.46 (m, 1H, -NHCHCH2-), 5.65 (dd, 1H, J = 11.4 Hz, J = 3.0 Hz, -CH(OH)CH2Ph), 7.03–7.29 (m, 13H, -CH(OH)CH2Ph + -CHCH2Ph + indoline Ar-H), 8.13 (d, 1H, J = 8.1 Hz, indoline Ar-H), 8.20 (d, 1H, J = 8.0 Hz, -CONH-), 8.45 (s, 1H, HCOO−), 9.16 (t, 1H, J = 4.4 Hz, guanidine-NH), 9.31 (d, 1H, J = 6.7 Hz, -CONH-), ppm. 13C NMR (DMSO-d6, 150 MHz): δ 173.45, 172.09, 171.76, 170.40, 166.34, 157.35, 142.88, 138.07, 137.69, 129.93, 129.17, 128.85, 128.05, 127.70, 126.29, 125.81, 123.70, 116.38, 71.81, 60.17, 52.62, 52.29, 51.85, 40.24, 40.07, 36.10, 33.82, 27.50, 25.03 ppm. HRMS for C34H41N6O6: calculated 629.3088; found 629.3083. IR(ATR) ν: 3323, 3212, 2960, 1738, 1640, 1531, 1483, 1454, 1419, 1201, 1134, 1002, 837, 800, 752, 699, 628 cm−1. HPLC: retention time 11.970 min, purity 98.6% (254 nm). ",Paragraph_2_13C_NMR_text,"13C NMR (DMSO-d6, 150 MHz): δ 173.45, 172.09, 171.76, 170.40, 166.34, 157.35, 142.88, 138.07, 137.69, 129.93, 129.17, 128.85, 128.05, 127.70, 126.29, 125.81, 123.70, 116.38, 71.81, 60.17, 52.62, 52.29, 51.85, 40.24, 40.07, 36.10, 33.82, 27.50, 25.03 ppm."
"Paragraph_2_13C_NMR_text: The resulting product, N-(5-sulfamoyl-1,3,4-thiadiazol-2-yl)-3-sulfanylpropanamide (AZM-SH, FW = 268.34), was dried at 37 °C and collected in the form of brownish-white powder (70.4% wt. yield, mp 203.6 ± 1.0 °C), ESI+QTOF MS: [C5H8N4O3S3+H]+ 268.9831 m/z (error—2.5 ppm) and [C5H8N4O3S3-H]+ 266.9853 m/z (error—2.2 ppm). Elemental analysis of C5H8N4O3S3 was found (calculated): C 21.64% (22.38%), H 2.28% (3.00%); N 17.41% (20.88%), S 29.66% (35.85%). 1H NMR spectrum (CD3CN, 400 MHz) δ (ppm): 1.30 (s, 1H, H1 -SH) 2.70–2.97 (dt, 2H, H2 -CH2), 3.23–3.37 (dt, 2H, H3-CH2), 6.43 (d, 2H, H13-NH2, J = 33.8 Hz), 10.62 (br s, H, H6-NH-). 13C NMR spectrum (DMSO-d6, 400 MHz) δ (ppm): 24.04 (C1), 34.56 (C2), 161.29 (C3), 164.94 (C4), 170.78 (C5). The product was also characterized using ATR-FTIR.  3.3.2. Synthesis of NANO3-SH ",Paragraph_2_13C_NMR_text,"13C NMR spectrum (DMSO-d6, 400 MHz) δ (ppm): 24.04 (C1), 34.56 (C2), 161.29 (C3), 164.94 (C4), 170.78 (C5)"
"Paragraph_2_13C_NMR_text: Preparation of 25: Methyl caffeate (762.2 mg) was dissolved in a mixture of benzene (20 mL) and acetone (30 mL), and then Ag2O (1.82 g) was added. The reaction mixture was stirred at room temperature for 60 h. The precipitation was removed with filtration, and the filtrate gave 25 (306.9 mg, 45% yield). Compound 25: mp 187–188 °C; 1H-NMR (CDCl3) δH 7.54 (d, J = 15.9 Hz, 1H, H-1″), 7.05 (s, 1H, H-4), 6.99 (s, 1H, H-6), 6.85 (d, J = 1.9 Hz, 1H, H-2′), 6.82 (d, J = 8.1 Hz, H-5′), 6.76 (dd, J = 8.1, 1.9 Hz, 1H, H-6′), 6.24 (d, J = 15.9 Hz, 1H, H-2″), 6.02 (d, 2H, J = 7.4 Hz, 1H, H-2), 4.26 (d, J = 7.4 Hz, 1H, H-3), 3.79 (s, 3H, -OCH3), 3.77 (s, 3H, OCH3); 13C-NMR (CDCl3) δC 171.0, 168.3, 148.5, 145.0, 144.7, 144.4, 144.0, 140.4, 132.0, 128.7, 125.4, 118.7, 117.6, 115.5, 115.4, 113.0, 87.2, 55.6, 53.0, 51.8; IR (KBr film) νmax 3397, 2958, 1739, 1697, 1609, 1506, 1444, 1281, 1198, 980, 854, 814 cm−1; EI-MS m/z (%) (70 eV) 386 (M+, 37; C20H18O8), 354 (35), 322 (100), 294 (27), 267 (13), 194 (55), 163 (52), 134 (14) (Figures S13–S16). ",Paragraph_2_13C_NMR_text,"13C-NMR (CDCl3) δC 171.0, 168.3, 148.5, 145.0, 144.7, 144.4, 144.0, 140.4, 132.0, 128.7, 125.4, 118.7, 117.6, 115.5, 115.4, 113.0, 87.2, 55.6, 53.0, 51.8"
"Paragraph_2_13C_NMR_text: (S)-N-((4-(3-Aminopropyl)isoquinolin-3-yl)methyl)-N-methyl-5,6,7,8-tetrahydroquinolin-8-amine (3) N-boc-protected 17 (55 mg, 0.12 mmol) was taken up in DCM (8 mL) and TFA (2 mL) was added to it. The resulting solution was stirred for 1 h, after which TLC showed full conversion. The reaction mixture was concentrated in vacuo and residual TFA was removed under high vacuum. Column chromatography, eluting with 5% 7 N NH3 in MeOH in DCM afforded the congener as a colorless oil (21 mg, 0.06 mmol, 49% yield). 1H NMR (400 MHz, MeOD-d4): δ 9.02 (s, 1H), 8.44 (dd, J = 4.8, 1.6 Hz, 1H), 8.13 (dd, J = 8.7, 1.0 Hz, 1H), 8.05 (dt, J = 8.1, 1.0 Hz, 1H), 7.79 (ddd, J = 8.4, 6.8, 1.3 Hz, 1H), 7.64 (ddd, J = 8.0, 6.8, 1.0 Hz, 1H), 7.55 (ddd, J = 7.8, 1.8, 0.9 Hz, 1H), 7.22 (dd, J = 7.7, 4.8 Hz, 1H), 4.08–3.90 (m, 3H), 3.29–3.15 (m, 2H), 2.90 (ddd, J = 15.4, 9.5, 5.3 Hz, 1H), 2.82–2.67 (m, 3H), 2.29–1.96 (m, 5H), 1.96–1.52 (m, 2H). 13C NMR (101 MHz, MeOD-d4): δ 158.02, 150.56, 149.88, 147.40, 138.87, 136.79, 136.45, 133.04, 132.07, 129.48, 128.21, 124.37, 123.58, 64.89, 58.93, 41.88, 38.64, 33.20, 29.87, 25.37, 23.96, 21.79. ",Paragraph_2_13C_NMR_text,"13C NMR (101 MHz, MeOD-d4): δ 158.02, 150.56, 149.88, 147.40, 138.87, 136.79, 136.45, 133.04, 132.07, 129.48, 128.21, 124.37, 123.58, 64.89, 58.93, 41.88, 38.64, 33.20, 29.87, 25.37, 23.96, 21.79"
"Paragraph_2_13C_NMR_text: 4-Methyl-5-thioxo-5,6-dihydro-[1,2,5]selenadiazolo[3,4-d]pyrimidin-7(4H)-one (5b) Yellow solid, yield: 79%; m.p. >300 °C; 1H NMR (400 MHz, DMSO-d6) δ 12.66 (s, 1H, NH), 3.87 (s, 3H, N–CH3), 13C NMR (100 MHz, DMSO-d6) δ 176.3, 156.6, 153.9, 145.2, 36.5 ppm. MS: m/z (%) = M+, 247 (12), 197 (87), 173 (98), 147 (52), 95 (100); Anal. calc. for C5H4N4OSSe (247.15): C, 24.30; H, 1.63; N, 22.67; Found: C, 24.56; H, 1.78; N, 22.75. ",Paragraph_2_13C_NMR_text,"13C NMR (100 MHz, DMSO-d6) δ 176.3, 156.6, 153.9, 145.2, 36.5 ppm"
